subject,model_name,eval_index,image_id,positive_similarity,hardest_impostor_similarity,hardest_impostor_index,margin,full_pool_rank,sampled_top1_success_rate,sampled_rank_mean,sampled_rank_median,delta_positive_similarity,delta_hardest_impostor_similarity,delta_margin,delta_full_pool_rank,delta_sampled_top1_success_rate,rank1_to_not1,not1_to_rank1
7,cycle40_subj07_prior_low_1sess_150ep,0,2950,0.05486085,0.0879499,171,-0.033089053,281.0,0.0,81.33333333333333,84.5,0.020240102,0.044015165,-0.023775063,259.0,0.0,0,0
7,cycle40_subj07_prior_low_1sess_150ep,1,2990,0.06141443,0.09428251,718,-0.032868076,182.0,0.0,59.61538461538461,60.0,0.034201864,0.05035571,-0.016153846,57.0,0.0,0,0
7,cycle40_subj07_prior_low_1sess_150ep,2,3049,0.07329658,0.093372144,718,-0.020075567,53.0,0.0,16.0,18.0,0.025252245,0.040264226,-0.015011981,49.0,-0.3333333333333333,0,0
7,cycle40_subj07_prior_low_1sess_150ep,3,3077,0.07414148,0.09613325,718,-0.021991767,38.0,0.0,12.88888888888889,14.0,0.016544767,0.044411395,-0.027866628,37.0,-1.0,1,0
7,cycle40_subj07_prior_low_1sess_150ep,4,3146,0.07751281,0.09903164,718,-0.021518834,26.0,0.0,8.2,8.0,0.026304167,0.051047076,-0.024742909,25.0,-1.0,1,0
7,cycle40_subj07_prior_low_1sess_150ep,5,3157,0.061486483,0.093877785,109,-0.032391302,137.0,0.0,45.55555555555556,47.0,0.0060639344,0.03343661,-0.027372677,133.0,-0.4444444444444444,0,0
7,cycle40_subj07_prior_low_1sess_150ep,6,3164,0.070058994,0.091659226,718,-0.021600232,67.0,0.0,19.125,16.0,0.013343424,0.033907615,-0.020564191,65.0,-0.875,0,0
7,cycle40_subj07_prior_low_1sess_150ep,7,3171,0.048174575,0.093310155,718,-0.04513558,514.0,0.0,153.5,154.0,-0.0006326847,0.03642591,-0.037058596,508.0,-0.25,0,0
7,cycle40_subj07_prior_low_1sess_150ep,8,3181,0.08353424,0.093700685,718,-0.010166444,7.0,0.08333333333333333,3.3333333333333335,3.0,0.032553308,0.042541582,-0.009988274,5.0,-0.6666666666666666,0,0
7,cycle40_subj07_prior_low_1sess_150ep,9,3386,0.074685484,0.097127914,718,-0.02244243,52.0,0.0,15.6,16.0,0.017084207,0.036007702,-0.018923495,50.0,-0.6,0,0
7,cycle40_subj07_prior_low_1sess_150ep,10,3434,0.05815189,0.0897866,718,-0.031634707,212.0,0.0,66.41666666666667,68.0,0.009123627,0.036396552,-0.027272925,205.0,-0.16666666666666666,0,0
7,cycle40_subj07_prior_low_1sess_150ep,11,3449,0.09079129,0.09272996,718,-0.0019386709,2.0,0.8,1.2,1.0,0.03065763,0.03695781,-0.006300181,1.0,-0.19999999999999996,1,0
7,cycle40_subj07_prior_low_1sess_150ep,12,3489,0.076464616,0.0979152,718,-0.021450587,26.0,0.0,9.6,11.0,0.014012288,0.04548885,-0.03147656,25.0,-1.0,1,0
7,cycle40_subj07_prior_low_1sess_150ep,13,3626,0.09011668,0.101402804,718,-0.011286125,4.0,0.46153846153846156,1.8461538461538463,2.0,0.02561991,0.049874056,-0.024254147,3.0,-0.5384615384615384,1,0
7,cycle40_subj07_prior_low_1sess_150ep,14,3682,0.048984405,0.08848946,718,-0.039505053,352.0,0.0,111.3,112.5,0.0018672831,0.039844994,-0.03797771,350.0,-0.6,0,0
7,cycle40_subj07_prior_low_1sess_150ep,15,3687,0.0668788,0.09746273,718,-0.030583926,123.0,0.0,40.833333333333336,40.0,0.021636203,0.045732774,-0.02409657,112.0,0.0,0,0
7,cycle40_subj07_prior_low_1sess_150ep,16,3729,0.03966044,0.09170661,718,-0.052046172,776.0,0.0,236.25,237.0,8.928776e-05,0.037856404,-0.037767116,707.0,0.0,0,0
7,cycle40_subj07_prior_low_1sess_150ep,17,3809,0.047774322,0.0886278,718,-0.040853478,549.0,0.0,166.5,164.5,0.00091361254,0.03396921,-0.033055596,544.0,-0.5,0,0
