subject,model_name,eval_index,image_id,positive_similarity,hardest_impostor_similarity,hardest_impostor_index,margin,full_pool_rank,sampled_top1_success_rate,sampled_rank_mean,sampled_rank_median
5,cycle44_subj05_margin_low_1sess_150ep,369,28096,0.03323647,0.04765145,645,-0.014414981,16.0,0.0,5.6,5.5
5,cycle44_subj05_margin_low_1sess_150ep,370,28159,0.048879873,0.04636956,889,0.002510313,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,371,28189,0.03613755,0.049033493,706,-0.012895942,17.0,0.0,7.888888888888889,8.0
5,cycle44_subj05_margin_low_1sess_150ep,372,28286,0.014263192,0.03111242,778,-0.016849227,53.0,0.0,18.0,16.0
5,cycle44_subj05_margin_low_1sess_150ep,373,28303,0.04654152,0.044227965,159,0.0023135543,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,374,28319,0.04868385,0.07287535,493,-0.024191502,2.0,0.8571428571428571,1.1428571428571428,1.0
5,cycle44_subj05_margin_low_1sess_150ep,375,28325,0.058694553,0.046541076,227,0.0121534765,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,376,28341,0.019364445,0.043234512,405,-0.023870068,232.0,0.0,73.4,77.0
5,cycle44_subj05_margin_low_1sess_150ep,377,28349,0.040727045,0.054771513,524,-0.014044467,11.0,0.0,4.375,4.5
5,cycle44_subj05_margin_low_1sess_150ep,378,28418,0.06040165,0.0544359,426,0.005965747,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,379,28487,0.03512649,0.0410854,719,-0.005958911,4.0,0.5,1.75,1.5
5,cycle44_subj05_margin_low_1sess_150ep,380,28524,0.049163215,0.055436835,990,-0.00627362,2.0,0.42857142857142855,1.5714285714285714,2.0
5,cycle44_subj05_margin_low_1sess_150ep,381,28595,0.031478498,0.041314837,148,-0.009836338,10.0,0.1,3.2,3.0
5,cycle44_subj05_margin_low_1sess_150ep,382,28689,0.034051515,0.05648507,356,-0.022433557,29.0,0.0,10.181818181818182,10.0
