subject,eval_index,nsd_image_id,prior0_image_rank,prior_low_image_rank,image_rank_delta_prior_low_minus_prior0,prior0_brain_rank,prior_low_brain_rank,brain_rank_delta_prior_low_minus_prior0,image_score_delta_prior_low_minus_prior0,brain_score_delta_prior_low_minus_prior0,flat_norm_delta_prior_low_minus_prior0,mean_token_norm_delta_prior_low_minus_prior0,brain_margin_hardest_delta_prior_low_minus_prior0,image_margin_hardest_delta_prior_low_minus_prior0,brain_margin_top5_delta_prior_low_minus_prior0,image_margin_top5_delta_prior_low_minus_prior0,blurry_pixcorr_prior0,blurry_pixcorr_prior_low,blurry_pixcorr_delta_prior_low_minus_prior0,recons_pixcorr_prior0,recons_pixcorr_prior_low,recons_pixcorr_delta_prior_low_minus_prior0,enhanced_pixcorr_prior0,enhanced_pixcorr_prior_low,enhanced_pixcorr_delta_prior_low_minus_prior0,enhanced_evalmix_pixcorr_prior0,enhanced_evalmix_pixcorr_prior_low,enhanced_evalmix_pixcorr_delta_prior_low_minus_prior0,prior0_final_fullpool_rank,prior_low_final_fullpool_rank,final_fullpool_rank_delta_prior_low_minus_prior0,prior0_final_fullpool_positive_similarity,prior_low_final_fullpool_positive_similarity,final_fullpool_positive_similarity_delta_prior_low_minus_prior0,prior0_final_fullpool_mean_impostor_similarity,prior_low_final_fullpool_mean_impostor_similarity,final_fullpool_mean_impostor_similarity_delta_prior_low_minus_prior0,prior0_final_fullpool_hardest_impostor_similarity,prior_low_final_fullpool_hardest_impostor_similarity,final_fullpool_hardest_impostor_similarity_delta_prior_low_minus_prior0,prior0_final_fullpool_positive_minus_mean_impostor,prior_low_final_fullpool_positive_minus_mean_impostor,final_fullpool_positive_minus_mean_impostor_delta_prior_low_minus_prior0,prior0_final_fullpool_positive_minus_hardest_impostor,prior_low_final_fullpool_positive_minus_hardest_impostor,final_fullpool_positive_minus_hardest_impostor_delta_prior_low_minus_prior0,prior0_final_fullpool_positive_minus_top5_impostor,prior_low_final_fullpool_positive_minus_top5_impostor,final_fullpool_positive_minus_top5_impostor_delta_prior_low_minus_prior0,prior0_final_fullpool_top1_success,prior_low_final_fullpool_top1_success,final_fullpool_top1_success_delta_prior_low_minus_prior0,prior0_final_sampled300_appearances,prior_low_final_sampled300_appearances,final_sampled300_appearances_delta_prior_low_minus_prior0,prior0_final_sampled300_success_count,prior_low_final_sampled300_success_count,final_sampled300_success_count_delta_prior_low_minus_prior0,prior0_final_sampled300_success_rate,prior_low_final_sampled300_success_rate,final_sampled300_success_rate_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_rank_mean,prior_low_final_sampled300_sampled_rank_mean,final_sampled300_sampled_rank_mean_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_positive_similarity,prior_low_final_sampled300_sampled_positive_similarity,final_sampled300_sampled_positive_similarity_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_mean_impostor_similarity,prior_low_final_sampled300_sampled_mean_impostor_similarity,final_sampled300_sampled_mean_impostor_similarity_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_hardest_impostor_similarity,prior_low_final_sampled300_sampled_hardest_impostor_similarity,final_sampled300_sampled_hardest_impostor_similarity_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_positive_minus_mean_impostor,prior_low_final_sampled300_sampled_positive_minus_mean_impostor,final_sampled300_sampled_positive_minus_mean_impostor_delta_prior_low_minus_prior0,prior0_final_sampled300_sampled_positive_minus_hardest_impostor,prior_low_final_sampled300_sampled_positive_minus_hardest_impostor,final_sampled300_sampled_positive_minus_hardest_impostor_delta_prior_low_minus_prior0,final_feature_norm_delta_prior_low_minus_prior0,final_brainret_success_rate_delta_prior_low_minus_prior0
5,0,2950,2.0,79.0,77.0,2.0,5.0,3.0,0.028866649,0.028866649,-42.881012,-1.4910297,-0.0044061765,-0.017615892,-0.004762985,-0.020881485,0.1446065,0.15152964,0.006923139,0.13187002,0.12567471,-0.006195307,0.1354889,0.14042056,0.0049316585,0.15107496,0.15683395,0.005758986,2.0,79.0,77.0,0.040966935,0.069833584,0.028866649,0.0041536363,0.04811662,0.043962985,0.04897283,0.09545537,0.04648254,0.0368133,0.021716963,-0.015096337,-0.008005895,-0.025621787,-0.017615892,0.00057184324,-0.020309642,-0.020881485,0.0,0.0,0.0,6,6,0,6,0,-6,1.0,0.0,-1.0,1.0,24.0,23.0,0.0409669354557991,0.06983358412981033,0.02886664867401123,0.0038833268141994872,0.04766433065136274,0.043781003837163254,0.03778771124780178,0.08925888935724895,0.051471178109447166,0.03708360902965069,0.022169253478447597,-0.01491435555120309,0.003179224207997322,-0.01942530522743861,-0.022604529435435932,-42.881012,-1.0
5,1,2990,2.0,159.0,157.0,1.0,4.0,3.0,0.021267354,0.021267354,-38.97229,-0.6978874,-0.0039534047,-0.017016042,-0.0066478774,-0.023340095,0.14181268,0.17101534,0.029202655,0.17446136,0.1400913,-0.034370065,0.18332969,0.12655526,-0.056774423,0.19912918,0.14591976,-0.053209424,2.0,159.0,157.0,0.047021426,0.06828878,0.021267354,0.015531943,0.05221567,0.036683727,0.053744268,0.092027664,0.038283397,0.031489484,0.016073111,-0.015416373,-0.0067228414,-0.023738883,-0.017016042,0.0013703369,-0.021969758,-0.023340095,0.0,0.0,0.0,13,13,0,10,0,-10,0.7692307692307693,0.0,-0.7692307692307693,1.2307692307692308,51.23076923076923,50.0,0.047021426260471344,0.06828878074884415,0.021267354488372803,0.015629518132370252,0.05256966902659489,0.036940150894224644,0.04615375313621301,0.0903711668573893,0.04421741372117629,0.031391908343021684,0.01571911172224925,-0.015672796620772433,0.0008676731242583349,-0.022082386108545158,-0.022950059232803494,-38.97229,-0.7692307692307693
5,2,3049,4.0,2.0,-2.0,4.0,3.0,-1.0,0.0462517,0.0462517,-81.35019,-2.5188007,0.0028805248,0.0022653975,-0.00012556091,0.000729952,0.07996536,-0.010638905,-0.09060427,0.042550024,0.078799136,0.036249112,0.0862142,0.108362354,0.022148155,0.095146246,0.103148825,0.008002579,4.0,2.0,-2.0,0.049355805,0.095607504,0.0462517,0.007040226,0.04847056,0.041430335,0.052023944,0.096010245,0.043986302,0.04231558,0.047136944,0.004821364,-0.0026681386,-0.00040274113,0.0022653975,0.00033551827,0.0010654703,0.000729952,0.0,0.0,0.0,12,12,0,2,10,8,0.16666666666666666,0.8333333333333334,0.6666666666666667,2.0,1.1666666666666667,-0.8333333333333333,0.04935580492019653,0.09560750424861908,0.046251699328422546,0.0069181187233577175,0.04849518866588672,0.04157706994252901,0.04967552920182546,0.0936415574202935,0.04396602821846803,0.042437685964008175,0.04711231558273236,0.004674629618724183,-0.0003197242816289266,0.0019659468283255896,0.0022856711099545164,-81.35019,0.6666666666666667
5,3,3077,19.0,102.0,83.0,24.0,3.0,-21.0,0.041889045,0.041889045,-62.793427,-1.6631851,0.011004221,-0.008091636,0.00824618,-0.009044547,0.1883783,0.16037415,-0.028004155,0.121887185,0.20273693,0.080849744,0.11584043,0.22967625,0.11383582,0.12871532,0.23979478,0.111079454,19.0,102.0,83.0,0.027701605,0.06959065,0.041889045,0.0037412758,0.04948851,0.045747235,0.041830372,0.09181105,0.04998068,0.02396033,0.02010214,-0.00385819,-0.014128767,-0.022220403,-0.008091636,-0.0091109015,-0.018155448,-0.009044547,0.0,0.0,0.0,9,9,0,0,0,0,0.0,0.0,0.0,6.444444444444445,31.333333333333332,24.888888888888886,0.02770160511136055,0.06959065049886703,0.041889045387506485,0.0034641322628077534,0.04944025766518381,0.045976125402376056,0.03798076013724009,0.08721781025330226,0.04923705011606217,0.024237472977903154,0.020150392833683226,-0.0040870801442199275,-0.010279155025879541,-0.017627159754435223,-0.007348004728555681,-62.793427,0.0
5,4,3146,9.0,95.0,86.0,33.0,23.0,-10.0,0.036318492,0.036318492,-18.071167,0.15268517,0.0051012374,-0.014888167,0.005309906,-0.016462274,0.56602496,0.4000557,-0.16596925,0.24206913,0.32180288,0.07973376,0.28050607,0.35279706,0.07229099,0.3462237,0.37852773,0.03230402,9.0,95.0,86.0,0.03236678,0.06868527,0.036318492,0.0064468486,0.047375463,0.040928613,0.040289175,0.091495834,0.05120666,0.02591993,0.021309808,-0.0046101213,-0.007922396,-0.022810563,-0.014888167,-0.0049929544,-0.021455228,-0.016462274,0.0,0.0,0.0,15,15,0,0,0,0,0.0,0.0,0.0,4.0,30.266666666666666,26.266666666666666,0.03236677870154381,0.06868527084589005,0.03631849214434624,0.006575907425334056,0.0474912775059541,0.040915370080620045,0.03903983558217684,0.08941720475753148,0.05037736917535464,0.025790871183077494,0.02119399333993594,-0.004596877843141556,-0.006673056880633036,-0.02073193391164144,-0.014058877031008405,-18.071167,0.0
5,5,3157,2.0,22.0,20.0,9.0,2.0,-7.0,0.027631115,0.027631115,-64.70868,-3.1679325,0.0048439987,-0.012752019,0.004475396,-0.01473324,0.40396857,0.3093194,-0.094649166,-0.07117506,-0.06532518,0.005849883,-0.051119942,-0.048865482,0.00225446,0.013459563,-0.0042333123,-0.017692875,2.0,22.0,20.0,0.0471682,0.074799314,0.027631115,-0.007936567,0.041175418,0.049111985,0.050849427,0.09123256,0.040383134,0.055104766,0.033623897,-0.02148087,-0.0036812276,-0.016433246,-0.012752019,0.0035448521,-0.011188388,-0.01473324,0.0,0.0,0.0,9,9,0,6,0,-6,0.6666666666666666,0.0,-0.6666666666666666,1.3333333333333333,7.888888888888889,6.555555555555556,0.047168198972940445,0.0747993141412735,0.027631115168333054,-0.007541357694814603,0.04182845147119628,0.04936980916601088,0.045093684560722776,0.08740280982520846,0.04230912526448568,0.054709556616014905,0.03297086267007722,-0.021738693945937686,0.00207451441221767,-0.012603495683934953,-0.014678010096152622,-64.70868,-0.6666666666666666
5,6,3164,92.0,263.0,171.0,26.0,100.0,74.0,0.03125684,0.03125684,-37.928253,-0.9031143,0.0015363675,-0.010918001,0.0025717784,-0.01457989,0.35140768,0.3365587,-0.014848977,0.13005346,0.13511817,0.005064711,0.12353454,0.12911664,0.0055821016,0.15391567,0.16890381,0.014988139,92.0,263.0,171.0,0.026910426,0.058167268,0.03125684,0.012905135,0.048714254,0.03580912,0.04501256,0.0871874,0.042174842,0.014005291,0.009453014,-0.0045522777,-0.018102134,-0.029020134,-0.010918001,-0.012834949,-0.02741484,-0.01457989,0.0,0.0,0.0,8,8,0,0,0,0,0.0,0.0,0.0,29.125,79.25,50.125,0.02691042609512806,0.058167267590761185,0.031256841495633125,0.01336762064602226,0.048784779384732246,0.035417158738709986,0.04098618729040027,0.08462701458483934,0.04364082729443908,0.0135428054491058,0.009382488206028938,-0.004160317243076861,-0.014075761195272207,-0.02645974699407816,-0.012383985798805952,-37.928253,0.0
5,7,3171,153.0,671.0,518.0,16.0,13.0,-3.0,0.021097088,0.021097088,-87.9043,-3.2476044,0.0052225385,-0.02934757,0.0029780231,-0.029238684,0.5953363,0.52978754,-0.06554878,0.56907713,0.5479821,-0.021095037,0.5554473,0.54792404,-0.0075232387,0.5933588,0.5856848,-0.0076740384,153.0,671.0,518.0,0.018396901,0.03949399,0.021097088,0.006364798,0.046678025,0.04031323,0.044630017,0.095074676,0.05044466,0.012032103,-0.007184036,-0.019216139,-0.026233116,-0.055580687,-0.02934757,-0.019904276,-0.04914296,-0.029238684,0.0,0.0,0.0,8,8,0,0,0,0,0.0,0.0,0.0,44.625,200.375,155.75,0.018396900966763496,0.03949398919939995,0.02109708823263645,0.0060579461278393865,0.04631720529869199,0.0402592591708526,0.03908436605706811,0.08887800015509129,0.049793634098023176,0.012338954722508788,-0.00682321609929204,-0.019162170821800828,-0.020687465090304613,-0.04938401095569134,-0.028696545865386724,-87.9043,0.0
5,8,3181,1.0,3.0,2.0,1.0,1.0,0.0,0.03504464,0.03504464,-48.003265,-1.4693146,-0.009030238,-0.015149806,-0.011828728,-0.014647987,0.010354819,0.22941819,0.21906337,-0.06748543,0.030343683,0.09782911,-0.07288644,0.03482187,0.107708305,-0.06346086,0.061248448,0.12470931,1.0,3.0,2.0,0.06055402,0.09559866,0.03504464,0.011685135,0.05152283,0.039837696,0.052326035,0.10252048,0.050194446,0.048868887,0.04407583,-0.0047930554,0.008227985,-0.0069218203,-0.015149806,0.013370197,-0.0012777895,-0.014647987,1.0,0.0,-1.0,12,12,0,12,7,-5,1.0,0.5833333333333334,-0.41666666666666663,1.0,1.5,0.5,0.06055402010679245,0.09559866040945053,0.03504464030265808,0.012124310713261366,0.05221344778935114,0.04008913707608978,0.04724046277503172,0.09707041084766388,0.049829948072632156,0.04842970923831066,0.04338521262009939,-0.005044496618211269,0.013313557331760725,-0.0014717504382133484,-0.014785307769974073,-48.003265,-0.41666666666666663
5,9,3386,43.0,60.0,17.0,43.0,81.0,38.0,0.046139013,0.046139013,-16.812622,0.17738724,0.00033158436,-0.009671569,0.0009405203,-0.007920805,0.21305084,0.34197056,0.12891972,-0.038705684,0.035775226,0.074480906,-0.020501237,0.054186743,0.07468798,-0.0036177053,0.073934466,0.07755217,43.0,60.0,17.0,0.029206548,0.07534556,0.046139013,0.009084971,0.05041952,0.04133455,0.043576185,0.09938677,0.055810582,0.020121578,0.02492604,0.004804462,-0.014369637,-0.024041206,-0.009671569,-0.00940403,-0.017324835,-0.007920805,0.0,0.0,0.0,5,5,0,0,0,0,0.0,0.0,0.0,12.6,19.0,6.4,0.029206547886133194,0.07534556090831757,0.04613901302218437,0.009327210858464241,0.051057145744562146,0.04172993488609791,0.037576877325773236,0.09161091297864914,0.0540340356528759,0.019879337400197983,0.024288415163755416,0.004409077763557433,-0.008370329439640046,-0.016265352070331574,-0.007895022630691528,-16.812622,0.0
5,10,3434,3.0,166.0,163.0,1.0,2.0,1.0,0.014149185,0.014149185,-77.484314,-3.2911167,-0.0032934807,-0.022989418,-0.0068856776,-0.024101373,0.48882076,0.52521974,0.036398977,0.50072396,0.23576117,-0.2649628,0.54141283,0.22521107,-0.31620175,0.5803855,0.3052049,-0.2751806,3.0,166.0,163.0,0.046897158,0.061046343,0.014149185,0.0041048457,0.046960086,0.04285524,0.052848928,0.08998753,0.037138604,0.042792313,0.014086258,-0.028706055,-0.0059517696,-0.028941188,-0.022989418,0.0009337291,-0.023167644,-0.024101373,0.0,0.0,0.0,12,12,0,7,0,-7,0.5833333333333334,0.0,-0.5833333333333334,1.5833333333333333,51.25,49.666666666666664,0.04689715802669525,0.06104634329676628,0.01414918527007103,0.0041951610473915935,0.04717933169255654,0.042984170645164944,0.045865327740708985,0.08636783498028915,0.04050250723958016,0.042701996862888336,0.013867011604209742,-0.028834985258678593,0.0010318302859862645,-0.02532149168352286,-0.026353321969509125,-77.484314,-0.5833333333333334
5,11,3449,1.0,1.0,0.0,1.0,1.0,0.0,0.03935262,0.03935262,-75.23364,-2.6871166,-0.00080728903,-0.011419028,-0.0015677847,-0.011469305,0.0675402,0.1478431,0.080302894,0.15162477,0.062170476,-0.08945429,0.202906,0.10166236,-0.10124364,0.2026262,0.119675875,-0.082950324,1.0,1.0,0.0,0.059088923,0.09844154,0.03935262,0.0029182339,0.047466,0.044547766,0.04019486,0.09096651,0.050771646,0.05617069,0.050975543,-0.0051951483,0.018894061,0.0074750334,-0.011419028,0.020075053,0.008605748,-0.011469305,1.0,1.0,0.0,10,10,0,10,10,0,1.0,1.0,0.0,1.0,1.0,0.0,0.059088923037052155,0.09844154119491577,0.03935261815786362,0.0027015677304007115,0.047760797291994096,0.04505922956159338,0.03910919241607189,0.0886742778122425,0.04956508539617061,0.05638735517859459,0.050680743902921675,-0.005706611275672915,0.01997973062098026,0.009767263382673263,-0.010212467238306999,-75.23364,0.0
5,12,3489,7.0,52.0,45.0,14.0,8.0,-6.0,0.039083015,0.039083015,-34.015625,-0.97314453,0.009628013,-0.009676807,0.0037664883,-0.008274801,-0.290268,-0.29523012,-0.0049621165,0.46055406,0.22840177,-0.2321523,0.47006923,0.23712264,-0.23294659,0.42532763,0.19344907,-0.23187856,7.0,52.0,45.0,0.03705288,0.076135896,0.039083015,0.00476299,0.0479473,0.04318431,0.04700147,0.09576129,0.04875982,0.032289892,0.028188597,-0.004101295,-0.009948589,-0.019625396,-0.009676807,-0.0073541775,-0.015628979,-0.008274801,0.0,0.0,0.0,5,5,0,2,0,-2,0.4,0.0,-0.4,1.8,17.4,15.599999999999998,0.037052880972623825,0.07613589614629745,0.03908301517367363,0.004775346908718348,0.04838391989469528,0.04360857298597693,0.03970230147242546,0.09265670478343964,0.05295440331101418,0.0322775349020958,0.027751976251602174,-0.004525558650493623,-0.002649420499801636,-0.01652080863714218,-0.013871388137340545,-34.015625,-0.4
5,13,3626,4.0,50.0,46.0,1.0,1.0,0.0,0.034784976,0.034784976,-30.597015,-0.6596947,-0.003274124,-0.01837562,-0.0040788054,-0.016562995,0.13162033,0.21661839,0.08499806,0.17592908,0.08592212,-0.09000696,0.1862966,0.11266261,-0.073633984,0.1890277,0.13228911,-0.056738585,4.0,50.0,46.0,0.04292197,0.07770695,0.034784976,0.005215752,0.049627867,0.044412114,0.04816227,0.10132287,0.053160597,0.03770622,0.028079081,-0.009627137,-0.005240299,-0.023615919,-0.01837562,-0.0006128065,-0.017175801,-0.016562995,0.0,0.0,0.0,13,13,0,4,0,-4,0.3076923076923077,0.0,-0.3076923076923077,2.0,16.923076923076923,14.923076923076923,0.042921971529722214,0.0777069479227066,0.03478497639298439,0.005373317748308182,0.04997122516998878,0.0445979074216806,0.0446557505772664,0.09371254879694718,0.04905679821968078,0.03754865378141403,0.027735722752717826,-0.009812931028696206,-0.001733779047544186,-0.01600560087424058,-0.014271821826696396,-30.597015,-0.3076923076923077
