subject,eval_index,nsd_image_id,prior0_image_rank,prior_low_image_rank,image_rank_delta_prior_low_minus_prior0,prior0_brain_rank,prior_low_brain_rank,brain_rank_delta_prior_low_minus_prior0,image_score_delta_prior_low_minus_prior0,brain_score_delta_prior_low_minus_prior0,flat_norm_delta_prior_low_minus_prior0,mean_token_norm_delta_prior_low_minus_prior0,brain_margin_hardest_delta_prior_low_minus_prior0,image_margin_hardest_delta_prior_low_minus_prior0,brain_margin_top5_delta_prior_low_minus_prior0,image_margin_top5_delta_prior_low_minus_prior0,blurry_pixcorr_prior0,blurry_pixcorr_prior_low,blurry_pixcorr_delta_prior_low_minus_prior0,recons_pixcorr_prior0,recons_pixcorr_prior_low,recons_pixcorr_delta_prior_low_minus_prior0,enhanced_pixcorr_prior0,enhanced_pixcorr_prior_low,enhanced_pixcorr_delta_prior_low_minus_prior0,enhanced_evalmix_pixcorr_prior0,enhanced_evalmix_pixcorr_prior_low,enhanced_evalmix_pixcorr_delta_prior_low_minus_prior0
7,0,2950,22.0,281.0,259.0,27.0,65.0,38.0,0.020240102,0.020240102,11.965485,1.3666801,0.0049782023,-0.023775063,0.0041730255,-0.021942142,-0.120829135,-0.010825433,0.1100037,0.14809865,0.18767613,0.039577484,0.14239351,0.17849359,0.036100075,0.12977234,0.17651848,0.04674615
7,1,2990,125.0,182.0,57.0,98.0,70.0,-28.0,0.034201864,0.034201864,5.161194,1.0571327,0.010125902,-0.016153846,0.008856457,-0.011171591,0.15018399,0.2794002,0.12921621,-0.0064025824,-0.028768463,-0.022365881,-0.0071899556,-0.029700343,-0.022510387,0.003895617,-0.00019622703,-0.004091844
7,2,3049,4.0,53.0,49.0,20.0,22.0,2.0,0.025252245,0.025252245,-48.226654,-1.6459064,0.008877628,-0.015011981,0.0041782334,-0.013739057,-0.27775908,-0.4305191,-0.15276003,-0.051374365,-0.065892205,-0.01451784,-0.01552418,-0.052581005,-0.037056826,-0.056396045,-0.10298035,-0.04658431
7,3,3077,1.0,38.0,37.0,1.0,1.0,0.0,0.016544767,0.016544767,-54.671173,-1.349081,-0.005992513,-0.027866628,-0.006309688,-0.023047123,-0.12434707,-0.28594455,-0.16159749,-0.0029031557,-0.087856814,-0.08495366,0.0010957093,-0.09639212,-0.09748783,-0.016522862,-0.1310903,-0.11456744
7,4,3146,1.0,26.0,25.0,6.0,2.0,-4.0,0.026304167,0.026304167,-18.973358,-0.15242958,0.0059833825,-0.024742909,0.0034901164,-0.016959105,0.5997562,0.57617193,-0.023584247,0.48718655,0.48703483,-0.00015172362,0.50407934,0.5219443,0.017864943,0.5330116,0.5472862,0.014274597
7,5,3157,4.0,137.0,133.0,1.0,2.0,1.0,0.0060639344,0.0060639344,-29.327942,-1.186943,-0.0039344765,-0.027372677,-0.0073478334,-0.02669968,0.63011765,0.5678541,-0.06226355,0.35137373,0.20430207,-0.14707166,0.39418226,0.24016035,-0.15402192,0.4620917,0.30804095,-0.15405077
7,6,3164,2.0,67.0,65.0,1.0,8.0,7.0,0.013343424,0.013343424,-14.672058,0.18053436,-0.00800702,-0.020564191,-0.010995805,-0.022540852,0.47729185,0.4013087,-0.07598317,0.17157482,0.20603482,0.03446001,0.17513922,0.21477856,0.03963934,0.22203146,0.2471706,0.025139138
7,7,3171,6.0,514.0,508.0,4.0,14.0,10.0,-0.0006326847,-0.0006326847,16.587128,1.4626999,-0.0024612993,-0.037058596,-0.004194729,-0.038163852,0.50424355,0.30291483,-0.20132872,0.17581935,-0.014736194,-0.19055554,0.21903571,-0.010358816,-0.22939453,0.27461362,0.016357478,-0.25825614
7,8,3181,2.0,7.0,5.0,4.0,1.0,-3.0,0.032553308,0.032553308,-32.144714,-0.9541149,0.0025844425,-0.009988274,0.00092131644,-0.009648636,0.11154934,0.06265148,-0.048897862,0.12573127,0.018889325,-0.10684195,0.12882292,0.02812031,-0.10070261,0.13375536,0.0355568,-0.098198555
7,9,3386,2.0,52.0,50.0,1.0,12.0,11.0,0.017084207,0.017084207,-23.807678,-0.03378296,-0.007841326,-0.018923495,-0.00823734,-0.01681985,-0.044129673,-0.10121709,-0.057087418,0.039672658,-0.012263037,-0.051935695,0.0753527,0.005866877,-0.06948582,0.055843093,-0.010791467,-0.06663456
7,10,3434,7.0,212.0,205.0,1.0,1.0,0.0,0.009123627,0.009123627,-26.815521,-0.68382835,-0.0018770732,-0.027272925,-0.0020883419,-0.025262222,0.5263201,0.5446755,0.01835543,0.06821035,0.06540223,-0.0028081164,0.067115776,0.07137743,0.00426165,0.15182003,0.14293323,-0.008886799
7,11,3449,1.0,2.0,1.0,2.0,1.0,-1.0,0.03065763,0.03065763,-28.384949,-0.30717278,0.009442028,-0.006300181,0.00020258129,-0.00590118,0.5962125,0.66360414,0.067391634,-0.29723993,-0.20479065,0.09244928,-0.28160933,-0.19404988,0.08755945,-0.11771642,-0.055749383,0.061967034
7,12,3489,1.0,26.0,25.0,1.0,1.0,0.0,0.014012288,0.014012288,-22.493103,-0.08831215,-0.0021156184,-0.03147656,-0.0030061752,-0.023470584,0.060297262,0.30404326,0.243746,0.5045704,0.52924365,0.024673223,0.53322935,0.54588825,0.012658894,0.5130895,0.55586004,0.042770565
7,13,3626,1.0,4.0,3.0,1.0,1.0,0.0,0.02561991,0.02561991,-46.117065,-1.5413246,-0.007824305,-0.024254147,-0.008461051,-0.017736305,0.21048082,0.2892346,0.078753784,0.054958206,0.25075516,0.19579695,0.059917923,0.25473806,0.19482014,0.085424036,0.26644897,0.18102494
7,14,3682,2.0,352.0,350.0,1.0,1.0,0.0,0.0018672831,0.0018672831,-35.652863,-1.0717068,-0.0015767552,-0.03797771,-0.0023531802,-0.036465976,0.8455807,0.87895626,0.03337556,0.8116755,0.7857256,-0.025949895,0.8294017,0.80787605,-0.021525621,0.85074466,0.8401779,-0.010566771
7,15,3687,11.0,123.0,112.0,2.0,2.0,0.0,0.021636203,0.021636203,-15.78775,0.5178757,0.0031253658,-0.02409657,-0.0009191856,-0.01852081,0.6500615,0.6941238,0.044062316,0.50267476,0.40677652,-0.09589824,0.51219094,0.4189584,-0.09323254,0.5505922,0.47315666,-0.07743552
7,16,3729,69.0,776.0,707.0,3.0,5.0,2.0,8.928776e-05,8.928776e-05,-36.83136,-0.67780304,0.004765868,-0.037767116,-0.0017849021,-0.036893018,-0.14897327,-0.19699924,-0.048025966,0.05109603,-0.048217677,-0.099313706,0.033753943,-0.07622409,-0.109978035,0.014812375,-0.09831105,-0.113123424
7,17,3809,5.0,549.0,544.0,3.0,10.0,7.0,0.00091361254,0.00091361254,-29.840698,-0.19698715,-0.005209025,-0.033055596,-0.0045625605,-0.03545197,0.34642634,0.38300654,0.036580205,0.23686191,0.39930928,0.16244736,0.18244758,0.3809812,0.19853362,0.24086326,0.39852375,0.15766048
7,18,3842,3.0,17.0,14.0,1.0,1.0,0.0,0.0286577,0.0286577,-60.087677,-1.994503,-8.3483756e-05,-0.011880044,0.00035873428,-0.011523679,0.054048162,0.12937842,0.07533026,-0.06768116,-0.10329758,-0.035616413,-0.066158846,-0.10184568,-0.035686836,-0.058013324,-0.08163478,-0.023621459
7,19,3847,22.0,209.0,187.0,16.0,9.0,-7.0,0.020776793,0.020776793,-43.82895,-1.2979298,0.003875155,-0.01907871,0.002054099,-0.019445226,0.5203447,0.6680644,0.14771974,0.41606337,0.395449,-0.020614356,0.37710667,0.39062783,0.013521165,0.4206301,0.46091166,0.040281564
7,20,3856,116.0,348.0,232.0,62.0,2.0,-60.0,0.025046723,0.025046723,-8.45224,0.23591042,0.010453807,-0.022232907,0.0093198735,-0.017544312,0.091887295,0.06506943,-0.026817866,-0.11778442,-0.039548308,0.07823611,-0.14176369,-0.041782383,0.09998131,-0.12724155,-0.03364923,0.09359232
7,21,3913,1.0,169.0,168.0,1.0,2.0,1.0,0.0030610785,0.0030610785,-30.34262,-0.93689156,-0.014448851,-0.030812401,-0.01166781,-0.03361781,-0.14711475,-0.15840916,-0.01129441,-0.15842861,-0.14202084,0.016407773,-0.16682261,-0.15316127,0.01366134,-0.17567718,-0.16158356,0.014093623
7,22,3951,1.0,68.0,67.0,2.0,1.0,-1.0,0.009448472,0.009448472,-62.122864,-2.536436,0.00062661245,-0.025592614,0.001245603,-0.031285428,0.6029778,0.59464526,-0.0083325505,0.5707677,0.4189679,-0.1517998,0.6007867,0.45216838,-0.14861831,0.6310357,0.50059325,-0.13044244
7,23,4051,4.0,53.0,49.0,18.0,7.0,-11.0,0.025887601,0.025887601,-7.5332947,0.61672974,0.0045999587,-0.017096553,0.00445785,-0.017446082,0.28384924,0.32988504,0.046035796,0.2622511,0.19692272,-0.06532839,0.27050525,0.2125685,-0.057936743,0.2951956,0.24806279,-0.04713282
7,24,4058,1.0,62.0,61.0,1.0,1.0,0.0,0.015515942,0.015515942,-15.030334,-0.017356873,0.0032989532,-0.029139973,0.0026140176,-0.030786663,0.33092427,0.19480674,-0.13611753,0.24408986,0.25527942,0.011189565,0.22583275,0.25203472,0.026201978,0.25812027,0.25814477,2.4497509e-05
7,25,4129,313.0,109.0,-204.0,20.0,92.0,72.0,0.037566118,0.037566118,11.403107,1.3989906,-0.0013300665,-0.0008754805,-0.0025271699,0.00083274767,0.31546807,0.3655341,0.050066024,0.06382126,0.13592303,0.072101764,0.046186827,0.11806643,0.0718796,0.08947373,0.1572229,0.067749165
7,26,4156,25.0,269.0,244.0,2.0,68.0,66.0,0.011448514,0.011448514,0.47854614,0.7299175,-0.005114734,-0.018616807,-0.006363131,-0.018523224,0.27605775,0.29156145,0.015503705,0.12409051,0.16099057,0.03690006,0.12806265,0.16646916,0.038406506,0.15327421,0.18654627,0.033272058
7,27,4249,1.0,28.0,27.0,1.0,1.0,0.0,0.011735085,0.011735085,-113.66876,-5.001049,-0.0035148636,-0.02827428,-0.0048005767,-0.024617314,0.25101095,0.2737652,0.022754252,0.48633236,0.4826718,-0.0036605597,0.5005219,0.49589097,-0.0046309233,0.5186017,0.5184258,-0.0001758933
7,28,4325,1.0,45.0,44.0,2.0,4.0,2.0,0.014148969,0.014148969,-35.33609,-1.4945202,-0.0031506568,-0.024449505,-0.0046327747,-0.024732824,0.081263244,0.11371974,0.032456495,0.21555603,0.11729826,-0.098257765,0.23553205,0.16508976,-0.07044229,0.23365715,0.17908348,-0.05457367
7,29,4423,4.0,226.0,222.0,1.0,1.0,0.0,0.010358963,0.010358963,-19.12915,-0.27683067,0.0010756329,-0.02725318,-0.0013648681,-0.02707227,0.19911875,0.18880655,-0.0103122,-0.032421354,-0.031176802,0.0012445524,-0.04171064,-0.026440816,0.015269825,-0.021360852,-0.0044961297,0.016864723
7,30,4436,1.0,9.0,8.0,1.0,2.0,1.0,0.023969825,0.023969825,-35.506073,-1.5432911,-0.005852718,-0.014864489,-0.0021904185,-0.015395328,0.2784047,0.20519167,-0.07321304,0.22502059,-0.21624209,-0.44126266,0.2473429,-0.21588676,-0.46322966,0.2612854,-0.19025493,-0.45154032
7,31,4612,1.0,58.0,57.0,1.0,1.0,0.0,0.020995531,0.020995531,-0.2652588,1.1085186,-0.003992103,-0.030760739,-0.00567938,-0.025288183,0.2908263,0.26979998,-0.021026313,0.19841507,0.4109914,0.21257633,0.19280082,0.40874586,0.21594504,0.21197584,0.41006538,0.19808954
7,32,4667,26.0,121.0,95.0,113.0,184.0,71.0,0.031431757,0.031431757,-64.41705,-2.3348274,0.007722985,-0.011660963,0.0052539334,-0.010985874,0.10984473,0.19458377,0.084739044,0.14339769,0.029212909,-0.11418478,0.15989096,0.038601868,-0.1212891,0.1592843,0.06448609,-0.09479821
7,33,4690,4.0,425.0,421.0,1.0,1.0,0.0,0.0028460622,0.0028460622,-32.817352,-0.79265404,-0.008992296,-0.03992343,-0.0059895366,-0.037270054,0.4134696,0.4290046,0.015534997,0.42626452,0.42061546,-0.00564906,0.4275133,0.43142754,0.003914237,0.45030385,0.46683276,0.016528904
7,34,4768,18.0,32.0,14.0,8.0,3.0,-5.0,0.031726424,0.031726424,-8.398102,0.3469715,0.0048418157,-0.010438994,0.0037738457,-0.009744488,0.18344136,0.22364712,0.04020576,0.19259964,0.13119031,-0.061409324,0.1590473,0.11489305,-0.044154257,0.17460372,0.13824823,-0.03635548
7,35,4786,1.0,5.0,4.0,1.0,1.0,0.0,0.029168114,0.029168114,-13.050934,0.005815506,0.008160826,-0.019375637,0.007286571,-0.021563627,0.7143542,0.72810316,0.013748944,0.39556262,0.4277651,0.032202482,0.41427493,0.43729267,0.023017734,0.47769338,0.5053763,0.0276829
7,36,4835,6.0,261.0,255.0,2.0,5.0,3.0,0.0130306855,0.0130306855,-6.177765,0.6595459,-0.0031643696,-0.032778505,-0.006671287,-0.03024786,0.63260126,0.65676177,0.024160504,0.5289553,0.56305486,0.03409958,0.5381254,0.5899241,0.0517987,0.5751154,0.623862,0.048746645
7,37,4869,2.0,413.0,411.0,1.0,2.0,1.0,-0.0051144846,-0.0051144846,-2.5087585,0.5092678,-0.0055186674,-0.039385177,-0.009110503,-0.041094813,0.5855829,0.62547207,0.039889157,0.3538189,0.35617572,0.0023568273,0.3541819,0.35232818,-0.0018537045,0.39268333,0.39301777,0.00033444166
7,38,4892,17.0,121.0,104.0,1.0,4.0,3.0,0.021406144,0.021406144,28.422424,2.4106483,-0.003526017,-0.020354155,-0.0038635805,-0.017052047,-0.13751455,-0.22811496,-0.090600416,0.15633593,0.08192295,-0.07441299,0.12905268,0.05816099,-0.07089169,0.10832952,0.02737659,-0.08095293
7,39,4930,1.0,3.0,2.0,1.0,1.0,0.0,0.0072951093,0.0072951093,-117.142456,-5.2672215,0.0050060786,-0.025068227,0.0026616454,-0.030293513,-0.0819517,0.00812293,0.09007463,-0.065543786,-0.29956776,-0.23402397,-0.066633396,-0.3015202,-0.2348868,-0.07055514,-0.2785947,-0.20803955
7,40,5034,1.0,153.0,152.0,1.0,1.0,0.0,0.0032046586,0.0032046586,-39.784943,-1.1396351,-0.008178946,-0.029927604,-0.009198055,-0.031587467,0.19401686,0.30931786,0.115301,0.25273934,0.120006196,-0.13273314,0.254085,0.11512447,-0.13896054,0.27552465,0.13981894,-0.13570571
7,41,5106,6.0,90.0,84.0,6.0,7.0,1.0,0.0243745,0.0243745,-3.2693481,0.76670074,0.004010305,-0.018968284,-5.5294484e-05,-0.015313558,-0.11374463,-0.2903696,-0.17662497,-0.20572798,0.28616616,0.49189413,-0.23752248,0.26712146,0.5046439,-0.24238013,0.2322683,0.47464842
7,42,5204,73.0,192.0,119.0,3.0,14.0,11.0,0.024392646,0.024392646,-10.537903,0.65089226,0.00074407086,-0.011173826,-0.002600804,-0.01043148,0.6432809,0.6792018,0.03592086,0.5942082,0.48811626,-0.10609192,0.6053606,0.49602675,-0.10933387,0.6388053,0.5417869,-0.09701842
7,43,5285,1.0,34.0,33.0,1.0,1.0,0.0,0.017295498,0.017295498,-31.72113,-0.6321335,-0.001400236,-0.02418309,-0.005876608,-0.018924836,0.45000035,0.37037063,-0.07962972,0.16802318,0.12786365,-0.04015954,0.14840215,0.124092616,-0.024309538,0.18941997,0.15208553,-0.037334442
7,44,5301,1.0,24.0,23.0,1.0,1.0,0.0,0.011067722,0.011067722,-53.012268,-2.0075397,-0.012003288,-0.03089574,-0.011922739,-0.033504795,0.15836866,0.21815234,0.059783682,0.24424866,-0.11166857,-0.35591722,0.2532996,-0.14467147,-0.39797106,0.25807244,-0.104743704,-0.36281615
7,45,5338,13.0,316.0,303.0,1.0,1.0,0.0,0.01317063,0.01317063,-66.63806,-2.7668362,-0.0018089041,-0.023952033,0.0017996822,-0.026010409,0.47129756,0.5754182,0.10412061,0.43896866,0.41857716,-0.020391494,0.42741403,0.39510962,-0.032304406,0.46495342,0.45854998,-0.006403446
7,46,5427,120.0,238.0,118.0,20.0,10.0,-10.0,0.027200079,0.027200079,-35.077423,-1.3195915,0.007679509,-0.0075967256,0.0066394266,-0.007308321,0.070769325,0.1511045,0.08033517,0.23435834,0.23945759,0.005099252,0.2353765,0.24482404,0.00944753,0.22720282,0.25441283,0.027210012
7,47,5459,1.0,55.0,54.0,6.0,11.0,5.0,0.021914445,0.021914445,-6.8206787,0.67848206,-0.00019318983,-0.023684967,-0.00092852116,-0.02027747,0.2718614,0.32197443,0.050113022,0.279414,0.24102104,-0.03839296,0.27710757,0.23700531,-0.04010226,0.28395176,0.25575525,-0.028196514
7,48,5502,384.0,410.0,26.0,111.0,85.0,-26.0,0.029496044,0.029496044,14.212463,1.693428,0.015315469,-0.011725128,0.012996431,-0.008327361,0.16513315,0.33097413,0.16584098,-0.027961653,0.44334355,0.4713052,-0.018737152,0.45524058,0.47397774,-0.008383611,0.4632239,0.4716075
7,49,5542,1.0,19.0,18.0,2.0,1.0,-1.0,0.018561572,0.018561572,-32.431335,-0.4796276,0.005548805,-0.026682928,-0.00053061545,-0.02674295,0.23444521,0.32404873,0.08960351,0.5186782,0.53423625,0.015558064,0.5212612,0.5371941,0.015932858,0.5299004,0.54574144,0.015841067
7,50,5574,2.0,7.0,5.0,3.0,4.0,1.0,0.024509743,0.024509743,-29.867218,-0.8667011,0.003877528,-0.0109390095,0.0006322935,-0.012753028,0.106015414,0.11138272,0.005367309,-0.0234874,-0.21052453,-0.18703713,-0.02245561,-0.22602199,-0.20356637,-0.011112429,-0.21094295,-0.19983053
7,51,5583,1.0,14.0,13.0,1.0,1.0,0.0,0.022619002,0.022619002,9.505005,1.3838234,-0.009212043,-0.0165666,-0.010303695,-0.015850343,0.108156994,0.2291386,0.120981604,0.08879967,0.17093922,0.08213955,0.08840126,0.1883619,0.09996064,0.09666185,0.2034525,0.10679065
7,52,5602,2.0,486.0,484.0,1.0,2.0,1.0,-0.004736144,-0.004736144,-35.878357,-1.3598175,-0.0064915046,-0.03173737,-0.005958844,-0.03836708,0.4277138,0.4539693,0.026255488,0.37912065,0.27781102,-0.10130963,0.38887617,0.27876475,-0.110111415,0.40986398,0.3244888,-0.08537519
7,53,5714,1.0,87.0,86.0,1.0,1.0,0.0,0.004439134,0.004439134,-44.09964,-1.750082,-0.0076837763,-0.02786791,-0.0076505877,-0.029535994,0.41446182,0.37208244,-0.04237938,0.3504747,0.5500566,0.19958189,0.34294742,0.54750645,0.20455903,0.37138355,0.5501586,0.17877507
7,54,5878,1.0,2.0,1.0,1.0,1.0,0.0,0.022119887,0.022119887,-25.782318,-0.44293213,-0.003206376,-0.010080885,-0.007226452,-0.010335647,0.14457096,0.12406552,-0.020505443,0.16766226,-0.0357672,-0.20342946,0.18094406,-0.048211247,-0.2291553,0.18634506,-0.026679967,-0.21302502
7,55,5890,496.0,952.0,456.0,48.0,137.0,89.0,0.00093360804,0.00093360804,-10.106506,0.47182846,-0.0028767493,-0.034243084,0.0011067856,-0.03208243,0.3750645,0.3684376,-0.006626904,0.32734108,0.15018165,-0.17715943,0.33688748,0.17640296,-0.16048452,0.36118624,0.22682358,-0.13436265
7,56,6132,6.0,4.0,-2.0,1.0,1.0,0.0,0.045030557,0.045030557,-12.304321,0.46237373,-0.0015965365,-4.8026443e-05,-0.0030945837,0.00039166212,0.25209558,0.30319998,0.051104397,0.10199296,0.23639122,0.13439825,0.12814297,0.2626892,0.13454624,0.15779509,0.28553566,0.12774058
7,57,6199,1.0,10.0,9.0,2.0,7.0,5.0,0.024386477,0.024386477,-32.53412,-0.40437698,2.5678426e-05,-0.013229281,-0.0026430823,-0.014161054,0.79010636,0.7092825,-0.08082384,0.5244934,0.593895,0.06940162,0.5494415,0.6139509,0.06450939,0.5977817,0.64220834,0.04442662
7,58,6222,2.0,24.0,22.0,2.0,2.0,0.0,0.021535784,0.021535784,-7.32489,0.20290756,-0.0008789748,-0.014274433,-0.0028167367,-0.013762899,-0.21178336,-0.021954339,0.18982902,-0.23565069,-0.17633812,0.059312567,-0.2745074,-0.17566061,0.09884679,-0.28449708,-0.1713242,0.11317289
7,59,6431,1.0,60.0,59.0,1.0,1.0,0.0,0.0036288425,0.0036288425,-91.187836,-3.6044598,-0.005254451,-0.04110389,-0.005899191,-0.042215563,0.10181728,0.028904527,-0.07291275,0.09969323,0.14540578,0.045712553,0.11090425,0.161634,0.05072975,0.11920004,0.16161375,0.042413704
7,60,6444,3.0,331.0,328.0,1.0,3.0,2.0,0.009258129,0.009258129,-15.640381,0.0055236816,-0.0068135224,-0.034866594,-0.0055498406,-0.03208863,0.605536,0.5751035,-0.030432463,0.49834645,0.60071623,0.102369785,0.49414098,0.60356474,0.10942376,0.52825654,0.61515653,0.086899996
7,61,6489,7.0,105.0,98.0,2.0,7.0,5.0,0.023258843,0.023258843,-28.913422,-0.22562599,-0.0017037541,-0.01794219,-0.0035566837,-0.016135883,0.5003413,0.4548803,-0.045461,0.4895327,0.26847062,-0.2210621,0.5013564,0.2812744,-0.22008201,0.5148999,0.32057297,-0.19432694
7,62,6514,28.0,568.0,540.0,1.0,1.0,0.0,0.0052094944,0.0052094944,-52.487366,-1.589983,-0.00018307567,-0.031398557,-0.0002481006,-0.03318536,0.026730701,0.1894389,0.1627082,0.17081028,0.21249266,0.041682377,0.14301038,0.18894935,0.04593897,0.14056085,0.20571029,0.06514944
7,63,6521,1.0,17.0,16.0,1.0,1.0,0.0,0.006186366,0.006186366,-29.83612,-0.9579258,-0.007048711,-0.020896431,-0.008961629,-0.023256503,0.48413855,0.28138912,-0.20274943,0.37983128,0.37822115,-0.0016101301,0.37175035,0.3609581,-0.010792255,0.41826698,0.3731304,-0.04513657
7,64,6524,25.0,198.0,173.0,21.0,11.0,-10.0,0.022166576,0.022166576,-6.545044,0.5095444,0.0076006763,-0.017135344,0.0041751303,-0.016826387,-0.027331578,-0.2926217,-0.2652901,0.1293363,0.04495191,-0.08438439,0.1478361,0.053055495,-0.09478061,0.1482965,0.031384934,-0.116911575
7,65,6558,2.0,36.0,34.0,2.0,1.0,-1.0,0.024164509,0.024164509,-51.739838,-2.0649376,0.005813621,-0.019672379,0.0023902468,-0.020719375,0.43106204,0.45867342,0.027611375,0.046555243,0.051770993,0.005215749,0.010963946,0.03803176,0.027067814,0.05423058,0.08373412,0.02950354
7,66,6640,23.0,341.0,318.0,1.0,1.0,0.0,0.011332862,0.011332862,-11.976929,0.20931435,-0.006618295,-0.028617553,-0.0064612664,-0.022862017,0.33102956,0.025302133,-0.30572742,-0.036293928,0.077033855,0.11332779,-0.024315376,0.093113676,0.11742905,0.06231123,0.09268173,0.0303705
7,67,6713,1.0,75.0,74.0,1.0,1.0,0.0,0.008587472,0.008587472,-22.697144,-0.69519806,0.0015817843,-0.035872918,-0.0036391169,-0.036382206,0.1537587,0.29689118,0.14313248,0.28385082,0.109116234,-0.17473459,0.29053208,0.1069772,-0.18355489,0.28834504,0.13691854,-0.1514265
7,68,6801,12.0,416.0,404.0,1.0,1.0,0.0,0.0074593015,0.0074593015,-3.2418518,0.8303585,-0.003962327,-0.03555367,-0.0037506334,-0.031603895,0.4104526,0.38568696,-0.02476564,0.110983826,0.16384839,0.05286456,0.11676557,0.1811242,0.06435862,0.1524785,0.22120363,0.068725124
7,69,7007,25.0,123.0,98.0,1.0,1.0,0.0,0.02269245,0.02269245,-11.463013,0.62784195,0.00051613897,-0.013375189,3.419444e-05,-0.011447936,-0.007097882,0.1108715,0.11796939,0.34777343,0.42086998,0.07309654,0.32547292,0.43319145,0.10771853,0.3076323,0.44314128,0.13550898
7,70,7039,1.0,1.0,0.0,1.0,1.0,0.0,0.031936407,0.031936407,-65.44003,-2.0321865,-0.0040669627,-0.00734172,-0.005559571,-0.008061066,0.5480825,0.5635081,0.015425622,0.4548963,0.43041426,-0.024482042,0.46759918,0.4496528,-0.017946392,0.49076548,0.48009366,-0.010671824
7,71,7120,2.0,28.0,26.0,1.0,1.0,0.0,0.017655078,0.017655078,-35.97403,-0.8425045,-0.00033522025,-0.016566277,-0.0027771778,-0.017832309,0.11090121,0.12425262,0.013351411,0.06673272,0.22221458,0.15548186,0.0753342,0.22041309,0.1450789,0.083695,0.22897916,0.14528415
7,72,7207,1.0,30.0,29.0,1.0,1.0,0.0,0.008996725,0.008996725,8.488861,0.9577732,-0.013663467,-0.028662331,-0.015285306,-0.027457379,0.3449374,0.28181705,-0.063120365,0.08750253,0.08726215,-0.00024037808,0.07285581,0.07431247,0.001456663,0.11493841,0.106560245,-0.008378163
7,73,7336,3.0,198.0,195.0,2.0,4.0,2.0,0.0049995184,0.0049995184,-9.080841,0.00063323975,-0.0007077269,-0.03226386,-0.006257646,-0.028089732,0.37353912,0.3458619,-0.027677208,-0.09044915,-0.07965081,0.010798335,-0.10313883,-0.081962936,0.021175891,-0.048742983,-0.023566011,0.025176972
7,74,7366,2.0,65.0,63.0,1.0,1.0,0.0,0.01922806,0.01922806,-32.113953,-1.0836048,0.002734363,-0.016611297,0.003366083,-0.016006257,0.48668993,0.45557347,-0.031116456,0.5044328,0.53551024,0.031077445,0.55859107,0.57389843,0.015307367,0.5567377,0.5643231,0.0075854063
7,75,7409,1.0,632.0,631.0,1.0,1.0,0.0,-0.01848593,-0.01848593,-6.956024,0.6487217,-0.0051301382,-0.06475786,-0.008196764,-0.0609253,0.22407438,0.14477119,-0.07930319,0.049503252,0.26146182,0.21195857,0.056718253,0.2830738,0.22635555,0.07127183,0.28726998,0.21599814
7,76,7418,1.0,45.0,44.0,1.0,1.0,0.0,0.007439602,0.007439602,-36.75009,-1.5322247,0.00063914433,-0.033106968,-0.004106179,-0.031445805,0.28894386,0.28558958,-0.0033542812,-0.11238099,-0.12609044,-0.013709448,-0.116755836,-0.1296338,-0.0128779635,-0.07998812,-0.09930084,-0.019312717
7,77,7480,3.0,196.0,193.0,2.0,1.0,-1.0,0.010967385,0.010967385,-16.750336,-0.05534935,0.0010583177,-0.033822943,-0.0009259023,-0.027950246,-0.15233584,-0.008333637,0.1440022,-0.26273692,-0.24321884,0.019518077,-0.26688418,-0.26713496,-0.00025078654,-0.27644953,-0.26712754,0.009321988
7,78,7654,4.0,3.0,-1.0,1.0,5.0,4.0,0.039238747,0.039238747,16.067078,1.6964264,-0.005536385,-0.0025542341,-0.007979628,0.00089004263,0.13272473,0.09142025,-0.041304484,0.1349982,0.060478665,-0.07451954,0.1221205,0.032510173,-0.08961032,0.12883916,0.043988656,-0.084850505
7,79,7659,1.0,4.0,3.0,1.0,1.0,0.0,0.029087286,0.029087286,-59.53479,-2.5860062,-0.0010292679,-0.01411923,-0.00029534847,-0.013485912,0.7221163,0.71243805,-0.009678245,0.5999175,0.5187238,-0.081193686,0.6141589,0.51551455,-0.098644376,0.6553443,0.5600397,-0.09530461
7,80,7840,5.0,202.0,197.0,1.0,1.0,0.0,0.013326608,0.013326608,-48.806488,-1.8056431,-2.9925257e-05,-0.031389277,-0.004330501,-0.028966974,0.5255356,0.47417617,-0.051359415,0.4282377,0.37537724,-0.05286047,0.4155325,0.3565932,-0.058939308,0.45753828,0.3910388,-0.06649947
7,81,7859,1.0,121.0,120.0,1.0,1.0,0.0,0.015343402,0.015343402,-12.771881,0.1443634,-0.0010470636,-0.029667951,-0.004457172,-0.025792088,0.112221465,0.14018808,0.027966619,0.11629274,0.07901182,-0.037280917,0.11999497,0.088654205,-0.031340763,0.12562644,0.09852663,-0.027099818
7,82,7944,1.0,15.0,14.0,2.0,1.0,-1.0,0.014867939,0.014867939,-31.571045,-0.778965,0.0029560626,-0.028067987,-0.0012973361,-0.027936429,-0.26813382,-0.26995897,-0.0018251538,-0.18438792,-0.2505263,-0.06613839,-0.2139318,-0.25468072,-0.040748924,-0.2410201,-0.2662929,-0.025272802
