subject,eval_index,nsd_image_id,prior0_image_rank,prior_low_image_rank,image_rank_delta_prior_low_minus_prior0,prior0_brain_rank,prior_low_brain_rank,brain_rank_delta_prior_low_minus_prior0,image_score_delta_prior_low_minus_prior0,brain_score_delta_prior_low_minus_prior0,flat_norm_delta_prior_low_minus_prior0,mean_token_norm_delta_prior_low_minus_prior0,brain_margin_hardest_delta_prior_low_minus_prior0,image_margin_hardest_delta_prior_low_minus_prior0,brain_margin_top5_delta_prior_low_minus_prior0,image_margin_top5_delta_prior_low_minus_prior0,blurry_pixcorr_prior0,blurry_pixcorr_prior_low,blurry_pixcorr_delta_prior_low_minus_prior0,recons_pixcorr_prior0,recons_pixcorr_prior_low,recons_pixcorr_delta_prior_low_minus_prior0,enhanced_pixcorr_prior0,enhanced_pixcorr_prior_low,enhanced_pixcorr_delta_prior_low_minus_prior0,enhanced_evalmix_pixcorr_prior0,enhanced_evalmix_pixcorr_prior_low,enhanced_evalmix_pixcorr_delta_prior_low_minus_prior0
5,62,6514,85.0,719.0,634.0,7.0,5.0,-2.0,0.01337132,0.01337132,-56.73703,-2.2953568,0.006090848,-0.033313535,0.0040802937,-0.034734227,0.08509051,0.07802123,-0.0070692822,-0.10075237,0.0023085375,0.10306091,-0.10514112,-0.013478828,0.09166229,-0.092699125,-0.0064405478,0.086258575
5,63,6521,3.0,38.0,35.0,1.0,1.0,0.0,0.01811701,0.01811701,-39.539795,-1.7156067,-0.003265895,-0.011307396,-0.004373014,-0.016354073,0.3783556,0.2918376,-0.08651799,0.09261739,-0.032704085,-0.12532148,0.08313681,-0.05327619,-0.13641301,0.12903303,-0.008062181,-0.13709521
5,64,6524,4.0,115.0,111.0,13.0,4.0,-9.0,0.028235842,0.028235842,-65.89542,-2.4756374,0.008208767,-0.02536792,0.0062153116,-0.024936788,0.30349085,0.44620997,0.14271912,0.48720375,0.41622803,-0.07097572,0.4909411,0.431487,-0.059454113,0.49542665,0.4512051,-0.04422155
5,65,6558,1.0,1.0,0.0,2.0,1.0,-1.0,0.04585204,0.04585204,-52.888336,-2.5147247,0.009824801,-0.005988151,0.0059623793,-0.011982478,0.6395651,0.64005035,0.0004852414,0.35764995,0.3083589,-0.049291044,0.3447054,0.298764,-0.045941412,0.41599396,0.36551878,-0.05047518
5,66,6640,2.0,78.0,76.0,1.0,1.0,0.0,0.021912798,0.021912798,-44.890167,-1.1043205,-0.0023803748,-0.01998302,-0.0060734935,-0.02507475,0.01049853,0.0964258,0.08592727,0.05044916,0.058343325,0.007894166,0.069750264,0.06627837,-0.003471896,0.0668792,0.07732499,0.0104457885
5,67,6713,1.0,41.0,40.0,1.0,1.0,0.0,0.03109549,0.03109549,-47.504974,-1.892149,-0.0024524443,-0.024387069,-0.0018528607,-0.025928177,0.68329805,0.6663815,-0.016916573,0.49542886,0.36837575,-0.12705311,0.49151093,0.3809487,-0.110562235,0.5386161,0.45268688,-0.085929245
5,68,6801,15.0,469.0,454.0,4.0,13.0,9.0,0.019276686,0.019276686,-64.591,-2.3898506,0.0060063787,-0.037418257,-0.0009361617,-0.039467257,0.47458926,0.40338728,-0.07120198,0.44497588,0.49394658,0.0489707,0.4572284,0.50969493,0.05246654,0.47669703,0.5162412,0.039544165
5,69,7007,3.0,123.0,120.0,1.0,1.0,0.0,0.027167004,0.027167004,-57.412567,-1.6005993,-0.011406915,-0.02191459,-0.011228392,-0.02138744,0.4710708,0.50070316,0.02963236,0.41172826,0.4074263,-0.0043019652,0.43290496,0.44583702,0.012932062,0.47615007,0.48879778,0.012647718
5,70,7039,1.0,2.0,1.0,1.0,1.0,0.0,0.039399598,0.039399598,-43.04358,-0.43603706,0.0010649487,-0.011484224,-0.004608605,-0.010523312,0.54208267,0.52959794,-0.012484729,-0.05534391,0.048577648,0.10392156,-0.08207369,0.043821115,0.1258948,-0.018032337,0.10231099,0.12034333
5,71,7120,1.0,2.0,1.0,1.0,1.0,0.0,0.04815012,0.04815012,-48.97513,-1.4724693,-0.0011582188,-0.00350561,-0.0016359203,-0.004268497,0.28049874,0.30273825,0.022239506,0.16734007,0.26148152,0.09414145,0.15711264,0.2692361,0.112123445,0.19615366,0.28576288,0.08960922
5,72,7207,5.0,61.0,56.0,2.0,2.0,0.0,0.031899452,0.031899452,-30.735168,-0.4915161,5.6169927e-05,-0.01168875,-0.0027748682,-0.011428062,0.045167975,-0.015131833,-0.060299806,-0.12701237,-0.074689455,0.052322917,-0.12488862,-0.07070184,0.054186784,-0.10453941,-0.06532858,0.039210826
5,73,7336,5.0,55.0,50.0,2.0,1.0,-1.0,0.0224277,0.0224277,-22.790192,-0.59716415,0.0047356375,-0.015457116,0.0021615922,-0.01381062,0.24310863,0.29369414,0.05058551,0.045921035,-0.032704603,-0.078625634,0.05224703,-0.03910186,-0.09134889,0.083893225,0.0060207825,-0.07787244
5,74,7366,1.0,130.0,129.0,1.0,1.0,0.0,0.018890712,0.018890712,-60.922913,-2.4799862,0.0035980009,-0.028802112,0.00094647706,-0.027113035,0.67287284,0.73960906,0.06673622,-0.011513905,-0.05818609,-0.046672188,-0.027867528,-0.07438781,-0.046520285,0.053572927,0.04930905,-0.004263878
5,75,7409,5.0,376.0,371.0,2.0,4.0,2.0,0.007999394,0.007999394,-36.731903,-1.1565819,-0.0021359585,-0.032605935,-0.004739281,-0.031409364,0.50077116,0.45834035,-0.042430818,0.11674568,0.11994787,0.0032021925,0.13925971,0.16395505,0.024695337,0.21429755,0.24686842,0.03257087
5,76,7418,1.0,84.0,83.0,1.0,1.0,0.0,0.017490156,0.017490156,-57.46869,-2.20615,0.00048011914,-0.0351129,-0.0010751821,-0.033746075,0.027336795,-0.2354865,-0.2628233,-0.15897152,-0.24590108,-0.08692956,-0.14909923,-0.23723067,-0.08813144,-0.13938755,-0.24298336,-0.10359581
5,77,7480,1.0,61.0,60.0,1.0,1.0,0.0,0.032522067,0.032522067,-46.35074,-1.2815609,-0.0036872998,-0.020381734,-0.0049323887,-0.019589275,0.23223455,0.34372744,0.11149289,0.016111532,0.3775736,0.3614621,-0.0037716732,0.3705067,0.37427837,0.031223472,0.38968015,0.35845667
5,78,7654,1.0,1.0,0.0,2.0,2.0,0.0,0.049672794,0.049672794,-24.752228,-0.36694908,0.0013702735,-0.003458809,-0.0039000511,-0.0053681806,0.31948116,0.32493547,0.005454302,0.09538783,0.11413872,0.018750891,0.0831592,0.12172771,0.03856851,0.11421302,0.1627658,0.04855278
5,79,7659,1.0,7.0,6.0,2.0,2.0,0.0,0.03723511,0.03723511,-55.707306,-2.1637,0.0051309466,-0.015673406,-0.0014019199,-0.01508709,0.68237686,0.7083612,0.025984347,0.39540067,0.30979124,-0.085609436,0.37771854,0.28662014,-0.0910984,0.44672588,0.37062046,-0.076105416
5,80,7840,3.0,202.0,199.0,3.0,5.0,2.0,0.015770439,0.015770439,-80.63846,-3.4905148,0.0019205026,-0.026038773,-0.00049215555,-0.029349104,0.497893,0.51629,0.018397003,0.31404498,0.35637358,0.042328596,0.31562254,0.35456714,0.038944602,0.3789011,0.39895168,0.020050585
