eval_index,nsd_image_id,predclip_image_rank_neighbor0,predclip_image_rank_neighbor_low,predclip_image_rank_delta_low_minus_zero,predclip_brain_rank_neighbor0,predclip_brain_rank_neighbor_low,predclip_brain_rank_delta_low_minus_zero,predclip_image_score_delta_low_minus_zero,predclip_brain_score_delta_low_minus_zero,blurry_pixcorr_neighbor0,blurry_pixcorr_neighbor_low,blurry_pixcorr_delta_low_minus_zero,recons_pixcorr_neighbor0,recons_pixcorr_neighbor_low,recons_pixcorr_delta_low_minus_zero,enhanced_pixcorr_neighbor0,enhanced_pixcorr_neighbor_low,enhanced_pixcorr_delta_low_minus_zero,enhanced_evalmix_pixcorr_neighbor0,enhanced_evalmix_pixcorr_neighbor_low,enhanced_evalmix_pixcorr_delta_low_minus_zero
10,3434,7.0,8.0,1.0,1.0,1.0,0.0,-0.0012368411,-0.0012368411,0.5263201,0.62490886,0.098588765,0.06821035,0.088278644,0.020068295,0.067115776,0.08422686,0.017111085,0.15182003,0.1653714,0.013551369
11,3449,1.0,1.0,0.0,2.0,2.0,0.0,0.0027181879,0.0027181879,0.5962125,0.6317241,0.035511613,-0.29723993,0.23395388,0.5311938,-0.28160933,0.2765262,0.5581355,-0.11771642,0.43873084,0.55644727
12,3489,1.0,1.0,0.0,1.0,1.0,0.0,-0.00016697124,-0.00016697124,0.060297262,0.24207981,0.18178254,0.5045704,0.39704645,-0.10752398,0.53322935,0.435489,-0.09774035,0.5130895,0.45837742,-0.054712057
13,3626,1.0,1.0,0.0,1.0,1.0,0.0,0.0015285611,0.0015285611,0.21048082,0.25658995,0.046109125,0.054958206,0.2088686,0.15391038,0.059917923,0.21039565,0.15047772,0.085424036,0.22267413,0.1372501
14,3682,2.0,1.0,-1.0,1.0,1.0,0.0,0.00085597485,0.00085597485,0.8455807,0.862254,0.016673326,0.8116755,0.771197,-0.040478468,0.8294017,0.8027349,-0.02666676,0.85074466,0.8346331,-0.016111553
15,3687,11.0,13.0,2.0,2.0,3.0,1.0,-0.0027942546,-0.0027942546,0.6500615,0.6823349,0.03227341,0.50267476,0.2779597,-0.22471505,0.51219094,0.28455845,-0.2276325,0.5505922,0.36967808,-0.1809141
16,3729,69.0,72.0,3.0,3.0,2.0,-1.0,0.001225479,0.001225479,-0.14897327,-0.1616119,-0.0126386285,0.05109603,-0.24472395,-0.29581997,0.033753943,-0.2516951,-0.28544903,0.014812375,-0.26639482,-0.2812072
17,3809,5.0,34.0,29.0,3.0,10.0,7.0,-0.0061505362,-0.0061505362,0.34642634,0.30235198,-0.044074357,0.23686191,0.6028707,0.3660088,0.18244758,0.5989367,0.4164891,0.24086326,0.5626487,0.32178545
18,3842,3.0,4.0,1.0,1.0,1.0,0.0,0.0025068633,0.0025068633,0.054048162,0.10429095,0.050242785,-0.06768116,-0.04945696,0.018224202,-0.066158846,-0.056214195,0.009944651,-0.058013324,-0.041075677,0.016937647
19,3847,22.0,44.0,22.0,16.0,14.0,-2.0,-0.0017325096,-0.0017325096,0.5203447,0.5387555,0.018410802,0.41606337,0.3051845,-0.110878855,0.37710667,0.28013644,-0.09697023,0.4206301,0.3379815,-0.082648605
20,3856,116.0,162.0,46.0,62.0,45.0,-17.0,-0.00081801414,-0.00081801414,0.091887295,0.06444287,-0.027444422,-0.11778442,0.04100105,0.15878546,-0.14176369,0.04042637,0.18219006,-0.12724155,0.04825362,0.17549518
21,3913,1.0,1.0,0.0,1.0,1.0,0.0,-0.0025280826,-0.0025280826,-0.14711475,-0.33835503,-0.19124028,-0.15842861,-0.2143213,-0.05589269,-0.16682261,-0.23293309,-0.06611048,-0.17567718,-0.253932,-0.07825482
22,3951,1.0,1.0,0.0,2.0,2.0,0.0,-0.0035295673,-0.0035295673,0.6029778,0.63509774,0.03211993,0.5707677,0.51780546,-0.052962244,0.6007867,0.53591144,-0.064875245,0.6310357,0.57181257,-0.059223115
23,4051,4.0,17.0,13.0,18.0,29.0,11.0,-0.004729055,-0.004729055,0.28384924,0.36896446,0.085115224,0.2622511,0.047643878,-0.21460724,0.27050525,0.056516297,-0.21398896,0.2951956,0.115033254,-0.18016236
24,4058,1.0,1.0,0.0,1.0,1.0,0.0,0.0032463819,0.0032463819,0.33092427,0.3366042,0.005679935,0.24408986,0.20481147,-0.039278388,0.22583275,0.18082197,-0.045010775,0.25812027,0.2139423,-0.044177964
25,4129,313.0,220.0,-93.0,20.0,9.0,-11.0,0.0046090167,0.0046090167,0.31546807,0.38424256,0.06877449,0.06382126,0.25663853,0.19281727,0.046186827,0.24995773,0.2037709,0.08947373,0.27181002,0.1823363
26,4156,25.0,25.0,0.0,2.0,5.0,3.0,-0.00022032112,-0.00022032112,0.27605775,0.30036896,0.024311215,0.12409051,0.13180077,0.007710263,0.12806265,0.15667301,0.028610364,0.15327421,0.1811119,0.027837694
27,4249,1.0,1.0,0.0,1.0,1.0,0.0,0.00059865415,0.00059865415,0.25101095,0.2795103,0.028499335,0.48633236,0.49193713,0.0056047738,0.5005219,0.51652515,0.016003251,0.5186017,0.5384958,0.019894063
28,4325,1.0,1.0,0.0,2.0,2.0,0.0,0.0006697215,0.0006697215,0.081263244,0.09123702,0.009973779,0.21555603,0.17187622,-0.043679804,0.23553205,0.215915,-0.01961705,0.23365715,0.21293262,-0.020724535
29,4423,4.0,3.0,-1.0,1.0,1.0,0.0,0.0027538203,0.0027538203,0.19911875,0.23504898,0.03593023,-0.032421354,-0.06475305,-0.032331694,-0.04171064,-0.06074707,-0.019036427,-0.021360852,-0.0366585,-0.015297648
30,4436,1.0,1.0,0.0,1.0,1.0,0.0,0.0026215836,0.0026215836,0.2784047,0.0004529187,-0.2779518,0.22502059,-0.029004492,-0.25402507,0.2473429,-0.029186482,-0.27652937,0.2612854,-0.028293848,-0.28957924
31,4612,1.0,2.0,1.0,1.0,1.0,0.0,-0.0020670667,-0.0020670667,0.2908263,0.30880812,0.017981827,0.19841507,0.3853063,0.18689123,0.19280082,0.39335987,0.20055905,0.21197584,0.3984827,0.18650687
32,4667,26.0,22.0,-4.0,113.0,163.0,50.0,0.00021644868,0.00021644868,0.10984473,0.1952222,0.08537747,0.14339769,0.059581142,-0.08381654,0.15989096,0.0738809,-0.08601006,0.1592843,0.09395347,-0.065330826
33,4690,4.0,2.0,-2.0,1.0,1.0,0.0,0.0021898896,0.0021898896,0.4134696,0.5298287,0.116359115,0.42626452,0.37658212,-0.04968241,0.4275133,0.37907195,-0.04844135,0.45030385,0.43198442,-0.018319428
34,4768,18.0,27.0,9.0,8.0,4.0,-4.0,-0.0011426583,-0.0011426583,0.18344136,0.20685261,0.023411259,0.19259964,0.024289252,-0.16831039,0.1590473,0.0052372073,-0.1538101,0.17460372,0.034500077,-0.14010364
35,4786,1.0,1.0,0.0,1.0,1.0,0.0,-0.0006181896,-0.0006181896,0.7143542,0.68142503,-0.032929182,0.39556262,0.50305635,0.10749373,0.41427493,0.5216814,0.1074065,0.47769338,0.57047683,0.09278345
36,4835,6.0,8.0,2.0,2.0,1.0,-1.0,0.0015082955,0.0015082955,0.63260126,0.66088575,0.02828449,0.5289553,0.59619635,0.06724107,0.5381254,0.6116772,0.07355183,0.5751154,0.6428233,0.067707896
37,4869,2.0,4.0,2.0,1.0,1.0,0.0,-0.0036643595,-0.0036643595,0.5855829,0.6441502,0.058567286,0.3538189,0.29445413,-0.059364766,0.3541819,0.2939977,-0.06018418,0.39268333,0.3537893,-0.038894027
38,4892,17.0,7.0,-10.0,1.0,1.0,0.0,0.0060087256,0.0060087256,-0.13751455,-0.29695335,-0.1594388,0.15633593,0.012162038,-0.14417389,0.12905268,-0.013187684,-0.14224038,0.10832952,-0.050964657,-0.15929417
39,4930,1.0,1.0,0.0,1.0,1.0,0.0,-0.00983287,-0.00983287,-0.0819517,-0.2611402,-0.17918849,-0.065543786,-0.167423,-0.10187921,-0.066633396,-0.18606718,-0.11943378,-0.07055514,-0.20040987,-0.12985474
40,5034,1.0,1.0,0.0,1.0,1.0,0.0,0.00385632,0.00385632,0.19401686,0.33538213,0.14136527,0.25273934,0.27529126,0.022551924,0.254085,0.30837315,0.05428815,0.27552465,0.3374399,0.06191525
41,5106,6.0,11.0,5.0,6.0,8.0,2.0,0.0012364574,0.0012364574,-0.11374463,-0.09777405,0.01597058,-0.20572798,-0.061194334,0.14453365,-0.23752248,-0.09887729,0.1386452,-0.24238013,-0.107560866,0.13481927
42,5204,73.0,228.0,155.0,3.0,6.0,3.0,-0.005746346,-0.005746346,0.6432809,0.6331268,-0.010154128,0.5942082,0.562291,-0.031917155,0.6053606,0.5619597,-0.043400943,0.6388053,0.5967004,-0.04210496
43,5285,1.0,1.0,0.0,1.0,1.0,0.0,0.0021732152,0.0021732152,0.45000035,0.34914094,-0.1008594,0.16802318,0.12746686,-0.040556327,0.14840215,0.118846744,-0.02955541,0.18941997,0.15465726,-0.03476271
44,5301,1.0,1.0,0.0,1.0,1.0,0.0,-0.005437877,-0.005437877,0.15836866,0.2568291,0.09846045,0.24424866,0.054388743,-0.18985991,0.2532996,0.0424467,-0.21085289,0.25807244,0.08302773,-0.17504472
45,5338,13.0,39.0,26.0,1.0,1.0,0.0,-0.0050212536,-0.0050212536,0.47129756,0.42742878,-0.04386878,0.43896866,0.22542502,-0.21354364,0.42741403,0.26130813,-0.1661059,0.46495342,0.30858612,-0.1563673
46,5427,120.0,93.0,-27.0,20.0,14.0,-6.0,0.0017767139,0.0017767139,0.070769325,0.14706767,0.07629834,0.23435834,-0.0003057909,-0.23466413,0.2353765,-0.002569744,-0.23794626,0.22720282,0.018576402,-0.20862642
47,5459,1.0,1.0,0.0,6.0,11.0,5.0,-0.00027940795,-0.00027940795,0.2718614,0.2951516,0.023290187,0.279414,0.2665403,-0.012873709,0.27710757,0.2549593,-0.022148281,0.28395176,0.26651883,-0.017432928
48,5502,384.0,328.0,-56.0,111.0,74.0,-37.0,0.0047814324,0.0047814324,0.16513315,0.17161076,0.0064776093,-0.027961653,-0.10631641,-0.07835476,-0.018737152,-0.1109663,-0.09222915,-0.008383611,-0.09249026,-0.084106654
49,5542,1.0,1.0,0.0,2.0,2.0,0.0,-0.001533065,-0.001533065,0.23444521,0.32155916,0.08711395,0.5186782,0.47986647,-0.038811713,0.5212612,0.47822168,-0.04303953,0.5299004,0.5002493,-0.029651046
50,5574,2.0,2.0,0.0,3.0,2.0,-1.0,0.0070916303,0.0070916303,0.106015414,0.13287728,0.026861861,-0.0234874,0.20608573,0.22957313,-0.02245561,0.20827298,0.2307286,-0.011112429,0.22214314,0.23325557
51,5583,1.0,1.0,0.0,1.0,1.0,0.0,0.00034164637,0.00034164637,0.108156994,-0.020965168,-0.12912217,0.08879967,-0.041490678,-0.13029034,0.08840126,-0.062262837,-0.15066409,0.09666185,-0.06357658,-0.16023843
52,5602,2.0,2.0,0.0,1.0,1.0,0.0,-0.0027150065,-0.0027150065,0.4277138,0.42160693,-0.0061068833,0.37912065,0.27494135,-0.10417929,0.38887617,0.28359723,-0.10527894,0.40986398,0.3323366,-0.077527374
53,5714,1.0,1.0,0.0,1.0,1.0,0.0,-0.0021971315,-0.0021971315,0.41446182,0.22166197,-0.19279985,0.3504747,0.44500223,0.09452754,0.34294742,0.44993636,0.10698894,0.37138355,0.46441746,0.09303391
54,5878,1.0,1.0,0.0,1.0,1.0,0.0,-0.005764328,-0.005764328,0.14457096,0.03861146,-0.105959505,0.16766226,-0.4398844,-0.6075467,0.18094406,-0.46302748,-0.64397156,0.18634506,-0.44091105,-0.6272561
55,5890,496.0,611.0,115.0,48.0,47.0,-1.0,-0.00095240586,-0.00095240586,0.3750645,0.38083187,0.005767375,0.32734108,0.1416785,-0.18566258,0.33688748,0.14589147,-0.190996,0.36118624,0.18962777,-0.17155847
56,6132,6.0,1.0,-5.0,1.0,1.0,0.0,0.0052085593,0.0052085593,0.25209558,0.3405726,0.088477015,0.10199296,0.25727323,0.15528026,0.12814297,0.27713427,0.1489913,0.15779509,0.2963429,0.13854782
57,6199,1.0,1.0,0.0,2.0,7.0,5.0,-0.0054421388,-0.0054421388,0.79010636,0.78334713,-0.0067592263,0.5244934,0.57084745,0.046354055,0.5494415,0.587277,0.03783548,0.5977817,0.6292978,0.031516075
58,6222,2.0,2.0,0.0,2.0,2.0,0.0,0.0024517141,0.0024517141,-0.21178336,-0.14819993,0.06358343,-0.23565069,-0.12368241,0.11196828,-0.2745074,-0.111568816,0.1629386,-0.28449708,-0.12178973,0.16270736
59,6431,1.0,1.0,0.0,1.0,1.0,0.0,0.0034671128,0.0034671128,0.10181728,0.0072500254,-0.094567254,0.09969323,0.123624206,0.023930974,0.11090425,0.12751418,0.016609937,0.11920004,0.12468178,0.005481735
60,6444,3.0,5.0,2.0,1.0,1.0,0.0,0.00084205717,0.00084205717,0.605536,0.6102079,0.0046719313,0.49834645,0.6345412,0.13619477,0.49414098,0.6398408,0.1456998,0.52825654,0.65182644,0.123569906
61,6489,7.0,4.0,-3.0,2.0,3.0,1.0,0.0023130774,0.0023130774,0.5003413,0.5080625,0.0077211857,0.4895327,0.2740389,-0.2154938,0.5013564,0.2795756,-0.22178084,0.5148999,0.32357326,-0.19132665
62,6514,28.0,17.0,-11.0,1.0,1.0,0.0,0.0033144318,0.0033144318,0.026730701,0.08481073,0.058080025,0.17081028,0.23653096,0.06572068,0.14301038,0.20169678,0.058686405,0.14056085,0.21366648,0.07310563
63,6521,1.0,1.0,0.0,1.0,1.0,0.0,0.0012588948,0.0012588948,0.48413855,0.53738606,0.05324751,0.37983128,0.37290046,-0.006930828,0.37175035,0.35469672,-0.017053634,0.41826698,0.41052586,-0.0077411234
64,6524,25.0,39.0,14.0,21.0,26.0,5.0,0.001626417,0.001626417,-0.027331578,-0.23919334,-0.21186176,0.1293363,-0.15046002,-0.2797963,0.1478361,-0.13223788,-0.280074,0.1482965,-0.14792682,-0.29622334
65,6558,2.0,1.0,-1.0,2.0,3.0,1.0,-0.0010817684,-0.0010817684,0.43106204,0.390881,-0.04018104,0.046555243,0.024123365,-0.022431878,0.010963946,0.0117920395,0.00082809385,0.05423058,0.05327615,-0.0009544268
66,6640,23.0,24.0,1.0,1.0,1.0,0.0,0.002023168,0.002023168,0.33102956,0.051064655,-0.27996492,-0.036293928,0.09315148,0.1294454,-0.024315376,0.11715416,0.14146954,0.06231123,0.11843063,0.0561194
67,6713,1.0,1.0,0.0,1.0,1.0,0.0,-0.003767155,-0.003767155,0.1537587,-0.0055744587,-0.15933317,0.28385082,0.27862465,-0.005226165,0.29053208,0.28905654,-0.0014755428,0.28834504,0.27075627,-0.017588764
68,6801,12.0,10.0,-2.0,1.0,1.0,0.0,0.0015523583,0.0015523583,0.4104526,0.43594,0.025487393,0.110983826,0.33671027,0.22572646,0.11676557,0.3326469,0.21588133,0.1524785,0.35758933,0.20511083
69,7007,25.0,24.0,-1.0,1.0,1.0,0.0,0.0005787574,0.0005787574,-0.007097882,-0.0075706826,-0.00047280034,0.34777343,0.23293284,-0.1148406,0.32547292,0.21595389,-0.109519035,0.3076323,0.18165286,-0.12597944
70,7039,1.0,1.0,0.0,1.0,1.0,0.0,-0.003789723,-0.003789723,0.5480825,0.54445964,-0.00362283,0.4548963,0.47612423,0.021227926,0.46759918,0.48361692,0.016017735,0.49076548,0.5017364,0.01097092
71,7120,2.0,1.0,-1.0,1.0,1.0,0.0,-0.0009367913,-0.0009367913,0.11090121,-0.08672448,-0.1976257,0.06673272,0.067038774,0.00030605495,0.0753342,0.07045348,-0.004880719,0.083695,0.056437373,-0.027257629
72,7207,1.0,1.0,0.0,1.0,1.0,0.0,7.382035e-05,7.382035e-05,0.3449374,0.3402299,-0.0047075152,0.08750253,0.11534099,0.027838461,0.07285581,0.091061674,0.018205866,0.11493841,0.12995926,0.015020847
73,7336,3.0,1.0,-2.0,2.0,2.0,0.0,0.0031611733,0.0031611733,0.37353912,0.39955038,0.026011258,-0.09044915,-0.078148864,0.012300283,-0.10313883,-0.075310275,0.027828552,-0.048742983,-0.014168164,0.03457482
74,7366,2.0,1.0,-1.0,1.0,1.0,0.0,0.006011199,0.006011199,0.48668993,0.494405,0.007715076,0.5044328,0.34038267,-0.16405013,0.55859107,0.37597626,-0.1826148,0.5567377,0.41726685,-0.13947088
75,7409,1.0,1.0,0.0,1.0,1.0,0.0,-0.0058232285,-0.0058232285,0.22407438,0.089879215,-0.13419516,0.049503252,0.2253232,0.17581995,0.056718253,0.23984393,0.18312567,0.07127183,0.23945852,0.1681867
76,7418,1.0,1.0,0.0,1.0,1.0,0.0,-0.0065299794,-0.0065299794,0.28894386,0.37181225,0.0828684,-0.11238099,0.020262737,0.13264373,-0.116755836,0.01991155,0.13666739,-0.07998812,0.049239628,0.12922776
77,7480,3.0,5.0,2.0,2.0,2.0,0.0,-0.0019356385,-0.0019356385,-0.15233584,-0.039764293,0.112571545,-0.26273692,-0.24181397,0.020922944,-0.26688418,-0.25713387,0.009750307,-0.27644953,-0.25126654,0.025182992
78,7654,4.0,19.0,15.0,1.0,1.0,0.0,-0.0052460358,-0.0052460358,0.13272473,0.1784758,0.045751065,0.1349982,0.4914836,0.3564854,0.1221205,0.4823649,0.3602444,0.12883916,0.47343948,0.34460032
79,7659,1.0,1.0,0.0,1.0,1.0,0.0,0.0012774318,0.0012774318,0.7221163,0.7127336,-0.009382665,0.5999175,0.6560041,0.0560866,0.6141589,0.6500005,0.035841584,0.6553443,0.67682284,0.021478534
80,7840,5.0,4.0,-1.0,1.0,1.0,0.0,-0.0019858554,-0.0019858554,0.5255356,0.56901395,0.04347837,0.4282377,0.38999593,-0.038241774,0.4155325,0.3884182,-0.027114302,0.45753828,0.43315113,-0.024387151
81,7859,1.0,14.0,13.0,1.0,1.0,0.0,-0.009232938,-0.009232938,0.112221465,0.14539014,0.033168674,0.11629274,0.09306372,-0.023229018,0.11999497,0.09415819,-0.02583678,0.12562644,0.102230534,-0.02339591
82,7944,1.0,1.0,0.0,2.0,1.0,-1.0,0.0021236911,0.0021236911,-0.26813382,-0.29621598,-0.028082162,-0.18438792,-0.286605,-0.10221708,-0.2139318,-0.3039064,-0.08997461,-0.2410201,-0.3184063,-0.077386215
83,7948,1.0,1.0,0.0,1.0,1.0,0.0,0.0013061948,0.0013061948,0.28957894,0.2990557,0.009476751,0.23773761,0.21328554,-0.024452075,0.24850142,0.21770947,-0.030791953,0.26178098,0.24030373,-0.021477252
84,7954,39.0,40.0,1.0,35.0,18.0,-17.0,0.0014700219,0.0014700219,0.5002893,0.42495194,-0.07533738,-0.20420146,0.5509955,0.755197,-0.21283154,0.58045477,0.7932863,-0.13006923,0.5899132,0.7199824
85,8006,1.0,1.0,0.0,1.0,2.0,1.0,0.0010799915,0.0010799915,-0.15334773,-0.21816503,-0.064817294,-0.13747382,-0.16212289,-0.024649069,-0.15095599,-0.15234004,-0.0013840497,-0.15975435,-0.17205334,-0.012298986
86,8109,3.0,1.0,-2.0,1.0,1.0,0.0,0.00836115,0.00836115,0.54141843,0.5473817,0.005963266,0.1516759,0.21099707,0.05932118,0.12677968,0.17053893,0.043759257,0.19051173,0.23473638,0.04422465
87,8204,1.0,2.0,1.0,1.0,4.0,3.0,0.00019971281,0.00019971281,0.50537324,0.16900235,-0.3363709,-0.28700584,-0.43153858,-0.14453274,-0.27706227,-0.42245877,-0.1453965,-0.20696703,-0.4066744,-0.19970739
88,8225,1.0,1.0,0.0,1.0,1.0,0.0,0.0025935099,0.0025935099,0.29623914,0.313311,0.017071873,-0.03336833,0.17099595,0.20436428,-0.07510639,0.15344387,0.22855026,-0.009043242,0.19835293,0.20739618
89,8262,455.0,347.0,-108.0,147.0,101.0,-46.0,0.0057132635,0.0057132635,-0.038091917,-0.12619926,-0.08810735,-0.15636271,-0.3587817,-0.20241898,-0.17129964,-0.40572447,-0.23442483,-0.1674326,-0.41106832,-0.24363571
90,8274,3.0,6.0,3.0,1.0,1.0,0.0,-0.0050479844,-0.0050479844,0.77231926,0.7459315,-0.026387751,0.41974956,0.57833844,0.15858889,0.4383475,0.6231976,0.18485013,0.5510781,0.6827935,0.13171542
91,8318,19.0,29.0,10.0,1.0,2.0,1.0,0.0013500452,0.0013500452,0.40841475,0.46202984,0.053615093,0.4051582,0.33702436,-0.06813383,0.38880697,0.33218595,-0.056621015,0.40186983,0.36520103,-0.036668807
92,8387,6.0,7.0,1.0,14.0,3.0,-11.0,0.003554441,0.003554441,0.16716851,0.1274526,-0.039715916,0.036204506,0.063547924,0.027343418,0.050894435,0.07485388,0.023959447,0.060617715,0.081363164,0.020745449
93,8394,1.0,1.0,0.0,1.0,1.0,0.0,-0.0035702512,-0.0035702512,0.3561488,0.32213175,-0.034017056,0.2314249,0.051492203,-0.1799327,0.24873023,0.062520124,-0.1862101,0.2798936,0.10099101,-0.1789026
94,8415,2.0,5.0,3.0,2.0,1.0,-1.0,-0.004756283,-0.004756283,0.23793608,0.033064935,-0.20487115,0.54646605,0.4304476,-0.116018444,0.55304533,0.44004747,-0.11299786,0.5739345,0.4381287,-0.13580579
95,8435,3.0,14.0,11.0,1.0,6.0,5.0,-0.0061304383,-0.0061304383,0.10677184,0.09867404,-0.008097805,0.2766243,0.22878967,-0.04783462,0.29023877,0.25326777,-0.036971003,0.29151762,0.25527203,-0.036245584
96,8465,7.0,4.0,-3.0,2.0,4.0,2.0,0.0006803982,0.0006803982,0.05769128,0.017513476,-0.040177803,0.2372842,-0.073465556,-0.31074977,0.26376572,-0.05611478,-0.31988052,0.26968974,-0.051325332,-0.32101506
97,8509,5.0,3.0,-2.0,10.0,2.0,-8.0,0.009932276,0.009932276,0.630122,0.6476562,0.017534196,0.012355587,0.15827647,0.14592089,0.023122896,0.16674696,0.14362407,0.08734478,0.23740534,0.15006056
98,8631,6.0,3.0,-3.0,1.0,1.0,0.0,0.0013880096,0.0013880096,0.5876106,0.5392028,-0.048407793,0.0017582005,0.06857288,0.066814676,0.0153630655,0.08328224,0.06791917,0.08595995,0.14946909,0.063509144
99,8646,25.0,13.0,-12.0,3.0,3.0,0.0,0.0034665205,0.0034665205,0.19164917,0.14503478,-0.046614394,0.13743941,0.14948946,0.0120500475,0.1592429,0.15391198,-0.00533092,0.17285952,0.15940064,-0.013458878
100,8807,1.0,1.0,0.0,1.0,1.0,0.0,0.0049846396,0.0049846396,-0.2677627,-0.25666004,0.011102647,-0.05498874,-0.018584995,0.036403745,-0.07397942,-0.033141363,0.04083806,-0.11655158,-0.08249385,0.03405773
101,8843,4.0,8.0,4.0,6.0,6.0,0.0,-0.00044443458,-0.00044443458,-0.04927331,-0.117763266,-0.068489954,-0.033118706,-0.066573195,-0.03345449,-0.033090215,-0.07106348,-0.037973266,-0.03750571,-0.08261668,-0.04511097
102,8925,32.0,23.0,-9.0,9.0,3.0,-6.0,0.0046830066,0.0046830066,0.22042257,0.25605926,0.035636693,0.22621743,0.48807564,0.26185822,0.2285201,0.5059141,0.277394,0.24329478,0.51603144,0.27273667
103,8933,1.0,7.0,6.0,4.0,4.0,0.0,-0.0006225519,-0.0006225519,0.37273264,0.2669017,-0.10583094,0.21560793,0.11530853,-0.100299396,0.19290063,0.08319036,-0.10971027,0.21754542,0.1090877,-0.10845772
104,9027,2.0,3.0,1.0,1.0,1.0,0.0,-0.005439028,-0.005439028,0.08659142,-0.124483675,-0.2110751,-0.26218367,-0.069026954,0.19315672,-0.25847206,-0.08657112,0.17190093,-0.23415965,-0.095219485,0.13894016
105,9048,1.0,1.0,0.0,1.0,1.0,0.0,-0.0071599185,-0.0071599185,0.6994578,0.7068177,0.0073598623,0.51685745,0.52635217,0.009494722,0.5222858,0.52579576,0.0035099387,0.5684568,0.5766402,0.00818336
106,9147,1.0,1.0,0.0,1.0,1.0,0.0,0.002208054,0.002208054,-0.4362878,-0.45138595,-0.015098155,-0.17898232,-0.3061359,-0.12715358,-0.17191458,-0.30391148,-0.1319969,-0.21070385,-0.34836972,-0.13766587
107,9230,1.0,1.0,0.0,1.0,1.0,0.0,0.0014374107,0.0014374107,0.8097064,0.8189616,0.00925523,0.71685123,0.7417282,0.024876952,0.7591965,0.7563804,-0.0028161407,0.7963992,0.78946656,-0.0069326162
108,9434,1.0,1.0,0.0,1.0,1.0,0.0,0.002343323,0.002343323,0.12683044,0.17942044,0.052589998,0.28886285,0.20860147,-0.08026138,0.30736014,0.23348728,-0.073872864,0.30847377,0.23928937,-0.06918439
109,9462,114.0,156.0,42.0,113.0,69.0,-44.0,-0.0015063137,-0.0015063137,-0.1411679,-0.11834494,0.022822954,-0.1759058,-0.19271277,-0.016806975,-0.1717679,-0.18548395,-0.013716042,-0.17885527,-0.1931374,-0.014282137
