eval_index,nsd_image_id,predclip_image_rank_neighbor0,predclip_image_rank_neighbor_low,predclip_image_rank_delta_low_minus_zero,predclip_brain_rank_neighbor0,predclip_brain_rank_neighbor_low,predclip_brain_rank_delta_low_minus_zero,predclip_image_score_delta_low_minus_zero,predclip_brain_score_delta_low_minus_zero,blurry_pixcorr_neighbor0,blurry_pixcorr_neighbor_low,blurry_pixcorr_delta_low_minus_zero,recons_pixcorr_neighbor0,recons_pixcorr_neighbor_low,recons_pixcorr_delta_low_minus_zero,enhanced_pixcorr_neighbor0,enhanced_pixcorr_neighbor_low,enhanced_pixcorr_delta_low_minus_zero,enhanced_evalmix_pixcorr_neighbor0,enhanced_evalmix_pixcorr_neighbor_low,enhanced_evalmix_pixcorr_delta_low_minus_zero
247,20633,2.0,2.0,0.0,1.0,1.0,0.0,-0.00056662783,-0.00056662783,0.5652529,0.56402296,-0.0012299418,0.46243253,0.4523117,-0.010120839,0.46777236,0.44772226,-0.020050108,0.51634437,0.5013272,-0.015017152
248,20650,70.0,72.0,2.0,2.0,2.0,0.0,0.0017963685,0.0017963685,0.48298424,0.4734884,-0.009495854,-0.055738874,0.1500308,0.20576969,-0.008366666,0.19559613,0.20396279,0.08970027,0.256423,0.16672273
249,20702,1.0,1.0,0.0,1.0,1.0,0.0,0.0015460066,0.0015460066,0.51799667,0.47660694,-0.041389734,0.40020993,0.55130804,0.1510981,0.39798254,0.5562413,0.15825874,0.4299107,0.57868576,0.14877507
250,20738,1.0,1.0,0.0,1.0,1.0,0.0,-0.008938849,-0.008938849,0.585662,0.59708697,0.011424959,0.52031124,0.49061516,-0.029696077,0.56627506,0.5693535,0.0030784607,0.59222263,0.6052414,0.013018787
251,20777,5.0,7.0,2.0,1.0,1.0,0.0,0.00030291453,0.00030291453,-0.087416336,-0.0843635,0.0030528381,-0.2674405,0.08182487,0.34926537,-0.26735103,0.047462747,0.3148138,-0.26827174,0.03227361,0.30054536
252,20820,7.0,5.0,-2.0,2.0,2.0,0.0,0.0048918203,0.0048918203,0.16931544,0.23364125,0.06432581,0.10825486,-0.045795817,-0.15405068,0.11809706,-0.032333396,-0.15043046,0.12861341,-0.0077399123,-0.13635333
253,21108,2.0,1.0,-1.0,1.0,1.0,0.0,0.005832821,0.005832821,0.350292,0.39955407,0.049262077,-0.052041564,0.041969623,0.09401119,-0.0041873227,0.080612935,0.08480026,0.073514484,0.1681646,0.09465011
254,21192,1.0,2.0,1.0,1.0,1.0,0.0,-0.0087287575,-0.0087287575,0.22854498,0.13470846,-0.093836516,0.13048288,0.02238523,-0.10809765,0.14830638,0.045044072,-0.10326231,0.17955954,0.06963075,-0.109928794
255,21194,2.0,7.0,5.0,1.0,1.0,0.0,-0.0009160638,-0.0009160638,0.51325077,0.5692739,0.05602312,0.0894252,0.16491558,0.07549038,0.08334341,0.1401498,0.056806393,0.13759896,0.22193964,0.08434068
256,21197,92.0,254.0,162.0,120.0,105.0,-15.0,-0.0048957746,-0.0048957746,-0.32720953,-0.2966684,0.030541122,-0.1423492,-0.2646992,-0.12234999,-0.14737937,-0.26902956,-0.12165019,-0.18204956,-0.28423935,-0.102189794
257,21218,24.0,17.0,-7.0,11.0,6.0,-5.0,0.0030240305,0.0030240305,-0.0033512493,0.101716995,0.105068244,-0.13411963,-0.13460395,-0.00048431754,-0.13664685,-0.13367188,0.0029749721,-0.13375857,-0.12398025,0.009778328
258,21253,1.0,1.0,0.0,1.0,1.0,0.0,-0.00022699684,-0.00022699684,0.74950224,0.7741028,0.024600565,0.5613653,0.6455834,0.084218085,0.5772958,0.65113926,0.07384348,0.63581574,0.69674605,0.06093031
259,21279,1.0,1.0,0.0,1.0,1.0,0.0,0.00074648485,0.00074648485,0.34012854,0.26459816,-0.07553038,0.3537451,0.088730164,-0.26501495,0.38570836,0.09648404,-0.28922433,0.3983896,0.11688348,-0.28150612
260,21318,67.0,66.0,-1.0,76.0,116.0,40.0,0.0010147914,0.0010147914,-0.071868174,-0.042971008,0.028897166,-0.02230314,0.09441112,0.11671426,-0.03556888,0.07638848,0.11195736,-0.04412096,0.059258476,0.103379436
261,21508,12.0,26.0,14.0,4.0,3.0,-1.0,-0.0020559467,-0.0020559467,0.6739378,0.7578755,0.083937705,0.20688255,0.34340614,0.13652359,0.20437224,0.34509757,0.14072533,0.28849223,0.41637608,0.12788385
262,21526,108.0,62.0,-46.0,39.0,27.0,-12.0,0.004760327,0.004760327,0.006782953,0.005633517,-0.001149436,0.07478763,0.1651851,0.09039746,0.07999895,0.19026619,0.110267244,0.08119032,0.18576248,0.10457216
263,21553,1.0,1.0,0.0,1.0,1.0,0.0,-0.0031426474,-0.0031426474,0.8218847,0.8333749,0.011490226,0.7100445,0.6236901,-0.086354375,0.7187923,0.63013273,-0.088659585,0.7509531,0.6979016,-0.05305147
264,21601,1.0,1.0,0.0,1.0,1.0,0.0,0.0007474832,0.0007474832,0.18461528,0.20041528,0.0158,0.10365097,0.16608426,0.062433288,0.09423816,0.15291178,0.05867362,0.1089891,0.16475907,0.055769973
265,21703,2.0,1.0,-1.0,7.0,11.0,4.0,0.003184829,0.003184829,0.051591545,0.09460427,0.043012723,0.015980376,0.1174598,0.10147942,0.06482119,0.1522967,0.087475516,0.06790902,0.15821268,0.09030366
266,21950,1.0,1.0,0.0,1.0,1.0,0.0,0.0034626946,0.0034626946,0.5365535,0.47512344,-0.061430067,0.14830685,0.30325532,0.15494847,0.16606554,0.3168848,0.15081924,0.20940827,0.3481727,0.13876443
267,21989,6.0,16.0,10.0,1.0,3.0,2.0,0.0027899183,0.0027899183,0.40158808,0.4286046,0.02701652,0.054000497,0.1470948,0.093094304,0.060610037,0.11167394,0.051063906,0.122547366,0.19393831,0.07139095
268,22138,6.0,3.0,-3.0,1.0,1.0,0.0,0.0036064684,0.0036064684,0.73377717,0.70136434,-0.032412827,0.32996812,0.32370666,-0.006261468,0.3298859,0.32700872,-0.0028771758,0.4218497,0.3841544,-0.03769529
269,22143,2.0,2.0,0.0,1.0,1.0,0.0,0.0024400577,0.0024400577,0.5589336,0.5992502,0.04031658,0.02170938,0.25864226,0.23693287,0.0043073623,0.25083065,0.24652329,0.06693961,0.30064026,0.23370065
270,22155,274.0,210.0,-64.0,564.0,569.0,5.0,0.0029610246,0.0029610246,-0.26748657,-0.30620426,-0.038717687,-0.18478383,0.072153874,0.2569377,-0.20397885,-0.0017293083,0.20224954,-0.22606735,-0.046703473,0.17936388
271,22263,2.0,2.0,0.0,1.0,1.0,0.0,-0.0008996278,-0.0008996278,-0.0042429725,0.04874717,0.052990142,0.06897357,0.12735185,0.05837828,0.0954033,0.12701163,0.03160833,0.08817376,0.12385476,0.035680994
272,22387,1.0,1.0,0.0,1.0,1.0,0.0,0.0043724775,0.0043724775,0.006000288,0.04492497,0.038924683,0.24551149,0.16715571,-0.078355774,0.2580985,0.190488,-0.06761052,0.23893571,0.18313548,-0.05580023
273,22495,1.0,3.0,2.0,1.0,2.0,1.0,-0.0035084449,-0.0035084449,0.29557967,0.27678567,-0.018794,0.30901566,0.23342527,-0.07559039,0.31147087,0.24067883,-0.070792034,0.3345943,0.2697112,-0.06488311
274,22505,2.0,2.0,0.0,4.0,14.0,10.0,-0.0013938174,-0.0013938174,0.13135861,0.116034724,-0.015323885,0.21779615,0.13303863,-0.08475752,0.23117207,0.13600573,-0.09516634,0.23205411,0.14201984,-0.090034276
275,22515,13.0,31.0,18.0,1.0,3.0,2.0,-0.0035459772,-0.0035459772,0.20430478,0.22993682,0.025632039,-0.023419954,0.021621991,0.045041945,-0.024150262,0.031735178,0.05588544,0.008731987,0.06822634,0.05949435
276,22523,1.0,1.0,0.0,1.0,1.0,0.0,-0.0022644624,-0.0022644624,-0.017011771,0.13661924,0.15363102,0.2809794,0.2911647,0.010185301,0.30791503,0.32572317,0.01780814,0.29735953,0.3251947,0.02783516
277,22530,23.0,8.0,-15.0,3.0,3.0,0.0,0.0057928488,0.0057928488,0.36281586,0.43693635,0.07412049,0.42248592,0.4859617,0.06347579,0.43657997,0.49635404,0.05977407,0.44692802,0.50974125,0.06281322
278,22585,6.0,6.0,0.0,2.0,4.0,2.0,0.0009110756,0.0009110756,0.099933796,0.25715792,0.15722412,0.10992528,0.08185978,-0.028065495,0.096023075,0.06579086,-0.030232213,0.101302974,0.08506601,-0.01623696
279,22587,1.0,1.0,0.0,1.0,1.0,0.0,0.0027443469,0.0027443469,0.08139372,0.08418298,0.002789259,0.053853005,0.05967839,0.0058253855,0.09639783,0.089883715,-0.006514117,0.10176772,0.097829215,-0.0039385036
280,22772,5.0,3.0,-2.0,1.0,1.0,0.0,0.005054064,0.005054064,-0.13949254,-0.17883767,-0.03934513,-0.12928724,-0.015417285,0.11386996,-0.15859273,-0.05170146,0.106891274,-0.16291092,-0.07674455,0.086166374
281,22782,1.0,1.0,0.0,1.0,1.0,0.0,-0.0016167462,-0.0016167462,-0.29414606,-0.34992337,-0.05577731,-0.2972171,-0.22452512,0.07269198,-0.30897248,-0.22411661,0.08485587,-0.31693554,-0.25732058,0.059614956
282,22794,1.0,1.0,0.0,2.0,4.0,2.0,-0.002857808,-0.002857808,0.1490356,0.1445339,-0.0045017004,0.052273016,0.22842216,0.17614914,0.05668256,0.235259,0.17857644,0.073264375,0.23020814,0.15694377
283,22809,4.0,8.0,4.0,1.0,1.0,0.0,-0.004352454,-0.004352454,0.33168328,0.34202847,0.010345191,0.23697516,0.1830688,-0.053906366,0.24132937,0.18884364,-0.052485734,0.27121556,0.2214223,-0.04979326
284,22845,57.0,153.0,96.0,74.0,59.0,-15.0,-0.002739815,-0.002739815,0.36676887,0.4939517,0.12718284,0.5031153,0.42544383,-0.07767147,0.51618713,0.44210675,-0.07408038,0.533753,0.48275137,-0.05100161
285,22873,17.0,5.0,-12.0,1.0,1.0,0.0,0.007504452,0.007504452,0.18261231,0.07565447,-0.106957845,-0.07005073,-0.099545866,-0.029495135,-0.06181255,-0.10665641,-0.04484386,-0.044596583,-0.098817684,-0.0542211
286,22879,1.0,1.0,0.0,1.0,1.0,0.0,0.0012861975,0.0012861975,0.14359401,0.11874047,-0.024853542,0.09218144,0.21209405,0.11991262,0.109308355,0.24158777,0.13227943,0.12185808,0.24340025,0.12154216
287,22886,3.0,8.0,5.0,2.0,3.0,1.0,-0.0011818409,-0.0011818409,0.14974499,0.13919973,-0.010545254,-0.028745832,0.048331257,0.07707709,-0.07182603,0.034108773,0.105934806,-0.04863261,0.051392674,0.10002528
288,22957,1.0,1.0,0.0,1.0,1.0,0.0,-0.0011458434,-0.0011458434,-0.013004915,0.015242188,0.028247103,-0.09054305,0.03777953,0.12832257,-0.08870429,0.050080054,0.13878435,-0.081512876,0.047163013,0.1286759
289,22967,1.0,1.0,0.0,1.0,1.0,0.0,-0.0044012964,-0.0044012964,0.0456351,0.050148763,0.0045136623,0.21747273,0.15497258,-0.06250015,0.22122441,0.15100439,-0.07022002,0.20537397,0.14161393,-0.06376004
290,22993,15.0,21.0,6.0,1.0,1.0,0.0,0.0019564033,0.0019564033,0.64585084,0.67775387,0.03190303,0.5287271,0.15674886,-0.37197825,0.5376942,0.12717034,-0.4105239,0.56600434,0.2219731,-0.3440312
291,23036,1.0,1.0,0.0,1.0,1.0,0.0,-0.0028715283,-0.0028715283,0.30061057,0.4268191,0.12620851,0.4506262,0.32627755,-0.12434864,0.47380066,0.32916814,-0.14463252,0.49481523,0.3743384,-0.12047684
292,23241,104.0,86.0,-18.0,47.0,13.0,-34.0,0.0072154608,0.0072154608,-0.19267961,-0.09603048,0.09664913,-0.1829004,-0.14367059,0.03922981,-0.17972003,-0.1546469,0.025073126,-0.19170552,-0.16229285,0.029412672
293,23492,144.0,188.0,44.0,5.0,4.0,-1.0,-0.0006209165,-0.0006209165,0.21671243,0.13163574,-0.08507669,0.12716356,0.16385232,0.03668876,0.14925736,0.18054622,0.031288862,0.16859627,0.18570846,0.017112195
294,23715,1.0,1.0,0.0,1.0,1.0,0.0,-0.00048492476,-0.00048492476,0.41046238,0.28623128,-0.1242311,0.10690262,0.078042746,-0.028859876,0.087589875,0.06871487,-0.018875003,0.12275902,0.094342306,-0.028416716
295,23729,1.0,1.0,0.0,1.0,2.0,1.0,0.00012878329,0.00012878329,0.10486691,-0.07345103,-0.17831793,0.22385119,0.24715838,0.02330719,0.22456087,0.2471724,0.022611529,0.22475216,0.23962943,0.014877275
296,23871,34.0,6.0,-28.0,9.0,3.0,-6.0,0.012090541,0.012090541,0.35715863,0.32897344,-0.028185189,0.30539182,0.3260377,0.020645887,0.31895506,0.32859856,0.009643495,0.34208658,0.3443397,0.0022531152
297,23876,9.0,8.0,-1.0,8.0,8.0,0.0,0.004699163,0.004699163,-0.008005428,-0.09514142,-0.08713599,-0.012866955,-0.088521235,-0.07565428,-0.012485731,-0.09417235,-0.081686616,-0.012805787,-0.10249616,-0.08969037
298,23883,1.0,2.0,1.0,27.0,15.0,-12.0,-0.0006982386,-0.0006982386,0.18064213,0.11059177,-0.07005036,0.016132645,-0.06678944,-0.082922086,0.019699361,-0.055212043,-0.0749114,0.044779878,-0.029498028,-0.07427791
299,23993,1.0,3.0,2.0,1.0,1.0,0.0,-0.0012401752,-0.0012401752,0.15933953,0.14797592,-0.011363611,-0.0108443685,0.059989445,0.07083382,-0.001061431,0.0694567,0.07051813,0.013919981,0.08000362,0.06608364
300,24202,1.0,1.0,0.0,2.0,1.0,-1.0,0.005310867,0.005310867,0.22586834,0.18908861,-0.03677973,-0.029161159,-0.037063494,-0.007902335,-0.060623053,-0.059392527,0.0012305267,-0.019098906,-0.014286756,0.0048121503
301,24214,2.0,2.0,0.0,2.0,2.0,0.0,0.0009458102,0.0009458102,0.36026675,0.3680118,0.0077450573,0.48699525,0.15077214,-0.33622313,0.5206502,0.15229844,-0.36835176,0.5285614,0.19152728,-0.33703414
302,24264,1.0,1.0,0.0,1.0,1.0,0.0,-0.00029397756,-0.00029397756,0.71544075,0.68908787,-0.026352882,0.56793135,0.5919652,0.024033844,0.5721829,0.60110533,0.028922439,0.602445,0.63493085,0.032485843
303,24317,1.0,1.0,0.0,1.0,1.0,0.0,-2.996996e-05,-2.996996e-05,0.5558214,0.5487378,-0.007083595,0.45312113,0.37466183,-0.07845929,0.47708958,0.38708982,-0.089999765,0.519443,0.45701057,-0.06243241
304,24480,21.0,34.0,13.0,8.0,8.0,0.0,-0.0010397434,-0.0010397434,0.06618633,0.026601741,-0.039584592,-0.14314318,-0.047717657,0.09542552,-0.14613926,-0.048673313,0.09746595,-0.13779247,-0.044032484,0.093759984
305,24517,7.0,6.0,-1.0,1.0,3.0,2.0,0.0019824319,0.0019824319,-0.1745317,-0.25312865,-0.07859695,-0.01703566,-0.25322178,-0.23618612,-0.058577143,-0.28132203,-0.22274488,-0.08067732,-0.30740643,-0.2267291
306,24530,519.0,389.0,-130.0,347.0,325.0,-22.0,0.0075094104,0.0075094104,-0.025096858,0.05315609,0.07825295,-0.021453302,-0.05745669,-0.03600339,-0.0029187307,-0.06488549,-0.06196676,-0.007015019,-0.054626666,-0.047611646
307,24560,2.0,2.0,0.0,1.0,1.0,0.0,-0.004572239,-0.004572239,0.6462987,0.6432837,-0.0030149817,0.42988974,0.47154912,0.041659385,0.46955502,0.5006207,0.031065702,0.5066313,0.54177934,0.035148025
308,24638,3.0,1.0,-2.0,5.0,6.0,1.0,0.003587883,0.003587883,0.2550379,0.19794989,-0.057088017,-0.011600717,0.10339574,0.114996456,0.018745903,0.1579876,0.1392417,0.05189143,0.18763277,0.13574134
309,24640,9.0,54.0,45.0,8.0,25.0,17.0,-0.005161669,-0.005161669,0.10337231,0.03821857,-0.06515375,0.22376998,-0.059607867,-0.28337786,0.24543987,-0.06447556,-0.30991542,0.24420467,-0.05437551,-0.29858017
310,24649,9.0,3.0,-6.0,12.0,10.0,-2.0,0.0046300516,0.0046300516,0.37506467,0.3635851,-0.011479557,-0.033280242,0.05675304,0.09003328,-0.04071609,0.03840085,0.07911694,0.0049066357,0.07537426,0.07046762
311,24739,34.0,20.0,-14.0,5.0,6.0,1.0,0.002403032,0.002403032,-0.078496285,-0.18766274,-0.10916645,-0.13883394,-0.16950855,-0.030674607,-0.13927792,-0.16640504,-0.027127117,-0.14205758,-0.17805248,-0.035994902
312,24740,3.0,1.0,-2.0,2.0,1.0,-1.0,0.0014557093,0.0014557093,0.16695651,0.15763016,-0.009326354,0.14155528,0.039602518,-0.10195276,0.15063913,0.080927745,-0.06971139,0.16272922,0.09970173,-0.063027486
313,24787,3.0,1.0,-2.0,2.0,2.0,0.0,0.004464902,0.004464902,0.1463195,0.08470067,-0.061618827,-0.12622575,-0.10505784,0.021167912,-0.127199,-0.09292861,0.034270383,-0.10884603,-0.071300015,0.037546016
314,24846,1.0,1.0,0.0,1.0,1.0,0.0,-0.0062375925,-0.0062375925,0.57993245,0.484324,-0.09560844,0.69255626,0.66635054,-0.026205719,0.7051722,0.680167,-0.025005162,0.7334336,0.68450385,-0.04892975
315,25059,4.0,3.0,-1.0,1.0,1.0,0.0,-0.0010203347,-0.0010203347,0.6548913,0.6548284,-6.28829e-05,0.47457883,0.4979253,0.023346484,0.4833907,0.51171076,0.028320074,0.53080356,0.55775124,0.026947677
316,25091,1.0,1.0,0.0,5.0,4.0,-1.0,0.0028963871,0.0028963871,0.23849991,0.1436129,-0.094887,0.15819237,0.104994394,-0.053197972,0.15120006,0.10768933,-0.043510728,0.1702744,0.119810104,-0.050464302
317,25111,4.0,3.0,-1.0,1.0,1.0,0.0,0.0021150112,0.0021150112,0.36068955,0.43735865,0.0766691,0.083867684,0.031075027,-0.052792657,0.069636025,0.024468694,-0.04516733,0.11105567,0.08689129,-0.024164379
318,25205,12.0,15.0,3.0,12.0,16.0,4.0,0.0001777485,0.0001777485,-0.44982764,-0.65282637,-0.20299873,-0.2842773,-0.44221306,-0.15793577,-0.3061453,-0.42263663,-0.11649132,-0.34610778,-0.48507008,-0.1389623
319,25250,1.0,1.0,0.0,1.0,1.0,0.0,0.00018931925,0.00018931925,0.085938156,0.15363865,0.06770049,0.03219245,0.019331228,-0.012861222,0.044854894,0.038955964,-0.00589893,0.051987913,0.054977253,0.0029893406
320,25268,1.0,1.0,0.0,1.0,1.0,0.0,0.000116452575,0.000116452575,0.16144735,0.1741865,0.012739152,0.008723608,-0.002925749,-0.011649357,0.0072712046,-0.0028979694,-0.0101691745,0.036153924,0.0329068,-0.0032471232
321,25284,1.0,1.0,0.0,1.0,1.0,0.0,-0.0023202375,-0.0023202375,0.29148573,0.3548684,0.063382685,-0.056433566,0.14453496,0.20096853,-0.058420967,0.14999633,0.2084173,-0.009495888,0.19501348,0.20450936
322,25287,1.0,1.0,0.0,3.0,2.0,-1.0,-0.0008878298,-0.0008878298,0.2737404,0.22715767,-0.046582744,0.21375689,0.21339868,-0.000358209,0.2180289,0.21431588,-0.0037130266,0.23143794,0.22049753,-0.010940403
323,25318,2.0,1.0,-1.0,1.0,1.0,0.0,0.008284755,0.008284755,0.23273833,0.22197783,-0.010760501,0.26409516,0.22811691,-0.035978243,0.24245283,0.20476225,-0.03769058,0.26791787,0.22970508,-0.03821279
324,25319,14.0,10.0,-4.0,1.0,1.0,0.0,0.0035264082,0.0035264082,-0.12376841,0.00940874,0.13317715,-0.23502034,-0.11555903,0.11946131,-0.22514683,-0.08228013,0.1428667,-0.22604331,-0.07623342,0.1498099
325,25371,3.0,1.0,-2.0,1.0,1.0,0.0,0.0021083057,0.0021083057,0.047948476,0.2461802,0.19823173,-0.17452702,-0.07988504,0.094641976,-0.18479183,-0.07830707,0.10648476,-0.17492679,-0.0416388,0.133288
326,25454,41.0,45.0,4.0,3.0,19.0,16.0,0.0020476766,0.0020476766,0.15461293,0.1756691,0.021056175,-0.008362389,0.12709208,0.13545446,0.002222225,0.13017215,0.12794992,0.011646332,0.1394345,0.12778817
327,25570,1.0,1.0,0.0,1.0,1.0,0.0,0.0002473779,0.0002473779,0.00888873,0.10609242,0.097203694,0.023199242,0.0306387,0.0074394587,0.020316508,0.0327042,0.012387693,0.019742725,0.047957208,0.028214483
328,25578,1.0,1.0,0.0,1.0,1.0,0.0,-0.00067323074,-0.00067323074,-0.035884015,0.053402036,0.08928605,0.016601108,0.06760229,0.051001184,0.04659009,0.08221864,0.03562855,0.039851792,0.08160527,0.04175348
329,25581,2.0,1.0,-1.0,1.0,1.0,0.0,0.0018575452,0.0018575452,-0.029397327,-0.12333918,-0.09394185,0.21665116,0.1334172,-0.08323395,0.26844063,0.18969479,-0.07874584,0.24182023,0.15187484,-0.08994539
330,25588,7.0,3.0,-4.0,2.0,3.0,1.0,0.00384802,0.00384802,0.80837417,0.8088085,0.00043433905,0.51332253,0.72059673,0.2072742,0.51568115,0.73393506,0.21825391,0.5976402,0.76451516,0.16687495
331,25602,423.0,438.0,15.0,292.0,229.0,-63.0,0.004480589,0.004480589,0.017106984,0.079257324,0.06215034,0.22531667,0.32900915,0.10369247,0.23479828,0.33788294,0.10308465,0.22920828,0.33160698,0.10239871
332,25693,11.0,12.0,1.0,32.0,29.0,-3.0,0.0030427016,0.0030427016,-0.21605708,-0.48248088,-0.26642382,0.18534073,-0.17173596,-0.3570767,0.1748037,-0.1647022,-0.3395059,0.15500003,-0.1969683,-0.35196835
333,25702,8.0,7.0,-1.0,1.0,1.0,0.0,0.00289201,0.00289201,0.53023344,0.32028317,-0.20995027,-0.04898598,0.37179884,0.42078483,-0.036264088,0.37129974,0.40756384,0.02728573,0.4057051,0.37841937
334,25711,9.0,15.0,6.0,2.0,4.0,2.0,-0.0024682023,-0.0024682023,0.327467,0.15698919,-0.17047781,-0.09927774,-0.104445286,-0.005167544,-0.116662875,-0.13532956,-0.018666685,-0.07701777,-0.10979213,-0.03277436
335,25741,2.0,4.0,2.0,14.0,24.0,10.0,-0.00074853003,-0.00074853003,0.5555372,0.5491218,-0.0064154267,0.19650465,0.11772373,-0.07878092,0.21391508,0.12735891,-0.08655617,0.26204222,0.17876919,-0.08327304
336,25746,18.0,8.0,-10.0,1.0,1.0,0.0,0.0065421984,0.0065421984,0.5320455,0.5952436,0.06319809,0.46355242,0.29087397,-0.17267844,0.4762146,0.29611182,-0.18010277,0.50019187,0.36613142,-0.13406044
337,25881,2.0,6.0,4.0,3.0,5.0,2.0,-0.0048859343,-0.0048859343,0.38732907,0.3018506,-0.085478485,0.53295887,0.49205863,-0.04090023,0.5412311,0.50589967,-0.035331428,0.5550805,0.51333696,-0.041743517
338,25906,1.0,6.0,5.0,1.0,1.0,0.0,-0.0023338683,-0.0023338683,0.20863111,0.18003283,-0.028598279,-0.03090145,0.047245488,0.078146935,-0.027175229,0.06015189,0.08732712,-0.0048306673,0.07881587,0.083646536
339,25959,1.0,1.0,0.0,1.0,1.0,0.0,-0.00063692406,-0.00063692406,-0.050552543,-0.16689451,-0.11634196,-0.118231684,-0.09973978,0.018491901,-0.13534832,-0.11219057,0.023157753,-0.13461201,-0.124852374,0.009759635
340,26119,3.0,2.0,-1.0,2.0,1.0,-1.0,0.0042241067,0.0042241067,0.330719,0.3771741,0.046455115,0.04777722,0.18421236,0.13643514,0.042479943,0.17866994,0.13619,0.071023665,0.20852417,0.1375005
341,26127,2.0,5.0,3.0,1.0,1.0,0.0,-0.003958259,-0.003958259,0.24508257,0.2870473,0.041964725,0.19271578,0.15521684,-0.037498936,0.1981805,0.1641903,-0.03399019,0.21351703,0.18828672,-0.025230303
342,26163,3.0,14.0,11.0,2.0,2.0,0.0,-0.0033390634,-0.0033390634,-0.2752354,-0.33220625,-0.056970835,-0.16755699,-0.18857983,-0.021022841,-0.19669355,-0.19225986,0.0044336915,-0.21735384,-0.22667871,-0.009324878
343,26243,49.0,48.0,-1.0,24.0,29.0,5.0,0.0035783798,0.0035783798,0.030284867,-0.17188774,-0.2021726,0.3343342,0.101262935,-0.23307127,0.342036,0.097288564,-0.24474744,0.33145124,0.06830034,-0.2631509
344,26292,94.0,65.0,-29.0,28.0,18.0,-10.0,0.0047687627,0.0047687627,0.28421926,0.28980982,0.005590558,0.26860824,0.25245795,-0.016150296,0.2702054,0.23558721,-0.0346182,0.28354776,0.254658,-0.028889745
345,26307,1.0,1.0,0.0,1.0,1.0,0.0,0.0026968643,0.0026968643,0.5041242,0.50823563,0.004111409,0.20164761,0.18110879,-0.020538822,0.22473684,0.22405867,-0.00067816675,0.2735972,0.28562194,0.01202473
346,26351,2.0,2.0,0.0,4.0,3.0,-1.0,0.0050756857,0.0050756857,0.23022594,0.22126535,-0.00896059,0.1573603,0.12605618,-0.03130412,0.1602306,0.14481573,-0.015414879,0.19030035,0.16552986,-0.024770483
347,26372,1.0,3.0,2.0,1.0,1.0,0.0,-0.004705727,-0.004705727,0.13752203,0.19036837,0.052846342,0.084534734,0.25391042,0.16937569,0.08376702,0.25465146,0.17088443,0.095799804,0.26701483,0.17121503
348,26435,1.0,1.0,0.0,1.0,1.0,0.0,0.0029688925,0.0029688925,0.44504777,0.37493998,-0.07010779,0.31115654,0.28270996,-0.028446585,0.31014153,0.28079247,-0.029349059,0.3514622,0.30341074,-0.048051447
349,26458,11.0,2.0,-9.0,1.0,1.0,0.0,0.009672541,0.009672541,0.27075425,0.29297006,0.022215813,0.101126276,0.25724018,0.1561139,0.11247737,0.28567606,0.1731987,0.15596722,0.31343597,0.15746875
350,26598,1.0,4.0,3.0,1.0,1.0,0.0,-0.0010671765,-0.0010671765,0.5145412,0.57984596,0.065304756,0.3597871,0.51692784,0.15714073,0.38131726,0.5408008,0.15948355,0.41898754,0.5678602,0.14887264
351,26720,17.0,6.0,-11.0,13.0,8.0,-5.0,0.006106712,0.006106712,0.5014238,0.48919213,-0.012231648,0.4894212,0.49489272,0.0054715276,0.5030707,0.51670957,0.013638854,0.52261394,0.5381768,0.015562832
352,26780,44.0,53.0,9.0,86.0,76.0,-10.0,0.0004982501,0.0004982501,0.17341706,0.14449966,-0.028917402,-0.058046848,-0.08427453,-0.026227683,-0.053980954,-0.06686288,-0.012881927,-0.031150762,-0.049045384,-0.017894622
353,26895,1.0,1.0,0.0,1.0,1.0,0.0,0.0026110597,0.0026110597,0.29098114,0.166283,-0.12469815,0.2163176,0.2498971,0.0335795,0.2228523,0.2540568,0.031204507,0.24499673,0.25403446,0.009037733
354,26909,23.0,50.0,27.0,12.0,16.0,4.0,-0.0030130707,-0.0030130707,0.42921206,0.42512834,-0.004083723,0.117107876,0.12868702,0.0115791485,0.116426155,0.12390809,0.0074819326,0.15820281,0.16700526,0.008802444
355,26971,191.0,157.0,-34.0,6.0,18.0,12.0,0.001894379,0.001894379,0.2503385,0.112261295,-0.1380772,-0.0044127833,-0.047964666,-0.043551885,0.012071244,-0.06699964,-0.07907088,0.04423477,-0.051110465,-0.09534524
356,26990,1.0,6.0,5.0,1.0,2.0,1.0,-0.0014957637,-0.0014957637,0.042909306,0.14472613,0.10181682,0.0066002943,0.0006752138,-0.0059250803,0.0019640161,-0.004831511,-0.0067955274,0.007899055,0.015864095,0.007965039
357,27242,3.0,3.0,0.0,2.0,2.0,0.0,-0.0017600693,-0.0017600693,0.15139824,0.34680352,0.19540527,0.5108876,0.43026668,-0.080620944,0.52943456,0.44281882,-0.08661574,0.541042,0.47877783,-0.062264144
358,27275,1.0,1.0,0.0,2.0,2.0,0.0,0.0010587722,0.0010587722,0.040129382,0.020515308,-0.019614074,0.051233027,-0.003936241,-0.05516927,0.060206044,0.019359918,-0.040846124,0.063820176,0.02071217,-0.043108005
359,27287,5.0,10.0,5.0,2.0,2.0,0.0,-0.0039501265,-0.0039501265,-0.021134093,-0.082870774,-0.06173668,0.15549338,0.17891002,0.023416638,0.14306247,0.16790788,0.024845406,0.14078243,0.15929179,0.018509358
