eval_index,nsd_image_id,predclip_image_rank_neighbor0,predclip_image_rank_neighbor_low,predclip_image_rank_delta_low_minus_zero,predclip_brain_rank_neighbor0,predclip_brain_rank_neighbor_low,predclip_brain_rank_delta_low_minus_zero,predclip_image_score_delta_low_minus_zero,predclip_brain_score_delta_low_minus_zero,blurry_pixcorr_neighbor0,blurry_pixcorr_neighbor_low,blurry_pixcorr_delta_low_minus_zero,recons_pixcorr_neighbor0,recons_pixcorr_neighbor_low,recons_pixcorr_delta_low_minus_zero,enhanced_pixcorr_neighbor0,enhanced_pixcorr_neighbor_low,enhanced_pixcorr_delta_low_minus_zero,enhanced_evalmix_pixcorr_neighbor0,enhanced_evalmix_pixcorr_neighbor_low,enhanced_evalmix_pixcorr_delta_low_minus_zero
497,38022,2.0,3.0,1.0,1.0,4.0,3.0,-0.0042931177,-0.0042931177,0.38177234,0.3008963,-0.08087605,-0.019828683,0.1801086,0.19993728,-0.007727641,0.21236777,0.22009541,0.043510538,0.2351065,0.19159596
498,38025,30.0,4.0,-26.0,2.0,1.0,-1.0,0.008400518,0.008400518,0.06807394,0.080577366,0.012503423,-0.019323671,-0.011325872,0.0079978,-0.023511162,-0.015688628,0.007822534,-0.01183574,-0.0042980127,0.0075377272
499,38060,1.0,3.0,2.0,2.0,1.0,-1.0,-0.005270239,-0.005270239,0.55814517,0.49443465,-0.06371051,0.37622687,0.4836036,0.107376724,0.3670694,0.48741457,0.120345175,0.43578488,0.5221407,0.086355805
500,38246,1.0,1.0,0.0,1.0,1.0,0.0,0.0036512017,0.0036512017,0.18388812,0.09190887,-0.09197925,-0.094859645,-0.13908303,-0.044223383,-0.12299895,-0.18243997,-0.059441015,-0.09492067,-0.16250697,-0.067586295
501,38278,1.0,1.0,0.0,1.0,1.0,0.0,-0.0057681836,-0.0057681836,0.28041816,0.26715383,-0.013264328,0.21414948,0.34374747,0.12959799,0.21532518,0.34460467,0.1292795,0.23161678,0.340665,0.10904823
502,38297,13.0,9.0,-4.0,1.0,1.0,0.0,-0.00016937777,-0.00016937777,0.6245282,0.56259197,-0.06193626,0.43003842,0.37842965,-0.05160877,0.44528633,0.39215365,-0.053132683,0.49175125,0.4319504,-0.059800863
503,38310,1.0,1.0,0.0,2.0,2.0,0.0,0.0011948645,0.0011948645,-0.14954299,-0.1520399,-0.002496913,0.22350502,0.21526085,-0.008244172,0.24898411,0.24605002,-0.0029340982,0.21671136,0.21017894,-0.0065324157
504,38358,1.0,1.0,0.0,1.0,1.0,0.0,0.0015222393,0.0015222393,0.52639467,0.5124702,-0.0139244795,0.273003,0.26182103,-0.01118198,0.27649665,0.26118633,-0.015310317,0.33715072,0.315368,-0.021782726
505,38483,32.0,19.0,-13.0,9.0,5.0,-4.0,0.0042180475,0.0042180475,0.063900724,0.117315315,0.05341459,-0.027306555,0.16234258,0.18964913,-0.005139301,0.16834505,0.17348436,0.006413904,0.17719807,0.17078416
506,38486,1.0,1.0,0.0,1.0,2.0,1.0,-0.008101247,-0.008101247,0.09389656,0.05040789,-0.04348867,-0.033070277,-0.08329635,-0.050226074,-0.023250146,-0.088336326,-0.06508618,-0.0072471574,-0.07429494,-0.06704778
507,38494,1.0,1.0,0.0,1.0,1.0,0.0,-0.006830279,-0.006830279,0.46919817,0.427964,-0.041234165,0.23802483,0.16041407,-0.07761076,0.22876547,0.15275533,-0.07601014,0.28298151,0.22173053,-0.061250985
508,38641,15.0,29.0,14.0,3.0,3.0,0.0,-0.00873111,-0.00873111,0.5595849,0.5480172,-0.011567712,0.10242655,0.014054153,-0.088372394,0.14355232,0.06603887,-0.07751345,0.21655688,0.13335466,-0.08320221
509,38794,1.0,1.0,0.0,2.0,1.0,-1.0,-0.0032401085,-0.0032401085,0.18030417,0.4449238,0.26461962,-0.025325296,0.01624903,0.04157433,-0.025720106,0.034334783,0.06005489,-0.00094408507,0.08954775,0.09049184
510,38817,1.0,1.0,0.0,1.0,1.0,0.0,-0.010213815,-0.010213815,0.52506864,0.52263194,-0.0024366975,0.36314148,0.323852,-0.039289474,0.3803732,0.34395626,-0.036416948,0.41362327,0.38923448,-0.02438879
511,38829,7.0,6.0,-1.0,1.0,1.0,0.0,-0.0037341118,-0.0037341118,0.8132838,0.80903494,-0.0042488575,0.4927966,0.603108,0.11031139,0.52119565,0.63121414,0.11001849,0.6001684,0.6907718,0.09060341
512,38853,1.0,1.0,0.0,1.0,1.0,0.0,-0.0016045161,-0.0016045161,0.5126795,0.5158778,0.003198266,0.5190475,0.4855214,-0.033526093,0.5371996,0.503195,-0.03400463,0.55387104,0.521016,-0.032855034
513,38978,8.0,14.0,6.0,2.0,2.0,0.0,-0.0033009332,-0.0033009332,0.10292292,0.07610507,-0.026817843,0.32284406,0.17617208,-0.14667198,0.33635524,0.20055148,-0.13580376,0.33088502,0.20364001,-0.12724501
514,39047,1.0,1.0,0.0,1.0,1.0,0.0,0.00022289157,0.00022289157,0.59743214,0.5785686,-0.018863559,0.556492,0.61404175,0.057549775,0.54058415,0.61407256,0.073488414,0.5764983,0.62475127,0.04825294
515,39058,9.0,4.0,-5.0,7.0,2.0,-5.0,0.0048959814,0.0048959814,0.32065883,0.3514665,0.030807674,0.12838607,0.25334573,0.12495966,0.117578335,0.23090588,0.11332754,0.14603347,0.25891224,0.11287877
516,39095,1.0,1.0,0.0,1.0,1.0,0.0,0.0030709095,0.0030709095,-0.07819677,0.06311614,0.14131291,-0.009798998,0.23195228,0.24175128,-0.016657976,0.21467848,0.23133646,-0.02986995,0.2237661,0.25363606
517,39289,151.0,152.0,1.0,48.0,61.0,13.0,-0.0027951263,-0.0027951263,0.07330081,0.080074415,0.006773606,0.14307995,0.13681084,-0.006269112,0.15349191,0.14412622,-0.009365693,0.15313464,0.145412,-0.007722646
518,39298,1.0,1.0,0.0,1.0,1.0,0.0,-0.007164713,-0.007164713,0.75054836,0.7720937,0.02154535,0.6031902,0.49168095,-0.11150923,0.6426451,0.5145614,-0.1280837,0.6921333,0.588192,-0.10394132
519,39369,1.0,1.0,0.0,1.0,1.0,0.0,-0.0027007684,-0.0027007684,-0.044801872,-0.023657806,0.021144066,0.13241205,-0.01311648,-0.14552853,0.14137422,-0.003583763,-0.14495797,0.13053676,-0.0057578976,-0.13629466
520,39402,1.0,1.0,0.0,3.0,5.0,2.0,-0.0053741485,-0.0053741485,0.04272347,0.00012601432,-0.042597454,-0.05490237,-0.03361133,0.02129104,-0.07417718,-0.060139623,0.014037561,-0.063806616,-0.05654013,0.007266484
521,39509,1.0,3.0,2.0,1.0,1.0,0.0,-0.0027982593,-0.0027982593,0.5247919,0.47154564,-0.05324626,0.14156772,0.12446673,-0.01710099,0.1300807,0.08518223,-0.044898473,0.18501936,0.116571866,-0.06844749
522,39547,1.0,3.0,2.0,6.0,6.0,0.0,-0.003597632,-0.003597632,-0.29856595,-0.17665587,0.12191008,-0.38468418,-0.2538154,0.13086876,-0.42291743,-0.28932804,0.13358939,-0.4370877,-0.29745653,0.13963118
523,39553,1.0,3.0,2.0,2.0,2.0,0.0,-0.009519938,-0.009519938,0.17633478,0.4240882,0.24775343,0.120874725,0.2993528,0.17847806,0.15637733,0.34198704,0.18560971,0.17220412,0.38335177,0.21114765
524,39841,1.0,1.0,0.0,2.0,2.0,0.0,0.0017955974,0.0017955974,0.18603575,0.14722614,-0.038809612,0.06482187,0.09089148,0.026069611,0.034303073,0.048943814,0.014640741,0.051949054,0.06836512,0.016416065
525,39997,1.0,1.0,0.0,1.0,1.0,0.0,0.006229013,0.006229013,0.42429435,0.41197658,-0.012317777,0.41802678,0.41982466,0.0017978847,0.4166019,0.3940972,-0.022504687,0.43744978,0.41304526,-0.024404526
526,40153,1.0,2.0,1.0,1.0,1.0,0.0,-0.004444938,-0.004444938,0.32731107,0.29533392,-0.031977147,-0.023793831,-0.1127274,-0.08893357,0.002146299,-0.06913659,-0.071282886,0.043235272,-0.0402442,-0.08347947
527,40235,6.0,5.0,-1.0,4.0,6.0,2.0,-0.00264024,-0.00264024,0.20152345,0.20839709,0.0068736374,0.21081398,-0.24202435,-0.45283833,0.21375243,-0.25791484,-0.4716673,0.23410745,-0.22311069,-0.45721814
528,40423,1.0,1.0,0.0,1.0,1.0,0.0,-0.005453948,-0.005453948,0.20729809,0.21582985,0.008531764,0.025551183,0.21397913,0.18842794,0.045659404,0.23645099,0.19079158,0.07782134,0.24545015,0.16762882
529,40548,2.0,2.0,0.0,1.0,1.0,0.0,-0.0024969094,-0.0024969094,0.23964576,0.1081401,-0.13150567,0.18703808,0.2490085,0.061970428,0.1974807,0.24754629,0.050065592,0.21940947,0.2527921,0.033382624
530,40575,1.0,1.0,0.0,1.0,1.0,0.0,-0.0081662685,-0.0081662685,0.5554314,0.5093225,-0.0461089,0.34412113,0.3851927,0.041071564,0.3520248,0.39596465,0.04393986,0.42179868,0.46353155,0.041732877
531,40721,7.0,8.0,1.0,2.0,3.0,1.0,-0.0019485019,-0.0019485019,0.21704419,0.25109345,0.034049258,0.06631915,-0.32353643,-0.38985556,0.020800909,-0.3407945,-0.36159542,0.07257228,-0.2863501,-0.3589224
532,40770,1.0,1.0,0.0,1.0,1.0,0.0,0.0028995164,0.0028995164,0.7706742,0.6580921,-0.11258215,0.5945833,0.6310679,0.0364846,0.6159668,0.65492034,0.038953543,0.6621429,0.6811384,0.018995523
533,40840,4.0,12.0,8.0,1.0,1.0,0.0,-0.0006868541,-0.0006868541,0.31824625,0.31219238,-0.006053865,0.22319542,0.30626813,0.08307271,0.23423518,0.31255433,0.07831915,0.25367084,0.325202,0.07153115
534,40846,1.0,1.0,0.0,1.0,1.0,0.0,-0.009333521,-0.009333521,0.48662496,0.36286464,-0.12376031,0.45437536,0.17249149,-0.28188387,0.4712771,0.20237325,-0.26890385,0.4905609,0.23394686,-0.25661403
535,40909,1.0,1.0,0.0,1.0,1.0,0.0,-0.00040303916,-0.00040303916,0.1402607,0.06549051,-0.07477019,0.10202652,0.25447935,0.15245283,0.08198967,0.23644888,0.15445921,0.09289895,0.23326825,0.1403693
536,40920,1.0,1.0,0.0,2.0,2.0,0.0,-0.007111538,-0.007111538,0.13151741,0.10985091,-0.021666497,-0.16435626,-0.10478826,0.059568003,-0.18455112,-0.121639326,0.06291179,-0.15415472,-0.09439542,0.059759296
537,40924,1.0,1.0,0.0,1.0,1.0,0.0,-0.00408547,-0.00408547,0.45832735,0.46741986,0.00909251,0.39920068,0.47857162,0.079370946,0.41453862,0.48749352,0.07295489,0.42854276,0.49517092,0.06662816
538,40935,17.0,21.0,4.0,36.0,65.0,29.0,-0.0044489317,-0.0044489317,0.32898095,0.2847533,-0.04422766,0.29537892,0.35712063,0.06174171,0.31634882,0.37577802,0.0594292,0.33545804,0.38521522,0.049757183
539,40979,17.0,18.0,1.0,5.0,6.0,1.0,0.0016296208,0.0016296208,0.1325612,0.21386541,0.08130421,0.15562712,0.20189092,0.0462638,0.18239416,0.20948689,0.027092725,0.17992063,0.2140069,0.034086272
540,41056,1.0,1.0,0.0,3.0,3.0,0.0,-0.006601993,-0.006601993,0.13494201,0.22026835,0.085326344,0.2876367,0.29447913,0.0068424344,0.30060142,0.30726168,0.006660253,0.30411482,0.31491143,0.010796607
541,41097,1.0,1.0,0.0,1.0,1.0,0.0,0.0012335107,0.0012335107,0.0618377,0.14170742,0.07986972,0.10488522,0.041685592,-0.063199624,0.080960676,-0.0020897095,-0.083050385,0.09085237,0.022967221,-0.06788515
542,41116,19.0,4.0,-15.0,18.0,7.0,-11.0,0.005055357,0.005055357,0.2940643,0.3361127,0.042048395,-0.06756177,-0.07482627,-0.0072645023,-0.087386526,-0.10322219,-0.015835665,-0.060314383,-0.06724313,-0.0069287457
543,41137,1.0,1.0,0.0,1.0,1.0,0.0,2.1442771e-05,2.1442771e-05,0.51968503,0.56005156,0.04036653,0.4148667,0.34088013,-0.07398656,0.42973128,0.34696016,-0.08277112,0.46189845,0.39332995,-0.0685685
544,41162,3.0,1.0,-2.0,11.0,2.0,-9.0,0.006683845,0.006683845,0.39021957,0.39421538,0.003995806,0.47318268,0.4568636,-0.016319066,0.45699328,0.44575077,-0.011242509,0.4727815,0.46129772,-0.0114837885
545,41482,10.0,46.0,36.0,53.0,83.0,30.0,-0.007036211,-0.007036211,0.29727426,0.19798064,-0.09929362,0.21979402,0.23373821,0.013944194,0.24378069,0.2573353,0.013554618,0.26077774,0.26450524,0.0037274957
546,41566,40.0,57.0,17.0,25.0,38.0,13.0,-0.005186828,-0.005186828,0.5334618,0.53047,-0.0029917955,0.2976187,0.38482815,0.08720946,0.28804117,0.38784832,0.09980714,0.3302769,0.41902077,0.088743865
547,41574,1.0,1.0,0.0,1.0,1.0,0.0,-0.0033114217,-0.0033114217,0.5036124,0.5649383,0.061325908,0.3237489,0.26691577,-0.05683312,0.31091163,0.26713017,-0.04378146,0.35840487,0.33140153,-0.027003348
548,41623,5.0,5.0,0.0,2.0,5.0,3.0,-0.0006459784,-0.0006459784,-0.038787503,0.028818052,0.067605555,0.016410444,-0.03602657,-0.052437015,0.024390787,-0.03635499,-0.060745776,0.019828338,-0.033330556,-0.053158894
549,41653,2.0,1.0,-1.0,1.0,1.0,0.0,9.319931e-05,9.319931e-05,0.7990459,0.7034154,-0.09563053,0.6524755,0.33894148,-0.313534,0.67695665,0.3425784,-0.33437824,0.7189406,0.47158003,-0.24736059
550,41710,2.0,2.0,0.0,1.0,1.0,0.0,-0.005880978,-0.005880978,0.14417416,-0.037301958,-0.18147612,-0.1314638,0.103690155,0.23515394,-0.14370705,0.113132775,0.2568398,-0.13062939,0.10845363,0.23908302
551,41778,4.0,13.0,9.0,13.0,30.0,17.0,-0.007192189,-0.007192189,-0.15705301,-0.16947128,-0.01241827,-0.056960568,-0.11293917,-0.055978604,-0.05583964,-0.111614175,-0.055774536,-0.07166201,-0.12445472,-0.052792713
552,41814,1.0,1.0,0.0,1.0,1.0,0.0,-0.0018271357,-0.0018271357,0.30440247,0.34553078,0.041128308,0.1372511,0.030252418,-0.106998675,0.15088987,0.0524122,-0.09847768,0.18261287,0.08812373,-0.094489135
553,41927,7.0,20.0,13.0,2.0,1.0,-1.0,-0.004137747,-0.004137747,0.16499506,0.058066923,-0.10692814,0.13189636,0.11676665,-0.015129715,0.08693117,0.098983444,0.012052275,0.10397106,0.10169244,-0.0022786185
554,41934,1.0,1.0,0.0,1.0,1.0,0.0,-7.493049e-05,-7.493049e-05,0.6803434,0.671993,-0.008350372,0.33554706,0.39666086,0.061113805,0.3126462,0.38323414,0.07058793,0.4089191,0.46674326,0.057824165
555,42007,9.0,7.0,-2.0,1.0,1.0,0.0,-0.0013848022,-0.0013848022,0.000538807,-0.11220356,-0.112742364,0.08194139,0.30013072,0.21818933,0.06893774,0.29396397,0.22502622,0.064531334,0.26798725,0.20345592
556,42126,1.0,1.0,0.0,1.0,1.0,0.0,-0.0072769895,-0.0072769895,0.15509722,0.19418016,0.039082944,0.35999805,-0.0673196,-0.42731765,0.39288464,-0.036788564,-0.4296732,0.38750592,-0.0020146498,-0.38952056
557,42166,1.0,1.0,0.0,1.0,1.0,0.0,-0.0032048821,-0.0032048821,0.33434072,0.5068628,0.1725221,0.41131344,0.22282083,-0.18849261,0.4121609,0.23457284,-0.17758806,0.44143108,0.29879007,-0.14264101
558,42171,1.0,1.0,0.0,1.0,1.0,0.0,-0.00021740422,-0.00021740422,-0.3100274,-0.19209056,0.117936835,0.3131316,0.006379607,-0.306752,0.29630372,-0.016565219,-0.31286895,0.27402157,-0.041046377,-0.31506795
559,42214,1.0,1.0,0.0,1.0,1.0,0.0,0.0030838624,0.0030838624,0.5383091,0.5601952,0.02188611,0.5215603,0.3683514,-0.15320891,0.5262942,0.36725417,-0.15904,0.5542755,0.419187,-0.1350885
560,42224,1.0,3.0,2.0,1.0,1.0,0.0,-0.009358503,-0.009358503,0.35565576,0.30905813,-0.04659763,0.08559674,0.1621032,0.076506466,0.08062326,0.16030055,0.07967729,0.11884606,0.18967016,0.0708241
561,42238,1.0,2.0,1.0,3.0,2.0,-1.0,-0.008736312,-0.008736312,0.3595413,0.4430327,0.083491415,0.12523448,0.1165985,-0.008635983,0.101183444,0.10145784,0.00027439743,0.1382805,0.14382991,0.005549416
562,42299,3.0,1.0,-2.0,1.0,1.0,0.0,-0.0023051314,-0.0023051314,0.3524421,0.36769393,0.015251845,0.111213006,0.09538358,-0.015829429,0.16312383,0.09941743,-0.0637064,0.20864387,0.1400075,-0.06863637
563,42473,1.0,2.0,1.0,1.0,1.0,0.0,-0.0032216199,-0.0032216199,0.43597752,0.43239442,-0.0035831034,0.40148184,0.39346927,-0.008012563,0.40712357,0.38858432,-0.01853925,0.41894484,0.40648887,-0.01245597
564,42563,1.0,1.0,0.0,1.0,1.0,0.0,0.003188625,0.003188625,0.2750462,0.26189232,-0.013153881,0.23767377,0.5158358,0.27816206,0.2410025,0.53785187,0.29684937,0.25502107,0.54092467,0.2859036
565,42642,17.0,33.0,16.0,18.0,9.0,-9.0,0.0011347961,0.0011347961,0.28297907,0.29015607,0.0071769953,-0.008048805,0.06997487,0.07802367,-0.044686805,0.023418607,0.068105415,0.0011392975,0.06795348,0.066814184
566,42648,125.0,96.0,-29.0,16.0,12.0,-4.0,-0.00022493489,-0.00022493489,0.66918063,0.7237127,0.05453205,0.48996335,0.24798977,-0.24197358,0.50564295,0.24896438,-0.25667858,0.56343836,0.32669908,-0.23673928
567,42697,2.0,1.0,-1.0,1.0,1.0,0.0,0.0063725375,0.0063725375,0.09697828,0.17098366,0.07400538,0.12422819,0.13897553,0.014747344,0.13466758,0.15139449,0.016726911,0.14375132,0.16229954,0.01854822
568,42781,46.0,34.0,-12.0,9.0,19.0,10.0,0.0022049062,0.0022049062,0.33986238,0.31644955,-0.023412824,-0.029297754,0.015933938,0.045231692,-0.039770633,0.00092590903,0.040696543,6.0360344e-05,0.042539313,0.042478953
569,42851,1.0,2.0,1.0,1.0,1.0,0.0,-0.007919781,-0.007919781,0.11053899,0.092311196,-0.018227793,0.024250139,0.092800304,0.06855017,0.014031348,0.10001488,0.08598353,0.022739507,0.10440318,0.081663676
570,42912,4.0,3.0,-1.0,7.0,2.0,-5.0,0.002140917,0.002140917,0.14750835,0.09533055,-0.0521778,0.06838834,0.06621636,-0.0021719858,0.06703271,0.075175285,0.008142576,0.07867137,0.08100789,0.002336517
571,42946,11.0,4.0,-7.0,2.0,2.0,0.0,-0.00119894,-0.00119894,0.5903139,0.59598017,0.005666256,0.45180443,0.44791362,-0.0038908124,0.47339463,0.45406178,-0.019332856,0.5177196,0.48428905,-0.033430576
572,42980,1.0,1.0,0.0,1.0,1.0,0.0,-0.003738463,-0.003738463,0.4395813,0.34979358,-0.08978772,0.15101863,-0.113284774,-0.26430342,0.13796005,-0.110876314,-0.24883637,0.17934214,-0.06224853,-0.24159066
573,43107,6.0,6.0,0.0,5.0,7.0,2.0,-0.002519548,-0.002519548,0.18365191,0.09544417,-0.08820774,-0.01783297,-0.11826889,-0.10043592,-0.019852644,-0.122121714,-0.10226907,0.011239643,-0.10305298,-0.11429262
574,43156,1.0,1.0,0.0,1.0,1.0,0.0,-0.00068062916,-0.00068062916,0.24367882,0.10068599,-0.14299282,0.2020542,0.20170237,-0.00035183132,0.20685954,0.20982273,0.0029631853,0.22467764,0.21239749,-0.012280151
575,43157,1.0,1.0,0.0,1.0,1.0,0.0,0.0016387701,0.0016387701,0.73476464,0.78331447,0.04854983,0.5253757,0.3914356,-0.13394013,0.5251495,0.39192906,-0.13322046,0.5733267,0.5096163,-0.06371039
576,43159,1.0,1.0,0.0,6.0,5.0,-1.0,0.0043906234,0.0043906234,0.44915697,0.41008183,-0.039075136,0.065106,0.13912898,0.074022986,0.13091232,0.17520979,0.04429747,0.22179945,0.24284504,0.021045595
577,43164,1.0,1.0,0.0,2.0,2.0,0.0,-0.004377216,-0.004377216,-0.0072896685,-0.017734598,-0.01044493,-0.1335156,0.019906724,0.15342233,-0.15007308,0.012369502,0.16244258,-0.14331378,0.0094314795,0.15274526
578,43224,4.0,10.0,6.0,1.0,10.0,9.0,-0.007459946,-0.007459946,0.080023244,0.09486186,0.014838614,0.09537558,0.09815733,0.0027817488,0.09352634,0.0820631,-0.01146324,0.09686612,0.08951192,-0.0073542
579,43250,10.0,21.0,11.0,4.0,3.0,-1.0,-0.006925773,-0.006925773,0.12505569,0.08553,-0.039525688,0.047502685,-0.015674718,-0.06317741,0.07597405,-0.010921617,-0.08689567,0.0885599,5.1305728e-05,-0.0885086
580,43288,1.0,1.0,0.0,1.0,1.0,0.0,-0.0024550594,-0.0024550594,0.36800218,0.2792358,-0.088766366,0.031775836,-0.068131424,-0.099907264,0.033207092,-0.07603611,-0.1092432,0.054158095,-0.058738817,-0.11289691
581,43428,5.0,7.0,2.0,1.0,1.0,0.0,0.0028113984,0.0028113984,0.54356194,0.623711,0.080149055,0.3154669,0.30496618,-0.010500729,0.30465317,0.30258438,-0.0020687878,0.4132583,0.40305716,-0.010201156
582,43429,1.0,1.0,0.0,1.0,1.0,0.0,0.0020750687,0.0020750687,0.5999867,0.6226158,0.022629142,0.57265943,0.4168397,-0.15581974,0.5661684,0.4010794,-0.16508904,0.59178054,0.446405,-0.14537555
583,43445,2.0,1.0,-1.0,1.0,1.0,0.0,-0.002365496,-0.002365496,0.038812507,-0.033416104,-0.07222861,-0.04783933,-0.3449079,-0.2970686,-0.03388311,-0.33517295,-0.30128986,-0.026964407,-0.3177464,-0.290782
584,43465,10.0,23.0,13.0,11.0,8.0,-3.0,-0.00046192482,-0.00046192482,0.029108007,0.0051899543,-0.023918051,-0.008505001,-0.13260151,-0.12409651,-0.019193267,-0.1354676,-0.116274334,-0.01630196,-0.1263674,-0.110065445
585,43500,1.0,1.0,0.0,2.0,3.0,1.0,0.0014765002,0.0014765002,0.5568693,0.56321,0.0063406825,0.33718008,0.34837642,0.011196345,0.33035523,0.3559988,0.025643587,0.3766712,0.3951613,0.018490106
586,43619,1.0,1.0,0.0,1.0,2.0,1.0,0.0010996982,0.0010996982,0.6951572,0.6357889,-0.059368253,0.023851028,0.105297826,0.0814468,0.054376777,0.14397027,0.089593485,0.19809696,0.2993148,0.101217836
587,43675,1.0,2.0,1.0,1.0,1.0,0.0,-0.0050526746,-0.0050526746,0.08422561,0.087423675,0.0031980649,0.0044459077,0.16580048,0.16135457,0.017033711,0.18298897,0.16595526,0.029067196,0.18482615,0.15575895
588,43689,1.0,1.0,0.0,6.0,4.0,-2.0,0.0007381737,0.0007381737,0.34961885,0.36073324,0.011114389,0.31607872,-0.1472672,-0.46334592,0.32609016,-0.12832008,-0.45441025,0.35558948,-0.06540434,-0.4209938
589,43746,6.0,1.0,-5.0,2.0,2.0,0.0,0.003270667,0.003270667,0.3617528,0.42775825,0.06600544,0.157369,0.1466241,-0.0107448995,0.1537269,0.13717893,-0.016547978,0.21384251,0.20548515,-0.008357361
590,43818,1.0,1.0,0.0,1.0,1.0,0.0,7.0035458e-06,7.0035458e-06,0.5368919,0.5028462,-0.034045696,0.3543418,0.40338123,0.049039423,0.36273998,0.41225347,0.04951349,0.43107855,0.4410543,0.009975761
591,43820,1.0,1.0,0.0,1.0,1.0,0.0,-0.004132226,-0.004132226,0.431953,0.49682876,0.06487575,-0.19267069,0.2785412,0.4712119,-0.20894082,0.29865518,0.507596,-0.14325003,0.3752041,0.51845413
592,43852,24.0,12.0,-12.0,19.0,5.0,-14.0,0.004983442,0.004983442,0.8077989,0.8554417,0.047642767,0.589825,0.44145122,-0.14837375,0.59974164,0.45885757,-0.14088407,0.65866745,0.56231564,-0.0963518
593,43950,1.0,1.0,0.0,2.0,1.0,-1.0,-0.000536263,-0.000536263,0.6548438,0.6101393,-0.044704497,0.72055054,0.24849951,-0.47205102,0.7330639,0.26324826,-0.4698156,0.74223596,0.3529879,-0.38924807
594,43984,1.0,1.0,0.0,1.0,1.0,0.0,0.0015564561,0.0015564561,-0.0053306506,0.06211075,0.0674414,-0.21411619,-0.21932137,-0.005205184,-0.2405457,-0.24310158,-0.002555877,-0.23861976,-0.23543766,0.0031820983
595,44052,1.0,1.0,0.0,1.0,1.0,0.0,-0.0011322089,-0.0011322089,0.02244038,0.18880291,0.16636254,0.3476095,0.25831047,-0.08929902,0.3447457,0.26492628,-0.07981941,0.3392747,0.28359437,-0.055680335
596,44097,3.0,4.0,1.0,1.0,1.0,0.0,-0.0074278302,-0.0074278302,0.089753956,-0.0494534,-0.13920736,0.09660282,0.13090572,0.034302898,0.10266583,0.11926393,0.016598105,0.10877725,0.10732833,-0.0014489144
597,44107,7.0,5.0,-2.0,15.0,37.0,22.0,-0.0026069283,-0.0026069283,0.07294108,0.13722521,0.06428413,0.030013314,0.008105605,-0.02190771,-0.043368038,-0.04341624,-4.820153e-05,-0.030117748,-0.020023517,0.010094231
598,44138,3.0,2.0,-1.0,2.0,2.0,0.0,0.0007454902,0.0007454902,0.2930735,0.3914792,0.09840569,0.35247022,0.39618036,0.043710142,0.37513942,0.41068238,0.035542965,0.3846236,0.4235373,0.038913727
599,44144,20.0,43.0,23.0,1.0,8.0,7.0,-0.008434478,-0.008434478,0.17532416,0.16419826,-0.011125892,0.04544191,0.067588925,0.022147015,0.03429206,0.062692925,0.028400864,0.056683667,0.08174452,0.025060855
600,44184,50.0,137.0,87.0,4.0,5.0,1.0,-0.0066681337,-0.0066681337,-0.17450501,-0.43215373,-0.2576487,-0.3312651,-0.1472115,0.18405358,-0.32902315,-0.14420284,0.18482031,-0.34164098,-0.18606898,0.155572
601,44324,1.0,1.0,0.0,1.0,1.0,0.0,0.0006570183,0.0006570183,0.55856127,0.49523368,-0.06332758,0.32810748,0.39481828,0.0667108,0.33498862,0.40758234,0.07259372,0.37475815,0.43154648,0.056788325
602,44339,1.0,1.0,0.0,1.0,1.0,0.0,-0.0045858286,-0.0045858286,0.50543696,0.46411362,-0.041323334,0.43428132,0.44498816,0.010706842,0.46611962,0.47309798,0.006978363,0.4932161,0.48406085,-0.009155244
603,44369,23.0,25.0,2.0,2.0,3.0,1.0,-0.0015032534,-0.0015032534,0.42190793,0.45854348,0.036635548,0.35592356,0.07215311,-0.28377044,0.36514872,0.05187308,-0.31327564,0.40819865,0.11413847,-0.29406017
604,44412,1.0,1.0,0.0,2.0,2.0,0.0,0.000679858,0.000679858,0.26954174,0.20508568,-0.06445606,0.13514256,0.101134606,-0.03400796,0.124532096,0.086339094,-0.038193002,0.15817426,0.104561314,-0.053612947
605,44705,87.0,99.0,12.0,17.0,15.0,-2.0,-0.0018800385,-0.0018800385,0.0738045,-0.04779313,-0.12159763,0.0954083,0.06474136,-0.03066694,0.09272512,0.058347646,-0.034377474,0.0961771,0.050988283,-0.045188818
606,44720,1.0,1.0,0.0,1.0,1.0,0.0,-0.0060235225,-0.0060235225,0.03218214,0.041129753,0.008947615,0.050774127,0.2138161,0.16304198,0.050988298,0.2430077,0.1920194,0.053612348,0.2451824,0.19157004
607,44729,11.0,11.0,0.0,1.0,1.0,0.0,0.0029310882,0.0029310882,0.1602458,0.13148086,-0.028764948,0.13806966,0.09041416,-0.0476555,0.1325161,0.05424448,-0.07827162,0.15399882,0.07199702,-0.082001805
608,44736,8.0,14.0,6.0,1.0,1.0,0.0,-0.0048696324,-0.0048696324,-0.06512508,-0.11793816,-0.052813083,-0.13253392,-0.11088701,0.02164691,-0.1320404,-0.11170553,0.02033487,-0.12891369,-0.11788255,0.011031136
609,44844,1.0,1.0,0.0,1.0,1.0,0.0,-0.00449815,-0.00449815,0.023083022,0.060563035,0.03748001,0.16052222,0.015520045,-0.14500217,0.17095163,-0.0013817535,-0.17233339,0.17147979,0.006344374,-0.16513541
