eval_index,nsd_image_id,predclip_image_rank_neighbor0,predclip_image_rank_neighbor_low,predclip_image_rank_delta_low_minus_zero,predclip_brain_rank_neighbor0,predclip_brain_rank_neighbor_low,predclip_brain_rank_delta_low_minus_zero,predclip_image_score_delta_low_minus_zero,predclip_brain_score_delta_low_minus_zero,blurry_pixcorr_neighbor0,blurry_pixcorr_neighbor_low,blurry_pixcorr_delta_low_minus_zero,recons_pixcorr_neighbor0,recons_pixcorr_neighbor_low,recons_pixcorr_delta_low_minus_zero,enhanced_pixcorr_neighbor0,enhanced_pixcorr_neighbor_low,enhanced_pixcorr_delta_low_minus_zero,enhanced_evalmix_pixcorr_neighbor0,enhanced_evalmix_pixcorr_neighbor_low,enhanced_evalmix_pixcorr_delta_low_minus_zero
228,19074,3.0,4.0,1.0,2.0,1.0,-1.0,0.00096556917,0.00096556917,-0.0172405,0.10593691,0.12317741,-0.037779726,0.017091053,0.054870777,-0.054786325,0.025539657,0.08032598,-0.05459873,0.03641885,0.09101758
229,19181,14.0,22.0,8.0,109.0,244.0,135.0,-0.005537088,-0.005537088,0.21200034,0.24087155,0.028871208,-0.05538667,-0.010605699,0.04478097,-0.08456891,-0.026181009,0.0583879,-0.042073227,0.010788471,0.052861698
230,19199,1.0,1.0,0.0,1.0,1.0,0.0,-0.003507208,-0.003507208,0.6452758,0.63777727,-0.0074985027,0.4949081,0.5892104,0.0943023,0.50878567,0.60720694,0.098421276,0.5557115,0.63011295,0.07440144
231,19200,1.0,1.0,0.0,1.0,1.0,0.0,-0.00567038,-0.00567038,0.720958,0.71722037,-0.0037376285,0.57226783,0.43393752,-0.13833031,0.5805107,0.43094242,-0.14956826,0.6143261,0.49484962,-0.1194765
232,19292,1.0,1.0,0.0,1.0,1.0,0.0,-0.0047626533,-0.0047626533,0.34712914,0.26747134,-0.07965779,0.32885605,0.31678012,-0.012075931,0.343186,0.35533634,0.012150347,0.36248383,0.36541566,0.0029318333
233,19436,2.0,1.0,-1.0,1.0,1.0,0.0,-0.0014078431,-0.0014078431,0.48786882,0.5839302,0.09606138,0.16141428,0.28286874,0.12145446,0.15862598,0.2703374,0.11171143,0.20490837,0.32738945,0.12248108
234,19573,3.0,12.0,9.0,3.0,6.0,3.0,-0.006728595,-0.006728595,0.6950206,0.7459439,0.050923288,0.552955,0.610559,0.057604015,0.55949724,0.6110153,0.051518083,0.60383534,0.64814,0.04430467
235,19642,5.0,3.0,-2.0,7.0,8.0,1.0,0.00021626055,0.00021626055,0.36018145,0.37348673,0.013305277,0.075411506,0.061187536,-0.0142239705,0.10255384,0.083405145,-0.019148692,0.16308874,0.14998578,-0.013102964
236,19672,114.0,109.0,-5.0,14.0,4.0,-10.0,0.0029771514,0.0029771514,0.26442304,0.3110041,0.04658106,-0.20462045,-0.21444827,-0.009827822,-0.2079848,-0.22175933,-0.013774529,-0.19263797,-0.20297952,-0.010341555
237,19690,3.0,4.0,1.0,2.0,2.0,0.0,0.0011118315,0.0011118315,0.09280898,0.17988347,0.08707449,0.32077843,0.26970994,-0.051068485,0.3290386,0.26523593,-0.06380266,0.3367455,0.28045988,-0.05628562
238,19933,38.0,41.0,3.0,18.0,2.0,-16.0,0.00034008548,0.00034008548,0.18949799,0.13113639,-0.058361605,0.064841,0.05310562,-0.011735383,0.06219938,0.052903112,-0.009296268,0.07723272,0.06324644,-0.013986282
239,20054,1.0,4.0,3.0,2.0,3.0,1.0,-0.009733051,-0.009733051,0.07883718,-0.15335108,-0.23218825,0.07959807,-0.10420951,-0.18380758,0.12172111,-0.066579826,-0.18830094,0.122285426,-0.0777707,-0.20005614
240,20064,2.0,2.0,0.0,1.0,1.0,0.0,-0.0013629906,-0.0013629906,0.06345191,0.010727313,-0.052724596,-0.008925239,-0.08435546,-0.07543022,-0.01303828,-0.08201141,-0.06897313,-0.0028470163,-0.074191645,-0.07134463
241,20080,1.0,2.0,1.0,5.0,8.0,3.0,-0.004936751,-0.004936751,-0.029356215,-0.110992536,-0.081636325,0.44473156,-0.17444305,-0.6191746,0.46426454,-0.15905721,-0.6233218,0.44680917,-0.16263913,-0.6094483
242,20206,1.0,1.0,0.0,1.0,1.0,0.0,-0.008447997,-0.008447997,0.020848315,-0.09047074,-0.11131905,-0.04142866,-0.041686364,-0.0002577044,-0.060026128,-0.05599132,0.004034806,-0.04870376,-0.06291749,-0.014213733
243,20223,1.0,1.0,0.0,3.0,3.0,0.0,-0.001389727,-0.001389727,-0.20060155,0.01842203,0.21902359,0.7250548,0.69370663,-0.03134817,0.7429106,0.71672255,-0.026188076,0.7240413,0.707961,-0.01608026
244,20265,167.0,114.0,-53.0,17.0,7.0,-10.0,0.0037579574,0.0037579574,0.5472865,0.60568017,0.058393657,-0.078207105,0.35747084,0.43567795,-0.047550365,0.37312496,0.42067534,0.010982618,0.42951426,0.41853166
245,20307,1.0,7.0,6.0,1.0,1.0,0.0,-0.008391693,-0.008391693,0.51431555,0.59551686,0.081201315,0.7250339,0.48976597,-0.2352679,0.7456249,0.51543134,-0.23019356,0.7484269,0.5619207,-0.18650621
246,20442,1.0,2.0,1.0,1.0,1.0,0.0,-0.011707444,-0.011707444,-0.004924284,-0.015204589,-0.0102803055,0.11432481,0.12375678,0.009431973,0.117549874,0.13232593,0.0147760585,0.10595908,0.120226435,0.014267355
247,20633,34.0,17.0,-17.0,8.0,8.0,0.0,0.0031362586,0.0031362586,0.17158848,0.067414984,-0.1041735,-0.04629543,-0.11347947,-0.067184046,-0.048034303,-0.109094314,-0.06106001,-0.032577213,-0.09715849,-0.064581275
248,20650,20.0,21.0,1.0,1.0,1.0,0.0,0.000582302,0.000582302,0.13110249,-0.087265454,-0.21836793,-0.11200512,0.043987256,0.15599237,-0.11245461,0.03756888,0.15002349,-0.08811977,0.021794213,0.10991398
249,20702,1.0,1.0,0.0,2.0,2.0,0.0,-0.0023757443,-0.0023757443,-0.033391915,-0.06204021,-0.028648295,-0.07826967,-0.24912919,-0.17085952,-0.08426516,-0.264258,-0.17999284,-0.08089478,-0.24663822,-0.16574344
250,20738,1.0,1.0,0.0,1.0,1.0,0.0,0.0006266758,0.0006266758,0.580578,0.57426465,-0.0063133836,0.53404266,0.49690622,-0.037136436,0.5798961,0.5560057,-0.023890376,0.6008551,0.58764756,-0.013207555
251,20777,61.0,152.0,91.0,3.0,9.0,6.0,-0.0067293625,-0.0067293625,0.17874941,0.07869018,-0.10005923,0.25630018,-0.168719,-0.42501917,0.25887844,-0.21543983,-0.47431827,0.2634546,-0.1870556,-0.4505102
252,20820,11.0,7.0,-4.0,25.0,29.0,4.0,-0.00012979656,-0.00012979656,-0.01703373,-0.028043294,-0.011009565,-0.055525504,-0.100863986,-0.04533848,-0.038195018,-0.09228897,-0.054093953,-0.038946737,-0.09135242,-0.05240568
253,21108,2.0,1.0,-1.0,3.0,2.0,-1.0,0.005483173,0.005483173,0.52392733,0.48191848,-0.042008847,0.23938616,0.2459492,0.0065630376,0.24666317,0.25358793,0.0069247633,0.33836052,0.32517853,-0.013181984
254,21192,1.0,1.0,0.0,1.0,1.0,0.0,-0.008428063,-0.008428063,0.08394543,-0.095139414,-0.17908484,-0.015246263,0.16222706,0.17747332,0.0051756757,0.18446164,0.17928596,0.019372389,0.14473923,0.12536684
255,21194,10.0,10.0,0.0,9.0,16.0,7.0,-0.0050655697,-0.0050655697,0.34784335,0.3788321,0.030988753,0.094004616,0.15050443,0.05649981,0.03382969,0.0915441,0.05771441,0.1358638,0.16580455,0.029940754
256,21197,1.0,1.0,0.0,1.0,1.0,0.0,-0.002549164,-0.002549164,0.061638534,0.39297244,0.3313339,0.27665597,0.15144889,-0.12520708,0.2892123,0.15293992,-0.13627237,0.29088035,0.196356,-0.094524354
257,21218,9.0,7.0,-2.0,4.0,3.0,-1.0,0.00033104047,0.00033104047,0.01336195,0.049296062,0.035934113,-0.016679067,-0.023344418,-0.006665351,-0.030438865,-0.022713576,0.007725289,-0.029499715,-0.017176386,0.012323329
258,21253,1.0,1.0,0.0,1.0,1.0,0.0,-0.002320554,-0.002320554,0.78163385,0.74393135,-0.0377025,0.7041651,0.7328694,0.028704286,0.71097934,0.7384749,0.027495563,0.7451915,0.7569328,0.011741281
259,21279,14.0,9.0,-5.0,1.0,1.0,0.0,0.0056217834,0.0056217834,0.33757815,0.24311264,-0.09446551,0.52087253,0.40041694,-0.12045559,0.5380141,0.4302798,-0.10773432,0.5473162,0.4456972,-0.101619005
260,21318,2.0,4.0,2.0,1.0,1.0,0.0,-0.0039754175,-0.0039754175,-0.3973274,-0.36858156,0.02874583,-0.21834658,-0.18382153,0.03452505,-0.23938489,-0.20017,0.039214894,-0.28124228,-0.24248075,0.038761526
261,21508,15.0,19.0,4.0,3.0,3.0,0.0,-0.0064307824,-0.0064307824,0.7934563,0.76456535,-0.028890967,0.31972638,0.38936338,0.069637,0.3052827,0.38558686,0.080304146,0.40681595,0.46795106,0.061135113
262,21526,1.0,1.0,0.0,1.0,1.0,0.0,0.0020642318,0.0020642318,0.29349965,0.28364,-0.009859651,0.38184568,0.15802617,-0.22381951,0.38249457,0.16489589,-0.21759868,0.3826519,0.18898274,-0.19366916
263,21553,4.0,4.0,0.0,1.0,1.0,0.0,-0.0035619214,-0.0035619214,0.7382915,0.70304364,-0.035247862,0.6918293,0.61054176,-0.08128756,0.701272,0.61820585,-0.083066165,0.72507334,0.6501266,-0.07494676
264,21601,1.0,1.0,0.0,1.0,1.0,0.0,-0.009780422,-0.009780422,0.17215694,0.24010693,0.06794998,0.13844238,0.1935971,0.05515471,0.14011043,0.20719674,0.06708631,0.16001122,0.21906617,0.059054956
265,21703,5.0,3.0,-2.0,6.0,3.0,-3.0,0.0032351613,0.0032351613,0.24238093,0.33574033,0.093359396,0.1157426,0.13775373,0.022011124,0.12304606,0.14312232,0.020076253,0.15077919,0.18522926,0.03445007
266,21950,1.0,1.0,0.0,1.0,1.0,0.0,-0.0056317076,-0.0056317076,0.18285103,0.2398342,0.056983173,0.28152192,0.09166882,-0.1898531,0.29322234,0.10111801,-0.19210432,0.3082452,0.1368738,-0.17137142
267,21989,3.0,5.0,2.0,1.0,1.0,0.0,-0.0010384955,-0.0010384955,0.18526565,0.14507198,-0.040193662,0.056685712,0.022622745,-0.034062967,0.0416478,0.00680932,-0.03483848,0.059857342,0.02274411,-0.037113234
268,22138,4.0,3.0,-1.0,2.0,2.0,0.0,-0.0018189512,-0.0018189512,0.18728684,0.10865929,-0.07862755,-0.4624815,-0.22431448,0.23816702,-0.4835641,-0.24234557,0.24121854,-0.46728593,-0.22383152,0.24345441
269,22143,6.0,1.0,-5.0,2.0,1.0,-1.0,0.006305389,0.006305389,0.66955984,0.646804,-0.022755861,0.13572767,0.2288475,0.09311983,0.111559235,0.21462977,0.103070535,0.19810216,0.27798733,0.07988517
270,22155,12.0,8.0,-4.0,2.0,4.0,2.0,0.00029602647,0.00029602647,0.46205744,0.49205154,0.0299941,0.2749799,0.3035552,0.028575301,0.27804372,0.28733593,0.009292215,0.3074633,0.3282765,0.020813197
271,22263,5.0,4.0,-1.0,1.0,1.0,0.0,0.0039791986,0.0039791986,-0.10108871,-0.08564641,0.015442297,0.14347523,-0.02105917,-0.1645344,0.14291653,-0.004967682,-0.14788422,0.12856127,-0.0153863,-0.14394757
272,22387,1.0,1.0,0.0,1.0,1.0,0.0,-0.006156143,-0.006156143,0.18164127,0.13382107,-0.047820196,0.03634927,0.11382305,0.077473775,0.043622795,0.12634738,0.082724586,0.06159897,0.13288966,0.07129069
273,22495,4.0,6.0,2.0,1.0,1.0,0.0,-0.004599966,-0.004599966,0.35257757,0.3847482,0.032170624,0.27858067,0.2234865,-0.055094168,0.28371513,0.22778974,-0.055925384,0.31597674,0.27433902,-0.04163772
274,22505,5.0,3.0,-2.0,4.0,2.0,-2.0,0.0015329719,0.0015329719,-0.22842638,-0.0077805705,0.22064582,0.09089954,0.1531762,0.06227666,0.10101515,0.16050294,0.05948779,0.07037146,0.15285946,0.08248801
275,22515,4.0,8.0,4.0,2.0,1.0,-1.0,-0.00701192,-0.00701192,0.46520317,0.43877771,-0.026425451,-0.06269477,-0.023754232,0.03894054,-0.052689064,-0.018829618,0.033859447,0.0036435316,0.040477775,0.036834244
276,22523,1.0,1.0,0.0,1.0,1.0,0.0,-0.003179431,-0.003179431,-0.020685732,-0.019025426,0.001660306,0.16716284,0.22380042,0.056637585,0.18170595,0.23363751,0.05193156,0.17428699,0.22527108,0.050984085
277,22530,44.0,57.0,13.0,3.0,2.0,-1.0,-0.0001876168,-0.0001876168,0.59728503,0.56688404,-0.030400991,0.5444649,0.42565566,-0.11880922,0.54849964,0.440097,-0.10840264,0.57352465,0.48481113,-0.08871353
278,22585,2.0,1.0,-1.0,1.0,1.0,0.0,0.0035551712,0.0035551712,0.102462456,0.11528717,0.012824714,0.028035674,-0.018553387,-0.04658906,0.01527824,-0.052222293,-0.06750053,0.028564677,-0.036442187,-0.06500687
279,22587,2.0,4.0,2.0,1.0,1.0,0.0,-0.0013534725,-0.0013534725,-0.1590218,-0.13105784,0.027963951,0.002117302,0.086775616,0.08465832,0.021303056,0.081470236,0.06016718,-0.018183025,0.049866468,0.06804949
280,22772,4.0,2.0,-2.0,1.0,1.0,0.0,0.0017061941,0.0017061941,0.36388338,0.39759785,0.033714473,0.33910298,0.32776847,-0.011334509,0.3428212,0.32912984,-0.013691366,0.37349036,0.37851328,0.005022913
281,22782,18.0,14.0,-4.0,2.0,1.0,-1.0,0.002460979,0.002460979,-0.3482217,-0.3574492,-0.009227514,-0.25139883,-0.21841145,0.032987386,-0.2602518,-0.2179163,0.042335495,-0.27950227,-0.23993017,0.039572105
282,22794,7.0,2.0,-5.0,2.0,1.0,-1.0,0.0013070852,0.0013070852,0.1872051,0.13709775,-0.05010736,0.14867216,0.17238882,0.023716658,0.1662308,0.18452102,0.018290222,0.17969994,0.18262911,0.002929166
283,22809,2.0,5.0,3.0,1.0,2.0,1.0,-0.009168431,-0.009168431,-0.013160505,0.0020123103,0.015172816,0.03508161,0.03302831,-0.0020533018,0.02768597,0.02990178,0.0022158101,0.025096236,0.02940012,0.0043038838
284,22845,1.0,4.0,3.0,1.0,1.0,0.0,-0.003269963,-0.003269963,0.6127962,0.7122292,0.099433005,0.46078178,0.4691545,0.008372724,0.47554973,0.48085657,0.00530684,0.52499753,0.5396345,0.014636993
285,22873,5.0,16.0,11.0,9.0,5.0,-4.0,-0.00199664,-0.00199664,0.3549322,0.47301582,0.118083626,0.167687,0.16147333,-0.006213665,0.17083195,0.15422237,-0.01660958,0.21309185,0.21222207,-0.0008697808
286,22879,4.0,2.0,-2.0,1.0,1.0,0.0,-0.001840096,-0.001840096,0.12840286,0.21023345,0.08183059,0.08002491,0.18471268,0.104687765,0.08956766,0.19536926,0.1058016,0.09998335,0.20602071,0.10603736
287,22886,1.0,1.0,0.0,2.0,3.0,1.0,-0.005008608,-0.005008608,0.16901688,0.13832843,-0.03068845,0.09908514,-0.027126316,-0.12621145,0.0505849,-0.047217004,-0.09780191,0.08053973,-0.012809185,-0.09334892
288,22957,2.0,2.0,0.0,1.0,1.0,0.0,-0.0024846569,-0.0024846569,-0.11878021,-0.21081936,-0.09203915,-0.050601255,0.05386232,0.10446358,-0.047192495,0.053629853,0.100822344,-0.058252323,0.030274427,0.08852675
289,22967,1.0,1.0,0.0,1.0,1.0,0.0,-0.0047132373,-0.0047132373,0.3275757,0.14478932,-0.18278639,0.0018074282,0.22806187,0.22625445,0.013788617,0.24169172,0.22790311,0.060101554,0.24800651,0.18790495
290,22993,2.0,1.0,-1.0,4.0,4.0,0.0,0.0027789026,0.0027789026,0.24823979,0.42807424,0.17983446,0.38359618,0.63941044,0.25581425,0.38810942,0.65959865,0.27148923,0.39402422,0.65870863,0.2646844
291,23036,1.0,3.0,2.0,1.0,5.0,4.0,-0.011269674,-0.011269674,0.44987807,0.4963539,0.046475828,0.55736625,0.52115834,-0.036207914,0.5509551,0.5213275,-0.029627621,0.5744975,0.5489468,-0.025550723
292,23241,28.0,13.0,-15.0,8.0,5.0,-3.0,0.002951242,0.002951242,-0.09402016,-0.16521603,-0.07119587,-0.0666597,-0.10115868,-0.034498982,-0.07349703,-0.09430139,-0.02080436,-0.08240633,-0.10781965,-0.02541332
293,23492,212.0,277.0,65.0,6.0,9.0,3.0,-0.0022245534,-0.0022245534,0.4405913,0.43146676,-0.009124547,-0.2062109,-0.10181187,0.104399025,-0.22685815,-0.11084102,0.11601713,-0.18201002,-0.0641283,0.11788172
294,23715,16.0,23.0,7.0,1.0,1.0,0.0,-0.0026644915,-0.0026644915,0.089045994,0.27265286,0.18360686,0.1453729,0.17114043,0.025767535,0.1002462,0.11860213,0.018355928,0.11009469,0.15454935,0.044454657
295,23729,1.0,1.0,0.0,1.0,1.0,0.0,-0.0031539164,-0.0031539164,-0.009845252,0.07385979,0.08370504,0.3540523,0.32320485,-0.03084746,0.35941324,0.30783337,-0.051579863,0.3503855,0.3111219,-0.039263576
296,23871,68.0,28.0,-40.0,9.0,2.0,-7.0,0.007844267,0.007844267,0.23362535,0.14464423,-0.08898112,0.09647505,-0.23328923,-0.32976428,0.07920857,-0.25042146,-0.32963002,0.1093062,-0.22901471,-0.3383209
297,23876,2.0,3.0,1.0,1.0,1.0,0.0,-0.004007317,-0.004007317,0.076423794,0.12591402,0.04949023,-0.20094644,-0.15235335,0.04859309,-0.19650263,-0.15068267,0.045819953,-0.16716398,-0.124917105,0.04224688
298,23883,71.0,80.0,9.0,78.0,92.0,14.0,-0.0017929394,-0.0017929394,0.30443138,0.2739778,-0.030453593,0.12175808,-0.015795564,-0.13755365,0.09892458,-0.0058075353,-0.10473211,0.13509648,0.030846003,-0.104250476
299,23993,2.0,1.0,-1.0,1.0,1.0,0.0,0.0006017387,0.0006017387,0.008222919,0.1447761,0.13655318,0.15576874,-0.032625873,-0.1883946,0.17299783,-0.02249436,-0.1954922,0.16300006,-0.0055374783,-0.16853754
300,24202,1.0,1.0,0.0,2.0,1.0,-1.0,-0.008187979,-0.008187979,0.18575817,0.36289886,0.17714068,0.2906074,0.13508429,-0.1555231,0.29451233,0.14446782,-0.15004452,0.29886153,0.17958789,-0.11927365
301,24214,12.0,4.0,-8.0,25.0,18.0,-7.0,0.0046573654,0.0046573654,0.463192,0.5816287,0.118436694,0.25702873,0.38523918,0.12821046,0.3006632,0.4505116,0.1498484,0.38182595,0.51664484,0.13481888
302,24264,1.0,1.0,0.0,1.0,1.0,0.0,-0.0028648525,-0.0028648525,0.29461372,0.21665932,-0.0779544,0.25499323,0.21340257,-0.04159066,0.25077978,0.21755992,-0.03321986,0.26837602,0.22219452,-0.0461815
303,24317,7.0,17.0,10.0,2.0,3.0,1.0,-0.0051169656,-0.0051169656,0.342856,0.38532716,0.04247117,0.22662301,0.18673606,-0.03988695,0.23108001,0.20627806,-0.024801955,0.2656436,0.24266005,-0.022983551
304,24480,39.0,25.0,-14.0,4.0,7.0,3.0,0.00034818053,0.00034818053,0.05539053,-0.026450489,-0.08184102,0.018107438,-0.008085866,-0.026193306,0.018807322,-0.007228638,-0.02603596,0.023232961,-0.009391801,-0.032624763
305,24517,5.0,16.0,11.0,7.0,5.0,-2.0,-0.0024923459,-0.0024923459,-0.009952826,0.040696505,0.05064933,0.06362772,0.1016998,0.03807208,0.04322398,0.08554674,0.04232276,0.042103983,0.088313445,0.046209462
306,24530,3.0,4.0,1.0,5.0,5.0,0.0,-0.00066418946,-0.00066418946,-0.3237236,-0.40357602,-0.0798524,0.20109822,0.010732765,-0.19036545,0.18417436,0.018783478,-0.16539088,0.12392761,-0.031899102,-0.15582672
307,24560,1.0,1.0,0.0,1.0,1.0,0.0,-0.0018951781,-0.0018951781,0.43853733,0.5211184,0.08258107,0.4745817,0.4523775,-0.02220419,0.49278313,0.47866333,-0.014119804,0.5024663,0.49959275,-0.0028735697
308,24638,2.0,4.0,2.0,2.0,1.0,-1.0,-0.006217517,-0.006217517,0.055226095,0.137455,0.08222891,0.0605623,-0.09248609,-0.1530484,0.11178405,-0.07859837,-0.19038242,0.11771741,-0.054632217,-0.17234963
309,24640,22.0,27.0,5.0,22.0,18.0,-4.0,-0.0022182502,-0.0022182502,-0.024722327,0.06705838,0.09178071,-0.019267796,0.26946813,0.28873593,-0.009605916,0.28658262,0.29618853,-0.012593964,0.2941002,0.30669415
310,24649,9.0,12.0,3.0,4.0,1.0,-3.0,-0.0040354617,-0.0040354617,0.5646813,0.5360686,-0.028612673,0.3119763,0.30879074,-0.0031855702,0.31249166,0.32729012,0.014798462,0.37927976,0.4014872,0.022207439
311,24739,6.0,2.0,-4.0,2.0,1.0,-1.0,-2.5741756e-05,-2.5741756e-05,0.13424931,0.054307926,-0.07994139,0.027286915,0.10525997,0.07797305,0.05993776,0.1406599,0.08072214,0.08372859,0.14117359,0.057444997
312,24740,1.0,2.0,1.0,1.0,1.0,0.0,-0.0038570128,-0.0038570128,0.30013305,0.29020458,-0.009928465,0.08976866,0.19518206,0.10541339,0.10003952,0.24138366,0.14134413,0.15031482,0.2671844,0.116869584
313,24787,1.0,1.0,0.0,2.0,3.0,1.0,-0.002397146,-0.002397146,0.11176152,0.06673953,-0.04502199,0.09796127,0.053334,-0.044627268,0.11930616,0.068322614,-0.05098355,0.123150915,0.07094168,-0.052209236
314,24846,4.0,6.0,2.0,5.0,4.0,-1.0,-0.0051533654,-0.0051533654,0.5968444,0.38594612,-0.21089825,-0.14853035,-0.24898703,-0.100456685,-0.16269724,-0.25838628,-0.09568904,-0.109577686,-0.22638991,-0.11681223
315,25059,87.0,73.0,-14.0,42.0,26.0,-16.0,0.0009550229,0.0009550229,0.65029913,0.6287391,-0.021560013,0.5569854,0.5891421,0.032156706,0.5720252,0.6011989,0.029173732,0.6010025,0.61795324,0.016950727
316,25091,3.0,1.0,-2.0,16.0,23.0,7.0,-0.0038615912,-0.0038615912,-0.33093134,-0.2783963,0.052535027,-0.3920944,-0.20720278,0.18489163,-0.42987213,-0.20260903,0.2272631,-0.46118906,-0.2527431,0.20844597
317,25111,9.0,4.0,-5.0,10.0,8.0,-2.0,0.007522911,0.007522911,0.5884475,0.6248266,0.0363791,0.09779793,0.18233304,0.08453511,0.09261187,0.1913478,0.09873592,0.179415,0.31524953,0.13583453
318,25205,1.0,1.0,0.0,1.0,1.0,0.0,0.005540844,0.005540844,-0.23367156,-0.21451086,0.019160703,0.23402503,0.28717905,0.05315402,0.23641822,0.27863172,0.0422135,0.20075397,0.2483931,0.04763913
319,25250,1.0,1.0,0.0,1.0,1.0,0.0,-0.008416198,-0.008416198,0.22139356,0.11670464,-0.10468891,0.0053342683,0.11660549,0.111271225,0.02559786,0.1369879,0.11139004,0.045125186,0.14530422,0.10017903
320,25268,1.0,1.0,0.0,2.0,2.0,0.0,-0.0011848509,-0.0011848509,0.08577116,0.08170764,-0.004063517,0.07629099,0.20005327,0.12376229,0.12980554,0.2454781,0.11567256,0.13654637,0.24699631,0.11044994
321,25284,2.0,4.0,2.0,1.0,1.0,0.0,-0.010222051,-0.010222051,0.22618023,0.036200907,-0.18997931,0.43650517,0.27620173,-0.16030344,0.45460874,0.30048245,-0.15412629,0.46392715,0.29422346,-0.16970369
322,25287,1.0,1.0,0.0,5.0,12.0,7.0,-0.004597623,-0.004597623,0.035692897,-0.10652719,-0.14222008,0.07440773,-0.05122743,-0.12563516,0.091675736,-0.032270294,-0.123946026,0.090750284,-0.04355256,-0.13430284
323,25318,2.0,1.0,-1.0,1.0,1.0,0.0,-0.0025586337,-0.0025586337,0.011050578,0.18805914,0.17700855,0.2004247,0.26511732,0.06469262,0.20009477,0.27095097,0.0708562,0.20224781,0.28496876,0.08272095
324,25319,1.0,1.0,0.0,1.0,1.0,0.0,-0.0034170412,-0.0034170412,0.057415206,0.15027371,0.09285851,0.0019581832,0.09241133,0.09045315,0.0029189743,0.08796568,0.08504671,0.0072834687,0.09723276,0.08994929
325,25371,2.0,2.0,0.0,1.0,1.0,0.0,-0.00048784167,-0.00048784167,0.345965,0.39239386,0.04642886,0.24554662,0.36062667,0.11508004,0.24010803,0.37170208,0.13159405,0.26436046,0.39660493,0.13224447
326,25454,1.0,1.0,0.0,1.0,1.0,0.0,0.0023339987,0.0023339987,0.093859,0.09769167,0.003832668,0.07400937,0.08615904,0.012149677,0.08959829,0.10496934,0.015371047,0.102271706,0.112055,0.009783298
327,25570,1.0,1.0,0.0,1.0,1.0,0.0,-0.0068854988,-0.0068854988,0.12235669,0.09566372,-0.026692972,0.023027677,0.011005895,-0.012021782,0.010505493,0.0074702604,-0.0030352324,0.028709127,0.022948,-0.005761126
328,25578,2.0,9.0,7.0,2.0,3.0,1.0,-0.0063392073,-0.0063392073,-0.24209693,-0.24865897,-0.0065620393,0.051575772,0.23515812,0.18358234,0.065314084,0.25243062,0.18711653,0.02884146,0.22308154,0.19424008
329,25581,12.0,20.0,8.0,25.0,37.0,12.0,-0.003311623,-0.003311623,-0.22541331,-0.28147066,-0.05605735,-0.058066744,-0.074933626,-0.016866881,-0.074492685,-0.076316796,-0.0018241107,-0.10467111,-0.12005095,-0.015379839
330,25588,6.0,9.0,3.0,5.0,7.0,2.0,-0.0031869672,-0.0031869672,0.7166692,0.7146646,-0.0020046234,0.68040246,0.75680643,0.076403975,0.7131975,0.78343976,0.070242226,0.7433116,0.79775447,0.054442883
331,25602,311.0,260.0,-51.0,487.0,359.0,-128.0,0.005860866,0.005860866,0.40964425,0.35536018,-0.054284066,0.33166692,0.30349714,-0.028169781,0.33230305,0.29689845,-0.035404593,0.35419196,0.3276116,-0.026580364
332,25693,3.0,17.0,14.0,10.0,2.0,-8.0,-0.0032206886,-0.0032206886,-0.55454415,-0.58645475,-0.0319106,-0.23139502,-0.22884403,0.0025509894,-0.2250649,-0.24343206,-0.018367156,-0.27271116,-0.28905126,-0.016340107
333,25702,352.0,247.0,-105.0,156.0,182.0,26.0,0.0032953462,0.0032953462,0.5064497,0.53277403,0.026324332,0.16551045,-0.078196585,-0.24370703,0.16462342,-0.08204644,-0.24666986,0.22430311,-0.0077896835,-0.2320928
334,25711,1.0,1.0,0.0,1.0,1.0,0.0,-0.004138332,-0.004138332,0.39308482,0.33506882,-0.058016002,-0.15226026,0.062362082,0.21462235,-0.19274914,0.03710515,0.22985429,-0.12069292,0.079329975,0.2000229
335,25741,7.0,3.0,-4.0,3.0,2.0,-1.0,0.0044612363,0.0044612363,0.3551534,0.3019484,-0.053205013,0.19810843,0.2706055,0.07249707,0.19857289,0.25394177,0.055368885,0.22802429,0.2745482,0.046523914
336,25746,3.0,1.0,-2.0,1.0,1.0,0.0,-0.0014249086,-0.0014249086,0.62667143,0.5986717,-0.027999759,0.567884,0.39494032,-0.17294371,0.57721245,0.4135927,-0.16361976,0.596225,0.4552925,-0.14093253
337,25881,1.0,1.0,0.0,1.0,1.0,0.0,-0.002551984,-0.002551984,-0.34094083,-0.06323971,0.27770114,0.32736787,0.19936977,-0.1279981,0.32891232,0.16337726,-0.16553506,0.24666156,0.14544591,-0.101215646
338,25906,1.0,2.0,1.0,1.0,3.0,2.0,-0.0076280236,-0.0076280236,0.41329366,0.39055842,-0.022735238,0.3148139,0.45280465,0.13799074,0.33535945,0.46715817,0.13179871,0.38123342,0.50308245,0.12184903
339,25959,2.0,1.0,-1.0,3.0,1.0,-2.0,0.004487347,0.004487347,-0.07618622,-0.10998152,-0.033795305,0.13938615,0.26712632,0.12774017,0.12562291,0.26427302,0.1386501,0.11265289,0.24137358,0.1287207
340,26119,15.0,14.0,-1.0,8.0,4.0,-4.0,-0.0012179539,-0.0012179539,0.3199303,0.25043505,-0.06949523,0.2195515,0.21498364,-0.0045678616,0.23514491,0.21836023,-0.016784683,0.26279628,0.23514372,-0.027652562
