eval_index,nsd_image_id,image_rank_topo0,image_rank_topo_low,image_rank_delta_low_minus_zero,brain_rank_topo0,brain_rank_topo_low,brain_rank_delta_low_minus_zero,image_score_delta_low_minus_zero,brain_score_delta_low_minus_zero,teacher_top1_rank_topo0,teacher_top1_rank_topo_low,teacher_top1_rank_delta_low_minus_zero,teacher_neighbor_overlap5_topo0,teacher_neighbor_overlap5_topo_low,teacher_neighbor_overlap5_delta_low_minus_zero,pixcorr_topo0,pixcorr_topo_low,pixcorr_delta_low_minus_zero
155,12798,1.0,1.0,0.0,1.0,1.0,0.0,0.0044249482,0.0044249482,283.0,174.0,-109.0,0.0,0.0,0.0,-0.15082029,0.04621349,0.19703378
156,12922,1.0,1.0,0.0,1.0,1.0,0.0,0.009253729,0.009253729,32.0,28.0,-4.0,0.0,0.0,0.0,0.31791174,0.31096846,-0.0069432855
157,12937,4.0,26.0,22.0,1.0,11.0,10.0,0.002274707,0.002274707,48.0,39.0,-9.0,0.0,0.0,0.0,0.5072621,0.4114667,-0.09579542
158,13138,1.0,1.0,0.0,1.0,1.0,0.0,0.0069466606,0.0069466606,23.0,10.0,-13.0,0.0,0.0,0.0,0.16836585,0.40026987,0.23190401
159,13230,2.0,6.0,4.0,1.0,1.0,0.0,0.0022054724,0.0022054724,198.0,198.0,0.0,0.0,0.0,0.0,0.07036597,0.00905187,-0.061314102
160,13312,1.0,1.0,0.0,1.0,1.0,0.0,0.0052815564,0.0052815564,153.0,165.0,12.0,0.0,0.0,0.0,0.19447501,0.20976904,0.01529403
161,13314,1.0,1.0,0.0,1.0,1.0,0.0,0.012856174,0.012856174,54.0,83.0,29.0,0.0,0.0,0.0,0.5003773,0.3536556,-0.14672169
162,13613,2.0,2.0,0.0,1.0,2.0,1.0,0.0065476224,0.0065476224,127.0,116.0,-11.0,0.0,0.0,0.0,0.45946476,0.5224369,0.06297216
163,13653,1.0,1.0,0.0,1.0,1.0,0.0,0.01074161,0.01074161,12.0,17.0,5.0,0.0,0.0,0.0,0.3136001,0.3458383,0.032238215
164,13662,19.0,23.0,4.0,3.0,1.0,-2.0,0.008890193,0.008890193,8.0,5.0,-3.0,0.0,0.2,0.2,-0.1532937,-0.10953169,0.043762006
165,13720,16.0,7.0,-9.0,31.0,7.0,-24.0,0.010824513,0.010824513,24.0,23.0,-1.0,0.0,0.0,0.0,0.45604342,0.41811466,-0.03792876
166,13846,19.0,2.0,-17.0,6.0,1.0,-5.0,0.020279635,0.020279635,239.0,273.0,34.0,0.0,0.0,0.0,0.74642986,0.7424391,-0.0039907694
167,14110,5.0,4.0,-1.0,10.0,6.0,-4.0,0.0061124973,0.0061124973,188.0,175.0,-13.0,0.0,0.0,0.0,0.16043662,0.09806973,-0.062366888
168,14121,1.0,2.0,1.0,1.0,2.0,1.0,0.0027816966,0.0027816966,50.0,24.0,-26.0,0.0,0.0,0.0,0.27979875,0.28535923,0.0055604875
169,14165,1.0,1.0,0.0,1.0,1.0,0.0,0.0038430467,0.0038430467,79.0,83.0,4.0,0.0,0.0,0.0,-0.17226642,-0.102929994,0.06933643
170,14179,166.0,241.0,75.0,143.0,232.0,89.0,0.0046941526,0.0046941526,204.0,161.0,-43.0,0.0,0.0,0.0,0.22920455,0.19918884,-0.030015707
171,14443,1.0,2.0,1.0,1.0,1.0,0.0,-0.0015277304,-0.0015277304,879.0,827.0,-52.0,0.0,0.0,0.0,0.054894973,-0.11121591,-0.16611089
172,14528,1.0,2.0,1.0,34.0,64.0,30.0,-0.00062007457,-0.00062007457,469.0,483.0,14.0,0.2,0.0,-0.2,-0.020925073,0.1747061,0.19563118
173,14567,1.0,1.0,0.0,1.0,1.0,0.0,0.008991756,0.008991756,185.0,167.0,-18.0,0.0,0.0,0.0,0.03576469,-0.015835552,-0.05160024
174,14594,2.0,1.0,-1.0,1.0,1.0,0.0,0.00736019,0.00736019,207.0,256.0,49.0,0.2,0.2,0.0,0.29712588,0.33879682,0.04167095
175,14610,2.0,4.0,2.0,5.0,5.0,0.0,0.00013854727,0.00013854727,2.0,2.0,0.0,0.4,0.4,0.0,0.342195,0.47125894,0.12906393
176,14644,1.0,2.0,1.0,2.0,2.0,0.0,0.006503798,0.006503798,268.0,196.0,-72.0,0.0,0.0,0.0,0.60543054,0.5238826,-0.081547916
177,14793,35.0,43.0,8.0,3.0,3.0,0.0,0.004112594,0.004112594,119.0,52.0,-67.0,0.0,0.0,0.0,0.40580592,0.43351993,0.027714014
178,14808,1.0,1.0,0.0,1.0,1.0,0.0,0.00790403,0.00790403,89.0,128.0,39.0,0.0,0.0,0.0,0.09454884,0.07914258,-0.015406258
179,14820,344.0,423.0,79.0,296.0,169.0,-127.0,0.009947963,0.009947963,390.0,257.0,-133.0,0.0,0.2,0.2,0.18743773,0.10926965,-0.07816808
180,14898,1.0,2.0,1.0,6.0,6.0,0.0,0.0065282136,0.0065282136,174.0,262.0,88.0,0.0,0.0,0.0,-0.22763014,-0.07030433,0.1573258
181,14931,9.0,13.0,4.0,2.0,2.0,0.0,0.0032405816,0.0032405816,12.0,11.0,-1.0,0.4,0.4,0.0,0.7071307,0.6716001,-0.035530567
182,15003,1.0,1.0,0.0,1.0,1.0,0.0,0.005564153,0.005564153,148.0,266.0,118.0,0.0,0.0,0.0,0.46468362,0.5080541,0.043370456
183,15025,1.0,4.0,3.0,1.0,1.0,0.0,-0.0042482726,-0.0042482726,142.0,72.0,-70.0,0.0,0.0,0.0,0.33226502,0.30714872,-0.025116295
184,15128,55.0,68.0,13.0,1.0,1.0,0.0,0.0044969134,0.0044969134,633.0,743.0,110.0,0.0,0.0,0.0,0.27632123,0.24419041,-0.032130823
185,15364,1.0,3.0,2.0,1.0,1.0,0.0,-0.00018894672,-0.00018894672,1.0,1.0,0.0,0.2,0.2,0.0,0.7483486,0.72105634,-0.027292252
186,15492,1.0,1.0,0.0,1.0,1.0,0.0,0.0073221996,0.0073221996,4.0,11.0,7.0,0.2,0.0,-0.2,0.3641926,0.49366736,0.12947476
187,15506,2.0,2.0,0.0,1.0,1.0,0.0,0.0064662285,0.0064662285,158.0,257.0,99.0,0.0,0.0,0.0,0.19798961,0.24406296,0.046073347
188,15793,1.0,1.0,0.0,1.0,1.0,0.0,-0.0035633668,-0.0035633668,549.0,610.0,61.0,0.0,0.0,0.0,0.17742716,0.033223648,-0.14420351
189,15819,1.0,1.0,0.0,1.0,1.0,0.0,0.0052988715,0.0052988715,173.0,176.0,3.0,0.0,0.0,0.0,-0.026639225,-0.01398061,0.012658615
190,15939,1.0,2.0,1.0,1.0,1.0,0.0,-0.005251739,-0.005251739,276.0,398.0,122.0,0.2,0.2,0.0,0.18215947,-0.0339885,-0.21614796
191,16063,2.0,3.0,1.0,3.0,2.0,-1.0,0.0072277747,0.0072277747,91.0,147.0,56.0,0.0,0.2,0.2,0.29796565,0.32270566,0.02474001
192,16252,1.0,10.0,9.0,1.0,1.0,0.0,-0.00068145245,-0.00068145245,228.0,218.0,-10.0,0.0,0.0,0.0,0.09545244,0.10444447,0.008992024
193,16344,15.0,6.0,-9.0,1.0,1.0,0.0,0.010951985,0.010951985,141.0,119.0,-22.0,0.0,0.0,0.0,0.60283285,0.548851,-0.05398184
194,16421,7.0,7.0,0.0,1.0,2.0,1.0,0.0070992373,0.0070992373,292.0,156.0,-136.0,0.0,0.0,0.0,0.16309159,0.21896851,0.055876926
195,16466,1.0,2.0,1.0,1.0,1.0,0.0,0.0005715154,0.0005715154,88.0,69.0,-19.0,0.0,0.0,0.0,0.12509632,-0.0034601886,-0.1285565
196,16616,1.0,1.0,0.0,1.0,1.0,0.0,0.0063018687,0.0063018687,316.0,335.0,19.0,0.0,0.0,0.0,0.2993442,0.35831723,0.058973014
197,16635,5.0,11.0,6.0,4.0,2.0,-2.0,0.006650094,0.006650094,597.0,484.0,-113.0,0.0,0.0,0.0,0.1270204,-0.028838579,-0.15585898
198,16655,44.0,108.0,64.0,25.0,61.0,36.0,0.0025484562,0.0025484562,59.0,88.0,29.0,0.0,0.0,0.0,-0.45723575,-0.3580149,0.09922084
199,16702,1.0,5.0,4.0,1.0,2.0,1.0,0.0010114759,0.0010114759,96.0,91.0,-5.0,0.0,0.0,0.0,0.35810807,0.3396347,-0.018473387
200,16723,1.0,1.0,0.0,1.0,2.0,1.0,0.0053451024,0.0053451024,66.0,19.0,-47.0,0.2,0.2,0.0,0.8092365,0.77703524,-0.03220129
201,16823,1.0,1.0,0.0,1.0,1.0,0.0,0.006300807,0.006300807,43.0,20.0,-23.0,0.0,0.0,0.0,0.08733684,0.034255434,-0.053081404
202,16841,52.0,17.0,-35.0,8.0,4.0,-4.0,0.012993727,0.012993727,84.0,79.0,-5.0,0.0,0.0,0.0,-0.03493577,-0.1604306,-0.12549482
203,16865,1.0,2.0,1.0,1.0,1.0,0.0,0.0040097535,0.0040097535,306.0,232.0,-74.0,0.0,0.0,0.0,0.3841738,0.5693457,0.1851719
204,16868,1.0,1.0,0.0,1.0,3.0,2.0,-0.0016365349,-0.0016365349,8.0,11.0,3.0,0.0,0.0,0.0,-0.292041,-0.21565665,0.07638435
205,16917,1.0,1.0,0.0,1.0,1.0,0.0,0.007630009,0.007630009,1.0,2.0,1.0,0.2,0.2,0.0,0.3081089,0.028059827,-0.28004906
206,17048,10.0,38.0,28.0,1.0,6.0,5.0,0.0016241409,0.0016241409,3.0,4.0,1.0,0.2,0.2,0.0,0.27849078,0.302341,0.023850232
207,17230,47.0,193.0,146.0,3.0,8.0,5.0,-4.053116e-05,-4.053116e-05,8.0,25.0,17.0,0.0,0.0,0.0,0.016497964,0.07705408,0.06055612
208,17238,1.0,4.0,3.0,2.0,3.0,1.0,-0.0038458258,-0.0038458258,31.0,22.0,-9.0,0.0,0.0,0.0,0.27243876,0.10558676,-0.166852
209,17369,7.0,7.0,0.0,4.0,7.0,3.0,0.0076061375,0.0076061375,8.0,3.0,-5.0,0.0,0.2,0.2,0.17250627,0.24666332,0.074157044
210,17374,2.0,2.0,0.0,1.0,1.0,0.0,0.0015654936,0.0015654936,588.0,548.0,-40.0,0.2,0.2,0.0,0.09716247,-0.09336199,-0.19052446
211,17450,9.0,10.0,1.0,1.0,1.0,0.0,0.002240818,0.002240818,14.0,19.0,5.0,0.4,0.4,0.0,0.4327476,0.41564545,-0.017102152
212,17463,9.0,6.0,-3.0,4.0,2.0,-2.0,0.010126147,0.010126147,96.0,100.0,4.0,0.0,0.0,0.0,0.7135798,0.80138624,0.08780646
213,17485,23.0,9.0,-14.0,2.0,3.0,1.0,0.012014553,0.012014553,1.0,1.0,0.0,0.2,0.4,0.2,0.50146043,0.4412543,-0.060206145
214,17549,2.0,1.0,-1.0,1.0,1.0,0.0,0.010864522,0.010864522,326.0,159.0,-167.0,0.2,0.2,0.0,-0.09977089,0.028569493,0.12834038
215,17595,1.0,1.0,0.0,1.0,1.0,0.0,0.0018372983,0.0018372983,14.0,18.0,4.0,0.2,0.2,0.0,-0.029764952,0.291423,0.32118794
216,17776,12.0,10.0,-2.0,4.0,1.0,-3.0,0.0072388276,0.0072388276,143.0,60.0,-83.0,0.4,0.4,0.0,0.21212932,0.5403574,0.3282281
217,17794,1.0,2.0,1.0,1.0,1.0,0.0,-0.0002512224,-0.0002512224,3.0,4.0,1.0,0.4,0.2,-0.2,-0.1299483,0.03337424,0.16332254
218,17934,111.0,53.0,-58.0,1.0,1.0,0.0,0.012360822,0.012360822,11.0,8.0,-3.0,0.0,0.0,0.0,0.1045064,0.1178211,0.013314694
219,17942,13.0,13.0,0.0,1.0,2.0,1.0,0.0020281598,0.0020281598,9.0,4.0,-5.0,0.4,0.4,0.0,0.25228688,0.16208777,-0.09019911
220,18268,16.0,4.0,-12.0,1.0,1.0,0.0,0.017212909,0.017212909,118.0,58.0,-60.0,0.0,0.0,0.0,0.17114545,0.17832987,0.007184416
221,18434,1.0,1.0,0.0,1.0,1.0,0.0,3.774464e-05,3.774464e-05,8.0,11.0,3.0,0.2,0.2,0.0,0.62797177,0.5721797,-0.055792093
222,18483,1.0,4.0,3.0,1.0,1.0,0.0,4.8086047e-05,4.8086047e-05,13.0,4.0,-9.0,0.2,0.4,0.2,0.12913749,0.17183419,0.0426967
223,18505,15.0,4.0,-11.0,11.0,6.0,-5.0,0.012940183,0.012940183,176.0,207.0,31.0,0.0,0.0,0.0,-0.010677429,0.0115582775,0.022235706
224,18535,1.0,3.0,2.0,3.0,11.0,8.0,0.0024130642,0.0024130642,246.0,213.0,-33.0,0.0,0.0,0.0,0.53558093,0.45167476,-0.08390617
225,18543,1.0,6.0,5.0,1.0,4.0,3.0,-0.0040482543,-0.0040482543,997.0,998.0,1.0,0.0,0.0,0.0,0.38805217,0.40088898,0.012836814
226,18690,1.0,1.0,0.0,1.0,1.0,0.0,0.010212652,0.010212652,89.0,62.0,-27.0,0.0,0.0,0.0,0.026918637,0.07024705,0.043328412
227,18796,4.0,20.0,16.0,6.0,18.0,12.0,-0.0020107515,-0.0020107515,159.0,40.0,-119.0,0.0,0.0,0.0,0.028807072,-0.0010745041,-0.029881576
228,19074,6.0,3.0,-3.0,2.0,2.0,0.0,0.009324633,0.009324633,19.0,17.0,-2.0,0.0,0.0,0.0,0.056042086,0.1282487,0.07220662
229,19181,26.0,23.0,-3.0,8.0,4.0,-4.0,0.010288592,0.010288592,4.0,5.0,1.0,0.2,0.2,0.0,0.21898733,0.2970248,0.078037456
230,19199,1.0,1.0,0.0,1.0,1.0,0.0,0.0013469309,0.0013469309,48.0,36.0,-12.0,0.0,0.0,0.0,0.5770614,0.6036086,0.026547194
231,19200,1.0,1.0,0.0,1.0,1.0,0.0,0.0010446236,0.0010446236,98.0,35.0,-63.0,0.0,0.0,0.0,0.700581,0.691433,-0.009148002
232,19292,20.0,42.0,22.0,15.0,27.0,12.0,0.0044381097,0.0044381097,72.0,72.0,0.0,0.2,0.2,0.0,0.19049591,0.48153085,0.29103494
233,19436,2.0,2.0,0.0,1.0,1.0,0.0,0.0024353787,0.0024353787,65.0,26.0,-39.0,0.0,0.0,0.0,0.36356565,0.41556388,0.051998228
234,19573,341.0,72.0,-269.0,179.0,163.0,-16.0,0.018589837,0.018589837,535.0,486.0,-49.0,0.0,0.0,0.0,-0.074056,0.37147388,0.44552988
235,19642,55.0,21.0,-34.0,1.0,1.0,0.0,0.01517811,0.01517811,395.0,301.0,-94.0,0.0,0.0,0.0,-0.042746186,-0.097484425,-0.05473824
236,19672,249.0,596.0,347.0,22.0,41.0,19.0,0.0015998259,0.0015998259,560.0,443.0,-117.0,0.0,0.0,0.0,0.302617,0.42038938,0.11777237
237,19690,61.0,25.0,-36.0,47.0,40.0,-7.0,0.013132811,0.013132811,488.0,415.0,-73.0,0.0,0.0,0.0,0.104191355,0.10863715,0.0044457912
238,19933,4.0,4.0,0.0,2.0,1.0,-1.0,0.008232892,0.008232892,761.0,541.0,-220.0,0.0,0.0,0.0,-0.01741251,0.06590612,0.083318636
239,20054,1.0,1.0,0.0,1.0,1.0,0.0,-0.002008818,-0.002008818,1.0,1.0,0.0,0.2,0.2,0.0,0.49451923,0.5686577,0.07413846
240,20064,6.0,1.0,-5.0,1.0,3.0,2.0,0.008220755,0.008220755,268.0,112.0,-156.0,0.0,0.0,0.0,-0.093989104,-0.033141904,0.0608472
241,20080,9.0,5.0,-4.0,6.0,2.0,-4.0,0.010085691,0.010085691,348.0,308.0,-40.0,0.0,0.0,0.0,0.28564847,0.33578318,0.05013472
242,20206,10.0,7.0,-3.0,8.0,10.0,2.0,0.007342063,0.007342063,67.0,67.0,0.0,0.0,0.2,0.2,-0.02014316,-0.028485246,-0.008342085
243,20223,1.0,1.0,0.0,1.0,1.0,0.0,0.0035984404,0.0035984404,225.0,157.0,-68.0,0.0,0.0,0.0,0.051118746,0.058946125,0.007827379
244,20265,1.0,1.0,0.0,1.0,1.0,0.0,0.0053977147,0.0053977147,408.0,509.0,101.0,0.0,0.0,0.0,0.50757396,0.43477488,-0.07279909
245,20307,4.0,7.0,3.0,1.0,1.0,0.0,0.007956903,0.007956903,643.0,465.0,-178.0,0.0,0.0,0.0,0.533004,0.57967347,0.046669483
246,20442,1.0,1.0,0.0,1.0,1.0,0.0,0.005742546,0.005742546,96.0,102.0,6.0,0.2,0.2,0.0,0.12608342,0.082495116,-0.043588303
247,20633,2.0,1.0,-1.0,1.0,1.0,0.0,0.009593442,0.009593442,9.0,14.0,5.0,0.0,0.2,0.2,0.5206645,0.48533607,-0.035328448
248,20650,70.0,221.0,151.0,2.0,3.0,1.0,0.0015518107,0.0015518107,28.0,13.0,-15.0,0.0,0.0,0.0,0.090305105,-0.044423632,-0.13472873
249,20702,1.0,1.0,0.0,1.0,1.0,0.0,0.0060702004,0.0060702004,112.0,87.0,-25.0,0.0,0.0,0.0,0.43401447,0.54315865,0.10914418
250,20738,1.0,1.0,0.0,1.0,1.0,0.0,0.00073938817,0.00073938817,180.0,169.0,-11.0,0.2,0.2,0.0,0.5976246,0.6395799,0.041955292
251,20777,5.0,6.0,1.0,1.0,1.0,0.0,0.0062171854,0.0062171854,93.0,61.0,-32.0,0.0,0.0,0.0,-0.26928473,-0.008574106,0.26071063
252,20820,7.0,1.0,-6.0,2.0,1.0,-1.0,0.016454577,0.016454577,6.0,4.0,-2.0,0.2,0.2,0.0,0.1317928,0.016785538,-0.11500726
253,21108,2.0,1.0,-1.0,1.0,1.0,0.0,0.013263382,0.013263382,14.0,4.0,-10.0,0.0,0.2,0.2,0.07421597,0.067524925,-0.006691046
254,21192,1.0,1.0,0.0,1.0,1.0,0.0,0.004776381,0.004776381,50.0,22.0,-28.0,0.0,0.2,0.2,0.18003011,0.24293604,0.06290594
255,21194,2.0,3.0,1.0,1.0,1.0,0.0,0.0072716214,0.0072716214,101.0,76.0,-25.0,0.0,0.0,0.0,0.13805202,0.28784707,0.14979506
256,21197,92.0,312.0,220.0,120.0,132.0,12.0,-0.00021326542,-0.00021326542,514.0,371.0,-143.0,0.0,0.0,0.0,-0.18991412,-0.29340288,-0.10348876
257,21218,24.0,11.0,-13.0,11.0,4.0,-7.0,0.014373183,0.014373183,377.0,242.0,-135.0,0.0,0.0,0.0,-0.1355521,-0.06323844,0.07231365
258,21253,1.0,1.0,0.0,1.0,1.0,0.0,0.005848471,0.005848471,6.0,8.0,2.0,0.0,0.2,0.2,0.6379413,0.6552399,0.01729858
259,21279,1.0,1.0,0.0,1.0,1.0,0.0,0.009900283,0.009900283,46.0,66.0,20.0,0.0,0.0,0.0,0.40111187,0.41985184,0.018739969
260,21318,67.0,10.0,-57.0,76.0,40.0,-36.0,0.018592924,0.018592924,351.0,280.0,-71.0,0.0,0.0,0.0,-0.045436654,-0.1153085,-0.06987184
261,21508,12.0,45.0,33.0,4.0,3.0,-1.0,0.0013539344,0.0013539344,13.0,12.0,-1.0,0.2,0.2,0.0,0.28944123,0.21534057,-0.07410066
262,21526,108.0,95.0,-13.0,39.0,34.0,-5.0,0.0086687375,0.0086687375,2.0,1.0,-1.0,0.2,0.2,0.0,0.08162201,-0.08587073,-0.16749275
263,21553,1.0,1.0,0.0,1.0,1.0,0.0,0.0075405426,0.0075405426,520.0,369.0,-151.0,0.0,0.0,0.0,0.7545297,0.7693048,0.014775097
264,21601,1.0,1.0,0.0,1.0,1.0,0.0,0.0027066171,0.0027066171,165.0,91.0,-74.0,0.0,0.0,0.0,0.11016774,0.16778143,0.057613686
265,21703,2.0,1.0,-1.0,7.0,14.0,7.0,0.008396301,0.008396301,89.0,107.0,18.0,0.0,0.2,0.2,0.068873756,-0.02160912,-0.090482876
266,21950,1.0,2.0,1.0,1.0,1.0,0.0,0.002029568,0.002029568,208.0,232.0,24.0,0.0,0.0,0.0,0.2119328,0.36877704,0.15684424
267,21989,6.0,12.0,6.0,1.0,8.0,7.0,0.00864058,0.00864058,396.0,538.0,142.0,0.0,0.0,0.0,0.12600775,-0.003091707,-0.12909946
268,22138,6.0,1.0,-5.0,1.0,2.0,1.0,0.009197738,0.009197738,5.0,11.0,6.0,0.2,0.0,-0.2,0.4246207,0.23713514,-0.18748555
269,22143,2.0,4.0,2.0,1.0,1.0,0.0,0.0048717335,0.0048717335,669.0,802.0,133.0,0.0,0.0,0.0,0.06744258,0.051046763,-0.016395818
270,22155,274.0,79.0,-195.0,564.0,310.0,-254.0,0.0185485,0.0185485,255.0,228.0,-27.0,0.0,0.0,0.0,-0.22932887,-0.25883698,-0.029508114
271,22263,2.0,2.0,0.0,1.0,1.0,0.0,0.009147733,0.009147733,2.0,3.0,1.0,0.2,0.2,0.0,0.09061477,0.10769562,0.017080843
272,22387,1.0,1.0,0.0,1.0,1.0,0.0,0.004494451,0.004494451,224.0,208.0,-16.0,0.2,0.2,0.0,0.24135879,0.13479696,-0.106561825
273,22495,1.0,3.0,2.0,1.0,2.0,1.0,0.0059057362,0.0059057362,56.0,83.0,27.0,0.4,0.4,0.0,0.33885306,0.24047084,-0.09838222
274,22505,2.0,3.0,1.0,4.0,2.0,-2.0,0.0061602145,0.0061602145,344.0,304.0,-40.0,0.0,0.0,0.0,0.23391245,0.14969975,-0.084212705
275,22515,13.0,40.0,27.0,1.0,2.0,1.0,0.003050223,0.003050223,282.0,245.0,-37.0,0.0,0.0,0.0,0.008800783,-0.02338819,-0.032188974
276,22523,1.0,1.0,0.0,1.0,1.0,0.0,0.008989647,0.008989647,2.0,4.0,2.0,0.4,0.4,0.0,0.2990442,0.18897732,-0.110066876
277,22530,23.0,4.0,-19.0,3.0,1.0,-2.0,0.015973028,0.015973028,202.0,281.0,79.0,0.0,0.0,0.0,0.45377377,0.42096013,-0.03281364
278,22585,6.0,1.0,-5.0,2.0,2.0,0.0,0.014741685,0.014741685,390.0,195.0,-195.0,0.0,0.0,0.0,0.1017382,0.0877011,-0.014037102
279,22587,1.0,1.0,0.0,1.0,1.0,0.0,0.0057174712,0.0057174712,98.0,96.0,-2.0,0.0,0.2,0.2,0.102462225,0.043777816,-0.05868441
280,22772,5.0,2.0,-3.0,1.0,2.0,1.0,0.010720219,0.010720219,79.0,89.0,10.0,0.0,0.0,0.0,-0.16498631,-0.0021846301,0.16280168
281,22782,1.0,1.0,0.0,1.0,1.0,0.0,0.0067360513,0.0067360513,97.0,52.0,-45.0,0.0,0.0,0.0,-0.3203321,-0.24218841,0.0781437
282,22794,1.0,1.0,0.0,2.0,4.0,2.0,0.0015638508,0.0015638508,8.0,6.0,-2.0,0.0,0.0,0.0,0.074548066,0.1320935,0.05754544
283,22809,4.0,4.0,0.0,1.0,1.0,0.0,0.006265871,0.006265871,1.0,1.0,0.0,0.6,0.6,0.0,0.2754351,0.23001273,-0.04542236
284,22845,57.0,189.0,132.0,74.0,63.0,-11.0,0.0011408329,0.0011408329,280.0,130.0,-150.0,0.0,0.0,0.0,0.5408669,0.61312246,0.07225555
285,22873,17.0,11.0,-6.0,1.0,1.0,0.0,0.010520313,0.010520313,392.0,165.0,-227.0,0.0,0.0,0.0,-0.04496806,-0.13319819,-0.088230126
286,22879,1.0,1.0,0.0,1.0,1.0,0.0,0.008572325,0.008572325,335.0,338.0,3.0,0.0,0.0,0.0,0.123051465,0.20164733,0.07859586
287,22886,3.0,6.0,3.0,2.0,3.0,1.0,0.002585709,0.002585709,148.0,97.0,-51.0,0.0,0.2,0.2,-0.04871851,-0.03750429,0.011214219
288,22957,1.0,9.0,8.0,1.0,1.0,0.0,-0.0003198795,-0.0003198795,15.0,9.0,-6.0,0.0,0.0,0.0,-0.08305984,0.04401966,0.1270795
289,22967,1.0,1.0,0.0,1.0,1.0,0.0,-0.0023397207,-0.0023397207,126.0,44.0,-82.0,0.2,0.2,0.0,0.20738131,0.011218404,-0.19616291
290,22993,15.0,27.0,12.0,1.0,1.0,0.0,0.0042519793,0.0042519793,23.0,25.0,2.0,0.0,0.0,0.0,0.5714909,0.6983449,0.126854
291,23036,1.0,2.0,1.0,1.0,1.0,0.0,-0.0032911338,-0.0032911338,43.0,57.0,14.0,0.0,0.0,0.0,0.50310993,0.53940254,0.036292613
292,23241,104.0,65.0,-39.0,47.0,18.0,-29.0,0.013433529,0.013433529,363.0,333.0,-30.0,0.0,0.0,0.0,-0.19282506,-0.10862352,0.084201545
293,23492,144.0,140.0,-4.0,5.0,1.0,-4.0,0.010063125,0.010063125,258.0,199.0,-59.0,0.2,0.2,0.0,0.1696632,0.016031722,-0.15363148
294,23715,1.0,1.0,0.0,1.0,1.0,0.0,0.004130069,0.004130069,88.0,191.0,103.0,0.0,0.0,0.0,0.12355892,0.110675916,-0.0128830075
295,23729,1.0,1.0,0.0,1.0,2.0,1.0,-0.0018353648,-0.0018353648,46.0,37.0,-9.0,0.0,0.0,0.0,0.22695754,0.23350477,0.0065472275
296,23871,34.0,12.0,-22.0,9.0,8.0,-1.0,0.013739333,0.013739333,73.0,63.0,-10.0,0.0,0.0,0.0,0.3468647,0.31058607,-0.036278635
297,23876,9.0,34.0,25.0,8.0,8.0,0.0,-0.00062346086,-0.00062346086,60.0,11.0,-49.0,0.0,0.0,0.0,-0.012575817,-0.09919667,-0.08662085
298,23883,1.0,1.0,0.0,27.0,15.0,-12.0,0.0017082803,0.0017082803,218.0,264.0,46.0,0.0,0.0,0.0,0.04524047,0.1006148,0.05537433
299,23993,1.0,2.0,1.0,1.0,1.0,0.0,0.0067670606,0.0067670606,95.0,60.0,-35.0,0.0,0.0,0.0,0.014035574,0.057729606,0.04369403
300,24202,1.0,2.0,1.0,2.0,2.0,0.0,0.00529192,0.00529192,10.0,4.0,-6.0,0.0,0.2,0.2,-0.01922577,0.058249287,0.077475056
301,24214,2.0,2.0,0.0,2.0,1.0,-1.0,0.008435722,0.008435722,55.0,116.0,61.0,0.0,0.0,0.0,0.5365814,0.5040867,-0.032494724
302,24264,1.0,1.0,0.0,1.0,1.0,0.0,-0.0028523207,-0.0028523207,28.0,21.0,-7.0,0.0,0.0,0.0,0.60571045,0.6864633,0.08075285
303,24317,1.0,1.0,0.0,1.0,1.0,0.0,0.0004922971,0.0004922971,106.0,24.0,-82.0,0.0,0.0,0.0,0.5237234,0.40072843,-0.12299499
304,24480,21.0,64.0,43.0,8.0,10.0,2.0,0.0033385903,0.0033385903,6.0,8.0,2.0,0.0,0.0,0.0,-0.14090447,-0.03617137,0.1047331
305,24517,7.0,13.0,6.0,1.0,2.0,1.0,0.007544752,0.007544752,121.0,44.0,-77.0,0.0,0.0,0.0,-0.082184196,-0.11631698,-0.034132786
306,24530,519.0,383.0,-136.0,347.0,310.0,-37.0,0.013671637,0.013671637,568.0,638.0,70.0,0.0,0.0,0.0,-0.007167602,-0.16128567,-0.15411806
307,24560,2.0,3.0,1.0,1.0,1.0,0.0,-0.002636291,-0.002636291,10.0,19.0,9.0,0.0,0.0,0.0,0.5094509,0.39366412,-0.11578679
308,24638,3.0,6.0,3.0,5.0,5.0,0.0,0.0045267493,0.0045267493,369.0,317.0,-52.0,0.0,0.0,0.0,0.052593067,0.103470765,0.050877698
309,24640,9.0,4.0,-5.0,8.0,7.0,-1.0,0.011254337,0.011254337,126.0,127.0,1.0,0.0,0.0,0.0,0.24644102,-0.16375662,-0.41019765
310,24649,9.0,42.0,33.0,12.0,19.0,7.0,0.00015112013,0.00015112013,543.0,545.0,2.0,0.0,0.2,0.2,0.0049019293,0.0019789494,-0.0029229799
311,24739,34.0,19.0,-15.0,5.0,5.0,0.0,0.008918844,0.008918844,4.0,4.0,0.0,0.2,0.2,0.0,-0.14347367,-0.18245493,-0.03898126
312,24740,3.0,2.0,-1.0,2.0,1.0,-1.0,0.007969264,0.007969264,37.0,43.0,6.0,0.2,0.2,0.0,0.16522254,0.23884243,0.07361989
